"y","past_return","bus_passenger","temp","sub_passenger","m5","m70","m45","m65","wet","m20","f15","f35","f50","f55","m60","f0","m35","f70","m0","f40","dust","f65","m50","m55","m30","m40","m25","wind","sunny","f45","f20","f60","f30","f25","most_use","X8_9","cloud","rain","semester","temp.sqr"
0,0,387,-9.2,2444,639.1884,857.8614,1140.3828,426.0988,59,2861.2515,707.1304,1273.7269,834.8849,761.7084,602.043,354.1623,1405.48,1205.8874,454.0322,890.8193,22,583.761,873.2738,907.5596,1867.3569,1038.2584,3441.9511,1.6,0,842.0779,4858.6621,691.3221,1932.0113,3624.9431,21265.3829,0,0,0,0,84.64
1,0,742,-8.6,4606,671.1492,929.4688,1175.9815,475.1955,60,2698.3981,681.1651,1372.8337,858.9771,821.5589,680.6006,351.3123,1490.8875,1337.2258,465.3967,997.034,24,618.5113,950.9559,954.1406,1698.2718,1077.1977,3051.146,0.5,0,947.7034,4576.5797,747.7801,1789.7181,3237.5741,19915.409,1,0,0,0,73.96
2,1,545,-7.9,2793,675.122,983.0073,1304.2877,531.3926,57,2607.865,682.8017,1327.5972,844.3536,865.5364,666.3995,366.1953,1450.9197,1406.5989,446.4048,1003.5949,13,649.0606,1052.8809,998.1911,1721.3208,1072.5511,2843.6622,1.5,0,1053.7824,4201.8573,770.4094,1732.2208,2908.4237,18793.8667,0,0,0,0,62.41
0,1,356,-5.4,1503,739.4784,990.8301,1273.8926,534.0882,51,2647.3324,720.4789,1316.9112,940.889,934.9984,685.993,390.8303,1497.2803,1336.5115,490.1132,1097.9775,21,656.476,1117.823,1082.2526,1666.4971,1133.2904,2797.315,2.2,0,1124.2323,4129.0452,757.6883,1756.7214,2927.8664,18738.969,0,0,0,0,29.16
0,0,381,-3.3,1488,815.4403,982.4336,1276.9279,471.4656,43,2722.8756,846.3499,1363.9881,943.1387,946.9989,675.4017,405.608,1445.1414,1297.3604,500.8693,1116.9594,27,658.9322,1048.5699,1023.3718,1644.0239,1119.7683,2833.9867,2.6,0,1103.7698,4212.9215,834.4934,1667.5201,2980.556,18871.0133,0,0,0,0,10.89
1,1,349,-1.7,1646,894.7879,950.0341,1226.3811,540.8506,38,2873.6546,935.2478,1368.4429,1003.7044,941.7259,718.1188,427.1989,1507.8168,1325.0775,511.9302,1176.1576,28,613.5426,1126.5224,1027.7049,1705.1839,1148.4274,2851.5758,2.6,0,1106.569,4284.7918,821.4567,1698.4109,3041.2848,19331.1615,0,3,0,0,2.89
0,0,455,-0.2,1869,990.1057,955.2146,1285.3681,503.3631,42,2955.456,1097.744,1407.0724,1047.5718,1011.8427,746.6774,409.1486,1569.9222,1337.3904,511.2745,1144.1962,28,714.4317,1176.7252,1079.3982,1742.5394,1271.9674,2867.3694,2,0,1156.7677,4434.4582,826.7816,1756.426,3077.3542,19810.5978,0,10,0,0,0.04
1,1,446,-1,1888,1124.7691,916.0952,1325.094,511.1229,54,3066.3847,1343.1924,1453.7806,1056.9855,1024.6758,778.2221,478.3379,1438.7252,1300.5937,515.9313,1206.2281,38,722.277,1094.7875,1125.9052,1788.4199,1275.0069,2969.0568,3.4,0,1161.1582,4533.715,863.4964,1743.2204,3128.6217,20121.9243,0,9,0,0,1
0,0,526,-2.2,2094,1280.8739,949.2135,1318.7375,518.5721,75,3197.5489,1516.7309,1473.2383,1028.9063,1047.4448,761.5736,495.5261,1490.5238,1317.1245,555.4805,1157.8503,60,727.2064,1116.2543,1047.3724,1800.2361,1248.7689,3014.8628,4,0,1154.9206,4678.7755,866.046,1762.3418,3133.0569,20550.5841,0,9,0,0,4.84
1,1,587,-2.2,2769,1511.1347,950.2147,1254.8743,516.9418,76,3190.8538,1815.9391,1384.3741,1009.455,936.5904,751.6453,433.3388,1469.5237,1214.1189,523.4423,1034.3303,46,667.5916,1092.3491,1035.0477,1809.7219,1247.4691,3023.3881,3.2,0,1079.5336,5021.5309,812.852,1647.5256,3211.1049,20758.023,0,7,0,0,4.84
0,0,617,-2.5,3706,1631.8905,921.8172,1268.6491,493.2406,78,3553.7031,2041.5929,1432.5302,975.0638,1014.0418,715.9693,420.0681,1532.8432,1241.259,495.2795,1009.3268,30.5,663.741,1082.0093,1036.4182,1884.3214,1227.4034,3252.85,3.8,0,1035.0285,5325.1578,814.5051,1844.1658,3291.0011,22116.5726,0,6,0,0,6.25
2,1,918,-3.3,4070,1908.7714,942.9783,1446.0258,484.113,83,4082.7323,2188.3389,1545.0896,1005.8716,969.4133,712.3349,529.0551,1773.6949,1301.0184,504.6992,1037.4483,58,663.428,1015.3242,994.0505,2054.9247,1314.1974,3870.4411,3.4,0,1072.1644,6095.433,820.664,2214.342,4025.3747,25662.0323,0,8,0.5,0,10.89
0,1,700,-4.1,2874,1919.4662,882.2599,1281.8867,501.6369,67,4208.1193,2088.3681,1476.2712,986.8923,956.3353,736.5126,579.3617,1704.8359,1327.172,454.4959,970.5485,62,666.3417,1007.6245,914.4431,2125.9184,1266.4892,4018.9521,3.8,0,1030.7643,6253.2797,809.0207,2165.0062,4170.4705,26122.8533,0,1,0,0,16.81
0,0,652,-5.2,3607,1620.5943,870.0138,1228.9562,484.1834,53,3915.7498,1706.4601,1425.4658,883.1598,906.6043,678.0548,487.2503,1634.6555,1374.1038,405.429,943.8331,30,648.8502,996.7401,866.4062,2118.8319,1188.4139,3911.7267,3.8,0,965.6718,6002.7068,745.8455,2029.2633,3953.0094,24991.4092,0,0,0,0,27.04
0,1,902,-5.8,4558,845.6125,852.9232,1160.5323,463.7198,51,3279.6168,1101.2668,1373.2128,901.7539,805.2301,642.8088,409.3085,1553.7637,1332.6666,415.7695,889.586,31,649.8181,856.1227,866.0832,2067.8648,1063.6117,3663.8008,3.1,0,912.5219,5221.6275,699.5879,1985.5786,3849.6702,22995.1352,0,0,0,0,33.64
0,2,399,-6.5,1179,565.601,853.6424,1073.2672,453.4841,52,3128.6062,845.6832,1297.5176,849.6624,788.3187,627.1636,365.2697,1475.9867,1285.638,476.4011,882.2108,41,606.879,829.0985,801.0033,2044.557,1038.2407,3609.4078,2.8,0,808.3362,5099.4108,687.2767,1974.1095,3847.9191,22477.5147,0,0,0,0,42.25
0,0,162,-7.2,289,481.2496,793.934,1024.7136,427.2911,53,2967.5844,735.4427,1217.1502,767.7838,642.3139,551.3786,319.8177,1329.6607,1208.5544,424.1321,801.4781,39,549.3295,736.8433,759.393,1841.9118,900.7507,3538.504,1.3,0,688.4137,5090.3253,637.6012,1918.1765,3763.3346,21666.6475,0,0,0,0,51.84
0,0,71,-7.7,0,455.7087,794.7612,1020.9954,405.2825,56,3009.4498,753.7999,1214.9563,750.0302,653.1529,556.4717,325.5666,1299.9207,1207.2378,437.5563,786.2576,36,553.0554,729.3549,769.9698,1829.4698,911,3594.4532,2.2,0,659.6161,5052.0607,644.0119,1928.1921,3800.4485,21728.9511,0,0,0,0,59.29
1,0,19,-7.6,0,473.3923,766.7375,975.3983,412.6859,56,2990.3704,742.8409,1232.2704,769.9204,639.509,565.954,342.5829,1300.3999,1195.2374,435.7517,802.3172,31,560.9343,745.9917,739.8377,1877.7389,947.988,3601.9087,2.3,0,689.0422,5064.0606,633.7099,1936.0501,3832.7802,21835.5792,0,0,0,0,57.76
0,0,18,-7.9,0,464.2924,769.4118,984.469,418.7617,56,2989.7704,733.938,1228.371,745.1051,640.1124,572.7232,346.8731,1294.4761,1216.2659,442.7937,810.251,36,555.0512,735.2766,738.7748,1856.664,943.1085,3614.8796,2,0,684.3664,5073.7622,636.8815,1938.2245,3833.9476,21830.0954,0,0,0,0,62.41
0,0,12,-8.4,0,449.3889,766.1487,986.7737,414.0548,58,2976.7663,741.7219,1229.0842,749.9557,642.1409,564.1947,312.3644,1291.9387,1217.0546,443.2354,793.4483,49,558.1037,747.4604,750.7086,1829.6155,935.8909,3618.5988,1.7,0,704.9119,5095.8016,631.4269,1942.3245,3877.108,21861.2376,0,0,0,0,70.56
0,0,34,-8.9,7,448.7144,770.6422,987.8096,392.8657,58,2970.4019,744.0729,1223.2126,762.8968,675.8014,578.3652,329.119,1279.5325,1204.5176,449.5911,807.5666,33,543.5408,762.6025,737.0605,1842.9913,924.7875,3628.7697,1.3,0,697.1121,5088.3064,624.4202,1957.7071,3869.2594,21860.1809,0,0,0,0,79.21
0,0,78,-9.1,540,456.467,801.5292,1002.9628,405.7368,60,3012.0076,765.9292,1223.5751,765.3811,707.4353,590.0012,344.4221,1296.1614,1232.5098,454.491,770.8691,36,535.5024,731.958,750.8872,1832.3027,942.4446,3618.8834,1.5,0,679.3243,5114.0089,614.0858,1960.797,3889.2654,21947.0015,0,0,0,0,82.81
0,0,177,-9.6,897,489.652,807.0317,1059.4858,420.282,62,2995.3657,779.024,1228.3338,762.3624,726.1099,607.1394,341.9604,1340.2016,1290.142,461.6162,793.6091,37,587.9406,789.4468,795.9894,1826.5639,952.2314,3562.2699,1.9,0,706.1815,5003.8466,676.5923,1934.0579,3836.1743,21726.8137,0,0,0,0,92.16
0,0,360,-9.4,2440,581.5327,831.8082,1126.5911,458.7682,59,2939.065,778.5415,1306.8585,809.1943,832.7936,645.6749,364.6916,1427.8621,1272.0472,417.5945,881.585,31,600.534,858.3952,892.7067,1825.9805,1067.8066,3471.21,2.1,0,796.9167,4819.6078,740.4214,1898.9733,3729.1149,21418.6721,0,0,0,0,88.36
2,0,821,-9.6,4809,593.41,949.3918,1141.2177,529.9956,61,2797.9648,814.5292,1326.5359,858.3291,908.0052,703.5852,365.7278,1486.7542,1338.7434,435.797,968.5572,38,586.6908,978.0118,899.8081,1666.7945,1174.1565,2984.6287,2.4,0,946.7456,4549.1808,766.342,1720.5377,3337.4966,19869.8932,1,0,0,0,92.16
0,0,523,-8.8,2769,616.8944,952.023,1215.3426,545.4666,56,2775.8108,779.6145,1309.6102,890.0919,968.3089,771.6352,340.3607,1484.2962,1404.6198,487.4621,1087.8994,47,645.883,1051.2288,922.5607,1668.6475,1129.798,2818.825,3.2,0,1088.9954,4257.3998,855.154,1678.1651,3036.0813,19028.8359,0,0,0,0,77.44
0,0,330,-7.5,1530,683.9843,965.3212,1308.938,553.2637,51,2795.3708,825.023,1366.6414,978.1957,1036.0188,822.5381,394.3624,1562.9696,1384.2723,483.3437,1113.8204,33,635.0289,1097.1936,973.8862,1705.6556,1230.8354,2791.0926,3,0,1180.2707,4135.0464,844.8149,1640.7391,2960.8763,18958.3918,0,0,0,0,56.25
0,0,334,-5.6,1508,726.337,952.6968,1321.1324,536.8413,44,2797.4149,884.6322,1433.2396,935.1623,1069.0082,788.0188,434.5159,1537.1288,1383.9913,504.9297,1143.8616,33,655.881,1005.4838,994.492,1705.3077,1193.6942,2746.5584,2.9,0,1182.2154,4161.8097,815.4395,1662.8433,2975.2658,19019.5682,0,0,0,0,31.36
1,3,405,-3.7,1601,795.8233,937.4678,1266.9239,570.7422,37,2983.6593,1052.7734,1428.3715,966.0204,1053.2694,744.3283,487.5091,1539.6375,1454.3231,512.0756,1168.1616,32,663.6391,1062.6312,1065.8059,1735.1406,1244.1136,2741.2247,2.4,0,1200.3113,4252.8266,870.5691,1676.7686,3097.9759,19455.6047,0,0,0,0,13.69
2,2,394,-3,1703,815.049,1076.2712,1254.3246,588.5923,32,3107.2266,1224.6436,1410.3906,997.8738,1040.263,775.7455,558.0086,1588.9829,1434.2645,491.074,1170.0223,30,673.9304,1111.6193,1128.5569,1753.3112,1252.2566,2752.2503,2.8,0,1178.3941,4371.4069,813.716,1732.7672,3093.2024,19809.5381,0,0,0,0,9
1,1,446,-1.8,1907,991.7336,1008.5727,1253.393,607.8189,29,3256.9338,1371.3298,1409.1433,1033.8748,1051.3398,801.8794,442.5646,1525.2201,1433.7243,554.7871,1187.3143,35,723.7795,1121.455,1082.7494,1770.8397,1252.839,2797.3394,3.2,0,1185.7346,4443.5101,811.5712,1709.6352,3147.0706,20059.6922,0,0,0,0,3.24
1,1,534,-1,2344,1063.2424,990.0863,1292.0611,657.421,29,3330.6506,1611.5112,1464.2422,980.6363,1026.793,784.0324,530.1031,1623.5907,1442.3985,570.4088,1115.6936,31,701.7192,1135.0035,1092.8316,1728.7052,1200.1343,2896.9024,3.1,0,1171.5238,4500.943,800.5865,1669.3365,3227.1971,20441.5677,0,0,0,0,1
0,1,565,-0.9,2828,1251.0823,907.3363,1196.2893,588.885,28,3515.6183,1929.7579,1330.5352,966.1513,978.0975,783.6613,532.8811,1577.0346,1291.3372,483.8508,1083.0798,35,706.4342,1063.8892,1079.3552,1789.6593,1242.4848,2955.5198,2.7,0,1180.1859,4704.5129,767.2577,1684.6891,3193.0854,20750.6546,0,0,0,0,0.81
2,0,587,-1.9,3595,1457.0513,896.7105,1270.5462,545.1123,32,3748.5505,2124.8843,1329.1862,997.3338,967.1631,759.5395,551.6357,1652.7141,1330.5101,453.7185,974.7865,42,671.3771,1068.3471,1037.2422,1826.2202,1296.5864,3116.677,2.8,0,1039.0724,5117.3016,775.9874,1718.8947,3400.4283,21909.9726,0,0,0,0,3.61
1,1,825,-3,4090,1499.9034,930.7338,1370.0479,549.7349,33,4215.2263,2265,1491.8207,1044.122,1017.4383,724.6947,510.0622,1834.697,1241.8953,498.5604,1031.5496,41,699.5028,1034.4019,1097.3526,2194.7696,1280.3544,3702.0414,1.6,0,1092.0416,5842.8989,732.0239,2119.3619,4045.51,25446.3258,0,0,0,0,9
1,2,807,-3.6,2652,1623.7865,900.9616,1220.9322,539.7711,38,4384.8389,2176.4048,1442.0667,924.177,933.7792,678.1175,533.4226,1886.3932,1308.0926,402.9317,900.0649,39,632.3513,1026.3345,1021.7619,2183.1044,1238.4984,3980.6202,2.8,0,1038.5196,6186.6869,736.7964,2187.5433,4116.1404,26367.394,0,0,0,0,12.96
0,0,602,-4,3748,1379.7798,906.8292,1126.6852,494.2447,49,3974.2842,1820.4305,1397.2487,919.7854,928.7183,647.716,479.9246,1787.1962,1232.8524,369.257,916.4177,45,642.1105,972.2167,945.381,2193.8023,1162.9919,3914.0618,3,0,960.9698,5971.8981,707.5871,2226.7188,4120.127,25585.3371,0,4,0,0,16
2,0,963,-4.7,4807,883.2421,850.3611,1095.2755,481.5391,52,3338.0391,1017.212,1308.319,950.3877,873.4491,585.8245,431.4663,1682.5005,1194.7492,421.332,901.1291,42,633.5937,905.0093,854.5453,2082.5542,1054.824,3707.9768,2.3,0,948.9695,5367.3334,693.0484,2063.589,3939.7501,23490.0621,0,2,0,0,22.09
0,0,401,-5.2,1252,616.7364,853.1995,1002.0852,454.5587,55,3082.2244,839.5963,1300.1574,925.2743,803.8614,576.4541,422.7913,1557.0711,1203.0628,460.0865,869.7632,47,606.8649,855.8896,866.7204,1959.8,1021.2758,3635.2651,1.4,0,834.8719,5085.9433,684.8494,2043.2426,3848.8364,22512.5403,0,5,0,0,27.04
0,0,206,-5.5,347,512.3907,805.5066,978.6839,419.486,57,2923.9152,734.6533,1194.4265,758.7174,687.3236,543.4986,327.0524,1310.0953,1232.7399,414.8416,795.1354,44,536.1079,731.7357,768.9698,1891.1864,917.3413,3533.0151,1.6,0,699.2947,5048.6341,598.187,1915.5626,3782.8914,21599.7266,0,2,0,0,30.25
0,0,77,-5.6,1,468.1766,775.2864,985.1539,424.8684,56,2922.1905,722.5377,1210.1003,763.9307,675.0983,543.1894,312.3567,1277.4357,1235.0107,398.5531,807.9933,43,526.2678,754.459,765.0716,1910.3695,941.285,3584.5135,1.5,0,674.6332,5103.8973,597.4431,1934.1781,3764.5334,21707.2183,0,0,0,0,31.36
0,0,12,-6,0,482.175,792.6651,984.2982,428.1924,55,3019.9453,750.4811,1235.4073,768.8566,688.2672,535.4165,351.4926,1203.6154,1247.993,380.1006,811.9535,47,525.1689,741.0411,759.6622,1908.1148,945.4091,3611.9625,1.3,0,662.0855,5136.3196,610.0873,1924.8972,3816.1462,21856.4083,0,0,0,0,36
0,0,20,-6.2,0,467.8704,772.8148,944.322,434.4275,52,3044.3423,729.5281,1228.4372,752.8203,676.1413,530.2327,330.1644,1236.5163,1228.555,397.2223,811.6734,39,530.3272,748.0282,758.7349,1903.4702,921.8146,3617.6489,0.2,0,682.94,5189.2782,615.1806,1890.0442,3812.282,21922.0193,0,2,0,0,38.44
0,0,15,-6.4,0,472.1502,789.89,964.5037,423.5961,55,3044.0163,768.2962,1240.5395,766.5621,681.6241,518.6732,336.2554,1219.84,1233.0113,396.5558,817.2645,31,516.6595,725.6775,757.6739,1875.1721,906.4367,3592.1324,0.9,0,681.5912,5153.0502,602.7959,1926.6682,3827.0919,21878.5106,0,0,0,0,40.96
0,0,29,-6.5,3,457.4395,795.2574,972.2736,422.3397,57,3003.1838,777.8912,1224.9915,786.7756,689.239,537.1389,360.7128,1252.6295,1244.2204,420.1589,823.9851,35,501.1117,755.2327,767.2246,1891.0961,919.7328,3573.6305,2.3,0,686.2843,5182.685,596.3498,1938.002,3844.7866,21911.005,0,0,0,0,42.25
0,0,81,-6.7,570,497.5234,832.7433,969.2997,416.3148,59,2993.6898,774.1151,1242.0655,773.4897,717.8994,535.2195,333.5145,1232.5115,1240.548,415.2125,823.4104,38,541.5164,736.0564,763.9804,1908.5386,922.6791,3545.8339,2.2,0,722.4053,5151.4963,636.7517,1900.3666,3824.8705,21799.3727,0,3,0,0,44.89
0,0,180,-6.6,869,509.8452,844.749,1028.4776,423.0802,62,2963.7058,797.2531,1267.1178,761.2013,720.2395,548.1737,338.1133,1273.8596,1298.1074,408.5159,864.6703,44,561.3832,770.7843,823.7519,1859.2567,936.6515,3584.1058,1.8,0,736.0183,5082.674,632.3375,1903.4236,3748.8798,21683.0231,0,7,0,0,43.56
0,0,368,-6.7,2455,571.895,854.6019,1142.2567,456.4421,62,2904.87,767.4629,1335.0701,839.5228,769.2458,545.845,375.7693,1355.7347,1362.7309,384.7841,892.2192,43,551.9549,890.1211,878.6896,1896.8706,1066.4867,3448.709,2.3,0,832.1592,4991.4113,686.807,1870.7181,3598.3117,21401.6955,0,3,0,0,44.89
1,0,812,-5.9,4649,587.7419,894.7852,1193.563,524.2287,61,2725.0425,746.6522,1282.5168,836.5362,840.0395,664.9629,380.1063,1333.6553,1408.4141,444.7034,932.7402,48,570.0422,986.7877,908.6488,1733.3322,1099.7444,3045.3845,2.6,0,929.2633,4615.0164,752.5955,1743.278,3192.5863,19670.812,1,7,0,0,34.81
0,1,508,-4.8,2892,596.4854,951.1943,1225.6106,517.5663,59,2628.0482,757.7984,1341.3955,893.0737,918.4449,689.2977,372.6274,1405.7311,1425.4186,360.0745,1007.427,54,610.7198,1082.2503,1052.9206,1644.5539,1111.4614,2806.3854,2,0,1002.8563,4252.3102,782.6113,1666.5322,2970.6198,18715.5763,0,9,0,0,23.04
1,1,385,-4.3,1674,627.8726,935.7842,1316.4999,536.5249,78,2684.2468,808.5592,1326.624,949.1718,953.9457,720.5021,406.1547,1533.8243,1400.3813,413.3134,1028.0336,70,634.9039,1131.0438,1095.6279,1661.4266,1254.3661,2778.6425,1.8,0,1096.8095,4191.3035,771.3808,1678.7975,2878.6268,18733.492,0,9,0,0,18.49
0,0,351,-4.2,1581,740.8153,897.8331,1248.3994,535.4836,87,2744.1333,956.9023,1398.4315,950.0853,1009.6166,672.8464,433.9563,1500.1998,1420.0907,463.8757,1042.1637,79,664.2988,1047.5935,1002.5694,1674.9942,1183.8628,2781.9326,2.5,0,1136.8287,4175.1603,797.9058,1687.8226,2907.6118,18870.2861,0,9,0,0,17.64
0,0,397,-3.4,1726,902.3321,845.2861,1205.1133,550.392,87,2865.557,1171.7449,1392.5346,951.8199,1010.5946,716.6307,487.41,1512.3694,1422.4482,473.526,1071.6735,62,624.7163,1060.7631,1074.2835,1713.0779,1225.1959,2834.1982,1.9,0,1046.1223,4283.1246,800.7572,1626.3762,3001.0012,19228.2391,0,9,1.1,0,11.56
0,0,418,-3.4,1846,991.858,893.7891,1319.1279,523.0656,83,3008.9017,1274.8893,1406.7868,1055.9578,1054.9605,717.1207,533.3926,1521.9821,1422.2171,505.5753,1115.2424,54,667.6001,1179.5057,1083.1901,1755.1335,1220.7591,2812.0714,1.7,0,1083.1428,4424.9453,797.5665,1626.7993,3064.6372,19621.2573,0,9,0,0,11.56
0,0,407,-3.1,1948,1014.553,903.3371,1264.0173,511.1693,84,3076.404,1430.2626,1397.3121,1002.3248,1086.6714,765.2487,525.7757,1550.6148,1348.298,594.1703,1091.1456,63,705.833,1139.0279,1037.9816,1800.1501,1191.2182,2891.412,0.4,0,1124.8463,4497.3531,845.9934,1676.694,3111.9036,20001.8437,0,9,0,0,9.61
0,0,502,-3.2,2215,1151.6068,915.8876,1292.8784,500.0142,88,3172.4574,1651.6042,1411.0033,1017.209,1006.5129,732.138,522.0525,1540.2907,1405.6215,552.9637,1069.466,71,723.3152,1126.3385,1036.3122,1780.5357,1228.0157,2853.9343,0.8,0,1130.06,4668.3173,838.5622,1668.0473,3080.5942,20175.1802,0,9,0.6,0,10.24
1,1,586,-2.7,2884,1313.3859,881.5328,1192.8051,505.3446,83,3329.7492,1958.0866,1361.8267,999.3053,944.1325,712.0886,475.6384,1581.1483,1376.6616,601.972,1069.5353,81,668.8885,1094.8428,1040.4956,1808.4711,1253.8525,2949.64,1.8,0,1105.9839,4930.408,836.3527,1685.1316,3117.7177,20764.0926,0,8,0,0,7.29
1,0,672,-3.1,3577,1560.7863,924.1257,1258.8931,494.5146,82,3647.9488,2212.6156,1323.7619,1068.8587,907.4265,703.4933,384.3857,1612.9531,1324.7723,541.7005,1007.0527,75,642.8662,1107.6255,989.6613,1914.0257,1345.5207,3227.3653,3.1,0,1035.3765,5234.1077,781.7209,1814.095,3297.4327,22071.6902,0,7,0,0,9.61
3,2,930,-3.5,4132,1712.1607,906.2084,1251.5133,482.64,77,4115.4932,2177.4244,1481.7131,1059.735,936.9743,721.1178,390.243,1701.3044,1326.9695,518.3757,1096.4871,60,641.4724,1066.6963,990.5003,2184.3551,1359.7416,3770.6815,3.4,0,1074.5604,6030.3488,748.7817,2195.2481,4193.7748,25672.919,0,7,0,0,12.25
0,2,811,-4.9,2687,1785.9656,906.1061,1193.9613,469.9963,70,4228.1105,2003.2575,1420.5055,994.0311,853.2333,670.6921,420.33,1675.1941,1292.2321,501.8725,970.9316,47,595.6322,978.7896,944.0031,2216.9286,1236.3412,3980.7022,3.2,0,992.4118,6175.0521,748.0352,2238.9242,4262.0607,26197.4779,0,4,0,0,24.01
0,0,711,-5.7,3920,1502.2196,895.5832,1205.7209,457.5683,69,4003.9216,1792.1083,1363.804,961.622,800.4361,627.4602,402.2304,1626.2524,1265.6548,489.8478,971.9902,58,602.8559,905.7586,858.8658,2195.6349,1257.4307,3836.5689,3.4,0,976.7281,5914.8998,708.9426,2171.6965,4203.9262,25316.7043,0,2,0,0,32.49
0,1,952,-6.5,4932,814.613,886.3686,1124.9439,420.8331,73,3335.9772,1136.1728,1286.1779,938.1107,777.2335,602.762,391.4845,1550.8613,1219.612,487.0102,920.1622,73,597.2889,810.4652,836.9976,2112.3771,1104.4461,3538.444,2.9,0,934.4033,5291.2257,671.2813,2073.9136,3901.8347,23090.8115,0,0,0,0,42.25
0,0,490,-7,1424,682.7312,898.3948,1132.2785,412.9197,75,3155.6685,947.9151,1306.5616,892.8798,759.994,575.9051,334.1865,1411.0556,1245.2791,515.1547,896.923,68,565.9859,748.6176,843.4388,2026.9547,1026.2161,3564.7094,2.2,0,842.5838,5137.3025,673.3864,2077.386,3832.7924,22512.4307,0,0,0,0,49
1,0,190,-7.3,355,576.7561,810.3463,1009.1816,382.8845,77,2899.7537,704.4552,1223.668,748.5215,643.3131,530.421,306.1115,1262.719,1218.1353,464.9044,797.7552,60,523.6295,740.4866,742.3494,1925.7878,946.5693,3483.8242,2.6,0,739.1574,5147.3914,627.9838,1971.5517,3724.4958,21639.1916,0,0,0,0,53.29
0,0,84,-7.7,0,552.8596,801.5794,987.2697,404.5106,77,2885.5244,718.979,1228.5398,741.1942,661.8132,541.5012,321.7147,1248.1436,1182.7776,441.2041,827.2696,55,517.4145,717.4918,719.6043,1911.4983,925.9747,3524.6027,2.5,0,772.503,5222.6332,618.0714,2003.4706,3738.9514,21763.364,0,0,0,0,59.29
0,0,25,-8.3,0,557.1244,810.9907,979.0273,392.8099,77,2924.6426,714.9133,1238.7765,747.5831,641.5647,548.1636,343.2541,1225.3734,1177.0504,421.9924,817.0406,50,527.447,741.9195,707.0117,1891.0333,937.1999,3535.4255,0.8,0,741.326,5217.3499,628.3234,2010.6463,3798.5812,21841.8287,0,0,0,0,68.89
0,0,27,-8.8,0,545.3905,802.9575,1001.0496,411.1007,80,2913.0757,727.9195,1235.0989,738.5481,633.8008,549.8426,328.1905,1225.9582,1161.602,417.2844,793.4987,52,511.7372,738.0749,701.833,1879.9919,904.2404,3564.9953,2.1,0,762.5708,5181.6526,633.0068,2011.5101,3808.8686,21821.1513,0,0,0,0,77.44
0,0,17,-9.2,0,562.1694,804.9994,995.182,401.2001,79,2935.4721,742.3435,1250.6034,740.028,647.5746,532.2034,306.7142,1237.3261,1190.2075,417.7723,782.3725,46,519.9287,736.1303,719.6485,1886.8178,912.9501,3545.1563,0.8,0,733.9778,5149.4114,627.1626,2007.4714,3834.1587,21846.4172,0,0,0,0,84.64
0,1,30,-9.5,8,554.3778,802.9112,1007.4932,395.369,82,2925.8815,738.225,1253.0054,748.4451,659.6981,531.5111,311.5342,1242.7466,1195.8732,413.2147,804.0117,48,501.7418,741.8909,748.0705,1885.6945,928.3959,3570.26,0.6,0,751.5812,5145.8695,606.2918,2014.9711,3800.3108,21838.7394,0,0,0,0,90.25
0,0,79,-9.4,533,546.4998,850.4752,1016.8255,414.6656,80,2966.4365,733.2304,1257.5986,759.0875,664.5598,520.3286,339.1163,1227.7308,1236.3438,455.4585,831.3592,44,520.383,738.1161,710.8098,1884.3107,927.8395,3544.9703,1.1,0,767.7911,5168.1357,639.6873,1984.6749,3796.5613,21830.4188,0,0,0,0,88.36
0,0,188,-9.7,860,582.8333,815.9927,1048.8973,418.4101,83,2908.1963,712.3165,1229.9073,783.45,665.2696,572.8219,327.1343,1281.1521,1207.0169,461.5372,822.9644,46,558.2909,752.0523,809.6849,1887.7122,916.9325,3523.9267,1,0,820.0544,5123.301,649.265,1989.4631,3760.2973,21703.956,0,0,0,0,94.09
0,0,381,-9.8,2590,583.5345,831.8535,1100.6774,451.7043,83,2875.1873,711.4923,1306.4272,856.3446,777.8374,600.8018,332.8443,1363.6949,1229.1531,406.0281,850.3041,50,583.3681,906.8745,876.4717,1843.3375,996.144,3385.9297,1.9,0,796.6784,4925.9929,671.5917,1986.245,3652.165,21338.9795,0,0,0,0,96.04
1,0,790,-9.3,4647,594.7109,937.8744,1189.8794,478.5159,81,2696.4947,677.6737,1249.4238,825.0187,849.0115,665.7436,327.8512,1340.805,1331.7467,399.7288,928.8619,49,582.8877,1027.5996,899.856,1696.9766,1055.9416,3043.8314,2.4,0,924.868,4597.8568,738.7607,1806.3133,3321.2038,19752.9054,1,0,0,0,86.49
1,1,537,-8.5,2822,555.574,984.6531,1215.1511,506.3135,81,2684.477,668.3481,1251.156,905.4152,935.555,715.625,344.0815,1391.8849,1449.7347,446.9443,981.3829,58,651.2531,1143.9967,1062.026,1630.373,1149.0812,2835.0648,1.8,0,1064.3167,4180.6725,784.4781,1678.3658,2994.9362,18646.9302,0,0,0,0,72.25
