"y","past_return","bus_passenger","temp","sub_passenger","m5","m70","m45","m65","wet","m20","f15","f35","f50","f55","m60","f0","m35","f70","m0","f40","dust","f65","m50","m55","m30","m40","m25","wind","sunny","f45","f20","f60","f30","f25","most_use","X8_9","cloud","rain","semester","temp.sqr"
1,2,674,3.2,3126,1277.3873,845.1656,1124.1059,465.825,66,4951.4307,1386.2713,1474.8129,877.4872,805.6212,665.2106,409.7252,1620.4588,1297.1639,485.04,962.7602,28,604.665,936.1722,810.9885,2042.3141,1184.1215,4119.8514,0.3,0,957.7034,7251.8456,672.2098,2148.4822,4556.7659,28165.9616,0,0,0,1,10.24
2,4,437,2.5,1686,993.8344,835.5363,1027.625,418.2129,68,4470.7927,1191.1553,1375.5272,804.5202,664.876,551.3227,312.4275,1509.0487,1200.8931,357.4635,748.4674,24,530.8465,841.6649,793.6574,2026.777,961.4268,3888.9897,1.7,1,829.9119,6935.0194,629.7694,1985.3294,4391.9778,26583.4619,0,0,0,1,6.25
0,0,240,2,645,908.1827,822.1739,1035.0132,415.078,67,4378.6229,1156.2509,1370.1361,779.2654,664.8307,551.4686,336.5906,1389.3533,1171.2487,357.8176,762.0104,21,524.7929,804.7308,798.174,2034.0946,946.3771,3933.5725,1.7,1,813.694,6874.979,606.1523,1998.3933,4348.0698,26327.2215,0,0,0,1,4
2,2,123,1.7,0,895.5904,839.1993,1021.9694,437.7154,67,4233.6124,1127.7337,1392.9764,773.66,651.9203,551.2616,388.188,1383.0207,1184.5277,391.5625,742.6667,19,533.9893,806.384,753.7601,1958.2502,995.9192,3925.0305,1.5,1,822.8732,6808.5954,616.6001,2012.2864,4371.6509,26085.4229,0,0,0,1,2.89
0,0,89,1.3,0,858.4708,842.6151,1053.4301,415.045,67,4157.0549,1073.9886,1375.69,778.5172,658.9029,528.5331,373.7584,1371.2093,1185.7064,372.3793,775.5554,28,545.1827,803.8307,773.2637,1972.5352,955.834,3887.0644,2.3,1,837.3434,6783.1389,626.7655,2064.2398,4331.0295,25941.962,0,9,0,1,1.69
0,0,73,1,0,810.9803,826.7497,1073.2127,418.9779,68,4110.1545,1059.2409,1378.5362,760.7433,671.1398,539.9101,337.3443,1428.1702,1121.0939,371.3449,803.0981,25,524.1742,799.9696,776.6565,1999.1841,960.1026,3911.0273,1.9,0,838.1906,6701.2683,619.3514,2063.1643,4336.5747,25928.0796,0,0,0,1,1
0,0,45,1,11,823.2413,829.6337,1058.6952,421.8072,69,3977.4093,1032.3824,1367.1759,761.4061,660.9678,531.4465,370.2512,1346.1624,1179.398,380.6972,801.9532,25,529.884,823.2992,757.8156,1948.0835,1002.2677,3919.2381,1,0,826.9579,6631.8664,614.5235,2031.9573,4284.2091,25506.102,0,8,0,1,1
0,0,119,1.7,650,832.0895,826.7858,1000.8064,394.7517,63,3871.5377,996.1961,1364.2112,785.6607,647.32,557.8336,375.8406,1352.5626,1166.54,360.0357,768.2206,21,538.4949,799.092,764.3939,1965.1883,1014.3952,3825.9268,1.7,1,806.0934,6562.8106,624.1618,2009.6115,4279.0176,25230.8663,0,10,0,1,2.89
0,0,227,2.3,926,825.7461,887.7158,1003.6073,418.5047,62,3837.4739,1002.9202,1389.3213,789.5628,659.8829,583.1266,365.5467,1414.3303,1168.6652,354.215,806.1689,32,536.192,833.0823,780.2471,1966.8928,1004.1426,3790.1884,2.4,1,824.8953,6479.2059,621.9168,1976.6982,4217.7638,25071.8746,0,10,0,1,5.29
0,0,495,2.8,2525,834.2191,907.3157,1137.8212,426.3009,68,3752.1744,990.0592,1348.2769,834.6911,753.7724,617.201,351.7531,1379.675,1201.1929,413.0359,890.4192,23,577.6409,889.0841,873.1851,1931.8113,1126.5546,3572.9801,2.5,1,894.5258,6334.4711,695.1181,1971.1292,4058.3489,24348.8669,0,10,0,1,7.84
1,0,850,2.8,4655,1072.9107,910.0125,1129.4597,456.1408,71,3857.9385,1139.8635,1349.5504,890.6455,775.8432,651.3981,363.8029,1339.5046,1254.4531,559.461,1014.526,29,578.5394,980.6724,930.6904,1808.3099,1147.9915,3299.5827,1.9,1,1009.9344,6238.1903,701.8084,1828.0675,3543.8496,23264.9935,1,10,0,1,7.84
0,2,610,3.2,3100,1149.7876,938.5367,1130.2889,500.5642,68,3797.2644,1259.7236,1331.6355,943.6863,878.7033,667.251,396.3477,1437.3782,1298.5711,545.8247,1070.0277,27,591.2685,1035.0126,1032.7911,1709.2574,1171.6011,3091.8767,2.5,1,1086.6402,5810.6464,733.4825,1779.2646,3309.5295,22266.8527,0,8,0,1,10.24
0,0,406,4.3,1811,1100.1095,947.4248,1150.6842,514.0519,65,3936.1212,1320.7972,1409.1232,996.6057,951.5931,741.4615,412.3329,1582.0224,1269.4027,559.7849,1101.5191,33,640.9033,1026.6167,1115.7529,1713.4516,1185.0928,3065.0916,2,1,1085.5094,5901.5771,795.9721,1788.426,3258.9252,22654.7383,0,7,0,1,18.49
0,1,400,5.3,1696,1088.3966,943.5377,1135.6629,511.7643,62,3950.5136,1402.2082,1455.6261,1047.6266,925.7748,647.4641,430.4471,1597.8492,1221.4806,607.4589,1160.5813,36,647.3357,1006.5471,1112.2205,1703.3858,1218.6414,3088.3696,2.3,1,1168.1249,5992.098,703.4377,1836.0941,3204.6452,22828.5816,0,7,0,1,28.09
1,3,477,6.7,1951,1131.7428,903.2638,1135.7875,511.0868,57,4057.5744,1491.4856,1536.7018,1020.4731,959.5514,680.2474,462.3024,1621.5768,1180.2886,598.3548,1214.6153,45,600.1638,1019.9586,1086.8277,1739.9415,1175.5583,3079.2376,1.4,1,1127.6405,6331.2561,703.318,1848.0012,3168.7017,23382.9911,0,4,0,1,44.89
1,0,564,9.3,2152,1156.3428,901.6735,1212.8821,510.3517,53,4113.6921,1503.7475,1541.3926,1098.3461,1029.0136,732.6351,499.4237,1591.2131,1222.5987,590.6792,1220.6616,49,604.0062,1003.0141,1056.998,1733.1962,1242.0508,3072.099,2.3,1,1196.9795,6176.4598,737.3653,1793.2276,3099.561,23120.8414,0,2,0,1,86.49
1,0,559,10.1,2388,1204.2893,999.7315,1211.0677,508.5249,53,4269.9515,1566.5273,1573.525,996.7055,975.8433,762.0099,425.0609,1543.2277,1250.102,377.2,1203.955,67,603.6609,1021.7019,1030.291,1760.2697,1163.5987,3089.2422,3.5,1,1185.3993,6154.156,775.3269,1847.0039,3124.8276,23362.2036,0,6,0,1,102.01
2,1,710,9.9,2587,1310.6532,954.9442,1285.709,508.9285,54,4239.5069,1689.3038,1497.4189,1040.5042,993.29,727.6542,484.3804,1560.7667,1249.044,373.9574,1209.9148,71,643.7026,1057.2139,1119.3056,1783.5601,1228.0483,3119.009,2.8,1,1223.1651,6255.2759,823.6266,1846.1108,3153.8479,23455.4962,0,4,0,1,98.01
0,2,705,9.1,3098,1394.8199,982.0934,1300.2238,520.7341,54,4290.6151,1766.9008,1514.3979,1070.2293,952.9537,778.3454,495.5996,1622.2945,1275.8209,484.8981,1198.1196,57,646.7977,1027.3877,1059.7143,1796.0527,1304.2956,3169.6759,3,1,1269.5608,6273.1175,788.0683,1887.1874,3267.0683,23820.4093,0,1,0,1,82.81
2,1,861,7.7,4154,1458.8658,964.5921,1251.5192,528.7434,54,4457.2013,1914.8249,1547.5573,1069.0341,983.0133,746.3806,524.5604,1688.77,1274.0229,461.2828,1075.8515,53,634.0033,1146.9764,1133.1238,1904.7338,1396.9313,3435.1282,2.8,1,1261.0793,6660.7319,797.1482,2048.4184,3500.8519,25243.3928,0,0,0,1,59.29
1,3,1047,6.5,4511,1594.8321,966.8018,1430.0746,521.1591,57,4919.5232,2026.4055,1733.2472,1071.1752,1080.7093,764.0903,478.4982,2034.4571,1257.283,509.5429,1211.8308,41,641.9873,1229.4462,1184.6244,2313.076,1554.0012,4174.7553,1,0,1278.7306,7064.4047,806.4919,2315.9902,4540.7897,29096.2434,0,1,0,1,42.25
2,4,856,5.8,3249,1495.3657,964.8609,1447.5343,530.2498,63,5267.4323,2052.3152,1714.6936,1100.6776,1005.3733,783.1154,576.8247,1924.4436,1267.3735,581.7541,1192.8021,39,615.8875,1158.4565,1187.7772,2515.2526,1480.0389,4554.0905,1.4,1,1248.9822,7641.3531,785.7704,2517.2013,5019.4075,31153.8745,0,0,0,1,33.64
2,0,678,5,3242,1432.0903,977.7621,1452.0393,499.6799,67,5244.2128,1921.5142,1694.1258,1038.6649,933.4056,812.6253,582.5416,1969.8886,1280.1557,535.0628,1134.9168,48,607.2127,1119.1261,1107.7024,2547.9886,1463.8452,4909.7039,0.9,0,1121.1026,7820.0527,752.8017,2475.386,5218.3134,31879.6718,0,0,0,1,25
1,0,701,4,3391,1358.817,922.0345,1250.6056,493.9473,64,5353.3606,1815.6555,1716.9497,979.2452,885.4429,779.7886,422.6521,1876.6628,1247.1747,548.6718,1054.8506,50,596.0066,1031.6542,1006.0335,2523.7009,1390.6282,4923.0115,1,0,1058.9824,7755.1242,743.0397,2444.5653,5341.5736,31934.9486,0,0,0,1,16
6,2,779,3.9,3774,1234.8545,894.2155,1188.0226,444.8853,60,5232.8331,1528.346,1550.6897,905.2262,778.7564,721.2319,451.0002,1765.1967,1212.2861,485.1085,945.7172,41,592.4689,1013.0258,944.7464,2407.4157,1294.309,4831.9063,2.9,1,955.769,7446.222,696.9139,2415.9497,5144.7406,30794.9538,0,0,0,1,15.21
0,4,527,2.8,2724,982.6673,820.0301,1128.4151,406.4654,50,4833.9923,1262.621,1360.4229,783.5605,658.7454,570.5248,394.0715,1657.4163,1136.377,343.7632,810.8769,39,546.508,906.6508,853.7749,2353.0903,1105.6515,4659.8711,1.6,1,867.289,7156.2012,651.9054,2167.94,4657.6926,28846.6267,0,0,0,1,7.84
2,2,438,2.1,4,958.2992,826.6831,1062.0356,388.9528,56,4607.0862,1216.5116,1310.4526,744.3516,662.2487,539.0519,395.8301,1577.4845,1137.7548,316.1434,775.1848,30,552.1304,808.225,813.8067,2249.899,1050.845,4539.6625,1.2,1,856.8877,6953.3101,638.6232,2100.9795,4446.0605,27784.9349,0,0,0,1,4.41
0,1,120,1.7,0,943.2698,803.6372,1038.4125,394.0144,58,4563.7995,1181.6502,1342.5266,755.055,641.5963,552.9562,387.4504,1465.2118,1131.8743,327.5807,774.7348,34,566.1747,821.7223,814.7741,2178.6271,1016.573,4405.7604,1.1,1,842.3161,6781.46,637.063,2072.4138,4377.6593,27187.4585,0,0,0,1,2.89
1,0,119,1.1,0,964.1078,825.6497,1029.6757,408.7838,59,4343.8284,1130.6373,1353.0851,784.9305,634.9628,585.3584,404.8703,1395.8354,1120.684,311.9951,751.7222,37,562.088,847.714,837.9041,2143.3371,964.1626,4236.0042,1,0,865.5549,6622.9295,643.3337,2041.2085,4322.6388,26458.867,0,1,0,1,1.21
1,2,59,0.6,0,937.3731,810.9646,1041.3245,426.9935,61,4177.2015,1096.2408,1372.0302,788.1954,633.0935,549.2134,412.2119,1405.0142,1147.4343,318.2261,745.3998,37,577.3868,829.7249,810.8475,2048.1528,956.4368,4131.0946,1.6,0,914.5611,6517.8623,639.953,2027.3233,4286.0651,25964.744,0,2,0,1,0.36
0,0,66,0.4,18,912.9576,843.9425,1013.3953,423.5012,63,4024.6984,1030.0282,1358.2853,818.9223,645.6542,533.6842,411.9775,1363.6154,1150.7177,369.8515,744.776,43,566.4663,832.3328,799.9191,2043.276,950.7274,3947.4415,0.3,0,912.2857,6327.0667,626.1319,2010.4303,4217.4245,25292.2381,0,3,0,1,0.16
1,0,113,0.3,630,909.029,832.1294,991.2597,416.3743,60,3849.7346,1014.7463,1327.8429,796.3064,642.3373,569.1157,379.2498,1370.6314,1177.2922,358.9626,754.1119,38,570.5305,823.9532,795.4568,2032.4591,933.2015,3837.0535,0.1,0,887.3241,6187.2814,645.2098,1961.3282,4148.1923,24714.5234,0,6,0,1,0.09
0,0,173,-0.1,623,881.5276,845.2034,1017.6413,422.0923,57,3781.3086,1009.2922,1338.8791,785.1422,663.157,570.5572,384.0749,1338.9874,1175.0266,367.0939,763.3626,34,600.4688,826.8388,783.7601,2030.5209,927.2296,3767.05,0.8,0,899.983,6107.3499,631.6309,1918.4671,4046.9361,24329.4991,0,8,0,1,0.01
0,0,169,-0.3,882,860.6795,830.1492,1040.7794,409.043,59,3695.8382,943.5467,1328.8885,777.1062,636.6781,544.9835,411.492,1364.2011,1202.9439,363.5375,744.4639,30,588.2796,820.9079,773.2025,1957.2295,973.3535,3638.0613,0.7,0,888.4904,5910.5779,630.4902,1870.9059,3979.436,23745.1384,0,8,0,1,0.09
2,0,336,-0.6,1453,778.8831,827.4552,1041.4222,443.1236,59,3661.9536,930.624,1307.4316,789.8262,715.831,550.977,415.3805,1389.4954,1203.1885,347.0566,840.0013,28,569.598,864.0306,785.95,2024.9051,992.0699,3600.806,1.6,0,888.0623,5763.2543,676.4475,1885.308,3874.3998,23507.5538,1,8,0,1,0.36
2,1,377,0.3,1847,829.2106,808.328,1127.133,429.8877,51,3680.6024,963.9552,1344.5442,830.5392,734.5147,575.1334,465.8298,1455.587,1222.5255,429.6404,890.8645,33,599.8928,941.8024,799.6003,1944.2067,1080.2928,3447.7085,1.3,0,984.6262,5616.0506,653.6051,1922.1211,3754.1775,23164.998,0,8,0,1,0.09
1,1,351,1.4,1864,856.2275,843.8732,1176.2923,415.8334,47,3643.012,1082.4312,1466.5524,908.3976,809.8262,606.1461,579.1752,1512.9602,1185.4939,430.7327,1007.5058,39,650.1014,955.5254,846.3986,2008.9223,1149.6773,3373.216,0.5,0,1024.2814,5549.7568,762.3525,2041.1518,3752.5488,23348.1203,0,7,0,1,1.96
3,0,376,2.7,2047,923.3513,860.4634,1205.3005,435.5128,38,3770.6008,1226.5655,1511.6941,969.9514,849.8724,651.3098,679.6422,1530.8289,1162.9563,495.9311,1067.5305,43,633.3788,981.3189,888.0267,2088.0557,1152.0291,3453.3119,2.9,1,1043.4305,5687.1322,797.1166,2141.2421,3762.5993,23945.465,0,5,0,1,7.29
1,5,449,5.7,2508,1005.5671,908.8721,1290.9169,444.6595,32,3947.4571,1340.9783,1485.309,1038.2366,933.3456,668.3608,832.4225,1563.9061,1144.1316,549.629,1081.6898,33,613.7897,988.1024,909.1935,2176.5301,1216.5522,3628.3762,1,0,1188.1509,5830.6348,788.2673,2063.0212,3912.4195,24607.654,0,5,0,1,32.49
1,2,504,6.4,2748,1053.6792,918.4038,1354.7852,421.1672,27,4133.3423,1502.4131,1636.7549,1017.1318,975.9371,662.5311,978.1842,1623.0097,1215.133,624.4627,1203.5476,37,603.0064,962.933,916.9471,2198.5531,1181.6576,3717.1047,1.7,1,1224.4846,5830.4271,799.0871,2107.3829,4004.9406,25251.5153,0,6,0,1,40.96
4,4,565,6.1,2989,1186.1257,961.0733,1315.6214,447.7238,33,4286.4577,1734.22,1723.2264,973.6054,954.967,658.0064,1030.8228,1642.1867,1202.5848,713.6573,1247.115,41,629.0806,966.3001,882.481,2239.9045,1260.0416,3767.7932,2.6,1,1181.1446,5966.7998,777.8077,2147.4025,4073.4621,25847.2329,0,10,0,1,37.21
0,0,629,5.8,3496,1263.0052,960.9393,1270.2901,436.7509,32,4257.3672,1716.3688,1706.1201,1041.6791,998.0958,683.2028,968.559,1735.3636,1249.3323,588.7324,1186.6378,48,650.4087,1055.1385,930.2293,2255.9951,1175.7333,3871.1098,1.5,1,1261.2967,6056.4013,829.4016,2253.265,4152.469,26288.0911,0,9,0,1,33.64
0,0,744,5.8,3853,1362.9239,882.8883,1286.0028,452.1371,31,4508.5377,1824.1674,1717.0581,1034.0418,968.1418,710.5789,945.2699,1795.3913,1281.3578,601.4476,1194.1875,33,657.8829,1093.2502,992.9881,2280.4833,1204.6148,4090.9356,1.8,1,1250.3807,6090.6099,802.0244,2205.0676,4310.453,26998.5365,0,5,0,1,33.64
1,1,751,4.7,3888,1459.1916,938.9413,1290.2685,498.2374,35,4864.5369,1969.7931,1792.2971,1031.0311,961.0243,721.6291,917.4958,1941.3165,1319.4723,586.683,1191.5438,43,686.3067,1115.3591,1054.9758,2395.5488,1243.6836,4285.4226,1.5,1,1333.5184,6503.2656,793.8566,2428.5328,4544.4587,28755.379,0,2,0,1,22.09
1,1,683,3.7,3207,1741.1759,952.2627,1394.9883,493.3438,39,5310.9605,2107.1982,1716.7501,1045.6687,915.2947,738.4796,739.4926,1905.0318,1342.0016,547.6379,1120.3365,37,652.9154,1118.3724,1012.6715,2526.6489,1248.3875,4622.6147,1.8,1,1246.344,6972.1,791.041,2447.1605,4724.4297,30225.6962,0,7,0,1,13.69
1,2,532,3.1,2851,1672.3565,890.0958,1344.5146,492.9463,39,5530.1005,2141.0148,1708.5774,1053.6714,931.4155,696.7502,784.3424,1816.5328,1286.5773,499.7903,1077.9531,40,649.6107,1080.4127,959.9478,2594.1786,1208.1699,5103.8671,1.3,1,1158.4285,7473.9863,764.522,2556.4073,5042.0557,31825.7057,0,7,0,1,9.61
2,1,623,2.7,3146,1687.0452,882.804,1252.5193,493.6937,41,5694.5362,2061.3263,1684.3942,1019.1895,936.7195,672.0373,654.9352,1793.7608,1253.2338,500.9208,1071.398,31,621.7141,1087.9542,944.4361,2722.9783,1239.7686,5414.1586,1,0,1093.7338,7747.3081,762.9038,2617.7136,5252.5424,32927.3922,0,7,0,1,7.29
1,1,642,2.6,3684,1501.6152,868.5907,1258.8728,487.6841,44,5782.2826,1727.1952,1653.9815,940.3197,861.2296,612.7187,572.5476,1697.997,1218.7623,530.1862,993.0219,33,602.3335,989.5807,941.1038,2724.4931,1188.4585,5344.1747,1.4,1,1066.8586,7815.5267,729.9715,2516.9093,5131.947,32667.3119,0,9,0,1,6.76
1,0,634,2.4,3889,1332.1758,834.2366,1146.5696,488.1391,48,5582.6286,1522.305,1533.2973,906.9247,818.4288,620.0953,495.5247,1661.4856,1245.5853,494.0736,891.8064,33,585.3516,940.8056,949.9039,2642.3433,1088.933,5250.9608,2,1,1036.762,7490.7908,713.5004,2375.9039,5028.2524,31565.6627,0,4,0,1,5.76
0,1,491,1.7,2306,1083.3584,792.1759,1031.5293,416.3968,53,5255.8373,1301.1616,1372.3528,831.0427,671.92,542.1019,396.7961,1550.9359,1105.5613,423.0051,798.0605,36,559.8373,854.6649,833.6323,2487.51,977.1026,5023.7018,0.4,0,896.5001,7206.183,638.3694,2200.7087,4601.6245,29698.854,0,0,0,1,2.89
0,1,438,2,4,1017.0404,783.2255,1015.9204,393.2481,56,5132.0055,1261.3047,1345.5966,809.1675,682.0029,528.4545,418.1834,1478.4066,1080.4587,452.7866,725.3795,35,550.6368,829.9681,805.7445,2370.1898,961.5192,4831.0954,3.9,1,886.0021,7052.5214,627.879,2067.7499,4430.2889,28707.8541,0,1,0,1,4
2,3,120,0.9,0,976.9194,782.8238,1024.8209,397.582,57,4953.152,1144.9865,1338.1749,810.229,644.8307,550.7257,427.243,1428.8317,1110.4379,436.0975,751.7282,35,568.806,840.5516,798.6314,2259.1444,969.2153,4552.2188,1.2,0,836.6633,6850.1327,639.691,2030.5996,4304.8136,27717.0677,0,2,0,1,0.81
1,0,119,0.2,0,942.0645,805.4646,1025.1354,430.5326,57,4725.0292,1162.9263,1321.3519,801.826,650.2012,570.8434,419.5958,1420.2237,1135.9049,452.1464,780.1663,40,569.9758,825.4692,817.6412,2169.2204,957.6487,4361.5879,1.5,0,820.9865,6644.653,639.4701,1993.3513,4231.0225,26866.4399,0,0,0,1,0.04
0,1,59,-0.1,0,933.0087,804.6404,1039.5853,418.5861,60,4574.6442,1151.3728,1318.2078,810.9298,663.8375,574.4388,419.191,1408.4027,1122.5553,442.0518,763.3409,47,575.1624,844.3329,847.3987,2091.114,953.6356,4202.2031,0.8,0,851.6374,6432.3093,637.738,1956.6572,4175.0722,26158.6105,0,7,0,1,0.01
2,0,66,-0.6,18,907.1688,798.7848,1023.0909,429.8613,63,4363.9685,1081.5883,1316.1118,809.8707,645.4364,567.8159,440.5948,1431.1201,1119.5793,458.886,778.8934,48,571.1008,819.0995,809.895,2048.112,937.4242,4023.953,1.6,0,831.8886,6354.1344,626.452,1946.4346,4095.7432,25579.5776,0,3,0,1,0.36
0,0,113,-1.1,630,848.9207,772.6658,1007.8914,425.6417,63,4032.0733,1003.5819,1292.418,798.8256,642.5467,531.706,426.9651,1389.77,1138.2196,443.9638,781.9873,50,547.791,835.8933,781.7976,2026.2995,974.7818,3796.8605,0.6,0,795.9208,6132.7484,625.7175,1907.1511,3961.0624,24538.3832,0,0,0,1,1.21
0,0,173,-1.3,623,785.0768,797.2309,1011.5304,421.1762,64,3903.3898,961.9895,1280.1633,802.8375,636.7618,544.0609,432.8249,1392.9979,1182.4864,426.3957,776.4982,53,565.0108,841.4536,774.2675,1993.2684,924.081,3751.1261,0.6,0,787.0684,6058.3031,610.8672,1901.2153,3910.0874,24190.5513,0,0,0,1,1.69
0,0,169,-1.5,882,791.3937,811.0584,1046.6859,404.4914,67,3893.8399,1001.8214,1256.0224,782.322,633.9304,550.2839,414.5385,1354.0711,1136.7196,428.8858,766.701,56,583.0869,853.6735,783.8002,1971.1072,918.2111,3693.5737,0.8,0,826.4321,5948.1018,638.1551,1868.4874,3803.4293,23788.6328,0,0,0,1,2.25
0,0,336,-1.5,1453,779.1446,820.9189,1060.9308,415.3203,65,3833.6417,984.6477,1220.9603,805.3955,634.1694,561.3901,381.4704,1348.9207,1154.0609,415.2025,752.5539,58,555.9532,858.1851,788.6921,1946.6569,902.5662,3666.229,0.9,0,809.1545,5812.4482,619.2746,1813.4333,3773.0152,23415.3053,1,0,0,1,2.25
3,1,377,-1,1847,770.971,814.5399,1049.1533,416.7637,64,3791.7008,965.8402,1243.6257,828.5771,662.5675,536.4992,436.7867,1366.6839,1119.2719,415.2697,784.4963,55,540.9016,851.1259,771.239,1945.8265,970.7268,3569.2108,1,0,858.6021,5660.6886,635.3433,1798.8344,3638.8229,23015.3936,0,0,0,1,1
0,3,351,0.9,1864,813.6135,753.0746,1043.9295,444.4049,55,3719.3799,1064.1904,1328.7656,848.5268,778.1496,580.5376,469.1692,1394.4103,1039.6849,486.3241,921.5276,53,543.3162,804.9983,792.525,1949.908,1004.0112,3579.8458,1.6,0,958.3611,5636.3515,635.8797,1934.3458,3587.1796,23130.1865,0,0,0,1,0.81
2,3,376,3.4,2047,914.2446,795.7605,1119.4633,469.6115,47,3861.7792,1134.6298,1429.0476,913.6234,782.1062,587.3825,510.9048,1544.8902,1060.4069,574.494,989.4878,64,548.3069,841.6297,783.8691,1999.4731,1042.3158,3552.1687,2.1,1,1039.1116,5611.1836,644.7781,1972.0427,3647.7942,23618.3793,0,0,0,1,11.56
3,2,449,4.5,2508,1013.9549,787.344,1099.5516,487.0265,43,3933.6188,1386.8025,1627.4344,891.5152,831.3043,647.6248,648.7832,1593.0559,1085.7351,690.6812,1035.1236,62,546.6926,889.2696,836.2991,2045.6494,1061.9525,3588.7026,2.7,1,1062.7238,5736.6118,691.557,2087.8525,3728.3879,24341.3133,0,0,0,1,20.25
5,3,504,5.5,2748,1113.2894,810.979,1241.4552,459.499,39,3967.3981,1490.36,1624.0935,948.6932,800.0716,658.9372,859.3031,1689.1715,1186.7778,761.0786,1077.0006,52,585.318,853.6483,794.2187,2082.2464,1146.0121,3550.7969,1.9,1,1074.6823,5896.4444,730.5455,2095.5212,3865.2319,24770.9039,0,0,0,1,30.25
0,0,565,6,2989,1197.1098,833.9891,1266.4828,458.2715,32,4011.5476,1664.9488,1746.1544,878.8679,857.5528,604.1019,917.3665,1705.1009,1218.3415,855.8927,1183.8392,44,567.5958,889.3584,826.8877,2165.4509,1244.1769,3720.8083,3.1,1,1144.6533,6137.5875,792.5361,2163.1842,3835.6027,25485.4365,0,0,0,1,36
1,1,629,6.1,3496,1373.5937,870.5564,1193.2917,491.9054,30,4156.1655,1752.583,1650.7806,897.9867,900.9726,628.3979,931.8,1639.0101,1171.6641,791.288,1124.7689,35,578.5514,880.5911,816.4148,2239.582,1182.3035,3844.3153,3.6,1,1159.8105,6181.3775,765.804,2071.8539,3918.1576,25701.2425,0,0,0,1,37.21
2,2,744,6.7,3853,1455.2972,833.2948,1180.7221,468.7436,32,4300.3106,2015.7131,1591.0993,875.2804,862.333,639.2073,930.2958,1645.3339,1208.4271,740.8947,1100.8621,35,579.8906,942.511,840.0019,2316.923,1182.0811,3957.4593,2.6,1,1237.7076,6345.244,751.195,2130.2009,4079.7869,26366.3579,0,0,0,1,44.89
0,1,751,4.7,3888,1543.6304,901.5393,1211.2093,485.2651,39,4434.0163,1975.1818,1532.4582,929.2594,861.8106,637.907,794.4569,1669.8983,1293.6639,764.7587,1028.2208,33,608.2007,867.2375,873.8412,2422.2929,1125.944,4092.2454,2.7,1,1068.6835,6560.3613,745.6066,2171.6875,4133.3894,27016.3493,0,0,0,1,22.09
1,0,683,3.4,3207,1610.6989,910.6171,1286.2429,441.2668,45,4613.7277,2045.35,1464.8992,856.6613,866.5868,649.2488,668.5581,1759.5578,1253.5054,618.5995,994.0562,31,589.4337,970.2163,871.652,2384.8789,1121.9855,4270.9994,2.2,1,983.9558,6765.7783,732.6309,2188.6289,4297.8903,27746.3605,0,0,0,1,11.56
0,0,532,2.5,2851,1445.6426,905.57,1144.3525,456.6817,49,4839.4606,1893.6852,1461.97,841.1481,830.6221,659.2991,693.2968,1691.6996,1243.5179,612.8402,924.2679,27,560.9129,921.7536,812.421,2440.8525,1059.1797,4333.7007,1.8,1,1045.1932,6982.5643,688.4173,2192.9721,4421.1285,28364.3483,0,0,0,1,6.25
3,1,623,2.1,3146,1409.3412,862.8091,1094.885,435.9567,50,4839.8282,1675.0443,1519.7428,809.0554,774.2113,636.7007,619.9026,1685.6445,1200.4329,541.1393,870.5389,26,561.99,856.6701,882.4808,2348.9167,1060.1713,4376.6877,0.9,0,932.1148,7108.8748,724.7054,2234.1058,4508.0422,28621.8427,0,0,0,1,4.41
0,2,642,0.9,3684,1254.6973,855.7982,1111.8965,415.1513,53,4766.4671,1471.5414,1487.0044,810.4778,704.9764,618.038,474.7127,1636.6152,1250.8402,544.7482,847.5199,31,553.5988,850.3954,832.3111,2277.7249,997.7125,4395.6508,2.1,0,932.9303,7207.1632,698.8667,2232.6506,4526.0593,28529.3355,0,0,0,1,0.81
1,0,634,0.5,3889,1063.5155,828.6679,1122.287,435.9937,57,4638.5069,1294.0663,1456.4591,792.3862,663.4821,641.4268,461.6456,1566.4374,1256.1601,520.6116,848.568,24,547.2953,875.6312,824.1086,2210.2648,1014.6339,4277.5716,1.1,0,877.1443,6885.8942,674.841,2155.8392,4329.3959,27520.3691,0,0,0,1,0.25
1,1,491,0.1,2306,843.081,818.8915,1013.0041,383.056,59,4439.5713,1184.4726,1330.8054,758.404,617.5578,548.8054,372.1404,1494.6205,1135.4995,363.4262,736.2059,35,507.0302,779.4776,825.4855,2111.8062,883.7187,4093.6939,0.6,0,781.7393,6792.5641,614.7752,2017.4197,4244.7003,26525.1814,0,0,0,1,0.01
0,3,438,-0.1,4,871.9881,802.3021,1033.8187,391.4522,61,4378.1894,1094.5989,1358.5125,763.4281,594.4015,565.3494,353.3431,1412.0874,1101.9335,369.1126,754.7123,39,510.6875,776.4255,784.2795,2075.8659,900.4696,4022.8043,0.8,0,786.2512,6672.9547,602.0836,2014.4092,4177.8682,26112.6916,0,0,0,1,0.01
0,3,120,-0.5,0,882.5949,796.9706,1018.5919,379.6866,64,4337.5278,1108.0718,1361.8204,787.1975,596.9073,538.0436,379.0631,1416.9107,1127.8827,381.5006,751.7753,38,514.8511,788.2616,787.9356,2053.9007,898.4457,3980.3678,1.1,0,761.6131,6637.8269,618.709,2047.6572,4223.9206,26059.9321,0,0,0,1,0.25
