"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m20","m30","m45","m65","f15","f20","f25","f35","f50","f55","f65","bus_passenger","sub_passenger"
2,7.9,0,1.8,69,10,47,62.41,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.1364,220.678,1071.7982,3364.3582,1874.7093,1188.9832,413.9567,1163.2282,5681.3548,3781.7392,1420.8823,828.1302,786.7113,588.2287,415,2309
9,8.1,0,1.2,69,10,48,65.61,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.9237,227.503,1184.8417,3440.3141,1713.3038,1198.1288,476.5055,1338.2407,5609.6464,3565.6376,1378.2449,900.4929,867.0893,593.2276,766,4137
5,8.8,0,2.2,67,10,49,77.44,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.2822,253.5148,1259.8497,3444.6836,1663.8314,1221.6739,491.8903,1383.9713,5332.4993,3295.2535,1345.6361,933.7676,929.7941,628.8071,538,2536
6,9.9,0,2.9,64,10,47,98.01,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525.281,242.4371,1269.9758,3541.0272,1667.0672,1313.9725,568.3768,1450.3769,5453.0773,3298.5525,1415.5449,960.7379,1007.1202,633.2933,341,1454
5,11.5,0,3.8,59,10,53,132.25,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,520.9801,240.4518,1355.3629,3804.4391,1769.9225,1288.443,506.8026,1581.1167,5568.5731,3350.5579,1475.5725,1017.2144,993.1234,612.4049,326,1356
4,13.7,0,3,53,10,54,187.69,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,502.4097,231.8814,1510.8181,3766.2761,1776.3967,1261.7701,542.3435,1738.9627,5677.334,3367.8269,1482.2716,1006.13,1053.8867,661.8987,313,1556
8,14.7,0,2,48,10,62,216.09,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,638.9574,294.9031,1614.0583,3809.6794,1724.0814,1357.3798,482.2054,1845.9097,5693.0572,3333.6747,1507.9736,996.0224,1129.6644,629.5658,431,1859
0,14.8,0,2.9,47,10,72,219.04,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,651.7172,300.792,1614.7127,3798.5845,1718.6838,1293.401,481.1078,1883.638,5790.044,3375.8935,1463.5776,1017.2769,1111.6588,609.4538,429,1896
6,14.7,0,1.2,47,10,70,216.09,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,594.1261,274.2118,1620.4332,3867.1141,1727.1924,1350.8865,478.3987,1743.6016,5823.5099,3324.1717,1430.7915,1033.1656,1105.7911,599.4853,490,2135
3,14.7,0,1.9,47,10,73,216.09,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,559.9779,258.4509,1606.8474,4002.6427,1737.8408,1262.9208,456.8707,1746.6199,5826.4568,3336.1903,1425.7769,1011.9719,1023.9307,632.54,556,2487
9,14.4,0,2.9,49,10,72,207.36,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,554.0357,255.7087,1853.72,4250.4525,1788.5741,1311.6641,448.8645,2131.7373,6136.6438,3519.9771,1431.6246,990.0759,969.7855,599.6695,580,3415
11,14,0,2,53,10,78,196,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,525.1722,242.3869,2092.3923,4687.4526,2067.1097,1399.3021,489.6889,2414.6301,6541.5516,4025.5675,1483.9494,1032.3495,927.5817,638.8494,859,3889
3,13.1,0,2.7,67,10,63,171.61,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,424.8877,196.1019,2194.3886,4895.0163,2145.3226,1269.8313,494.7236,2382.8943,6797.2975,4249.8642,1488.2149,959.2847,883.5552,606.2582,707,2513
0,10.5,0,4.1,70,10,34,110.25,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,453.574,209.3412,2130.2505,4881.8341,2160.4782,1197.6931,486.7988,2326.2262,6845.324,4252.6441,1453.6241,917.1062,840.446,620.8076,544,2355
1,9.5,1.2,4.3,68,10,16.5,90.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,475.9375,219.6629,1955.611,4667.164,2182.6525,1158.4129,457.9168,1949.8713,6582.8416,4343.0739,1435.3159,870.4269,824.8713,663.3923,525,2673
1,8.8,0,4.8,68,10,23.5,77.44,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,446.5864,206.1167,1448.4181,4256.653,2055.3436,1108.669,444.6762,1604.2903,6252.7024,4086.3864,1375.6041,810.0613,739.8596,634.1939,537,2757
1,7.9,0,4.8,69,10,26.5,62.41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,450.8875,208.1018,834.0482,3562.1856,1944.2289,972.0857,407.6681,1224.6983,5717.1837,3794.2638,1321.0058,705.255,652.5351,521.9613,447,1677
0,7.8,0,4.9,69,10,27.5,60.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.394,212.4892,773.1637,3403.7983,1921.8447,984.246,419.1726,1131.0008,5812.6027,3801.9117,1321.265,679.3113,646.6406,534.2707,199,6
0,7.2,0,5.9,72,10,24.5,51.84,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430.1673,198.5384,801.6009,3447.2843,1910.2812,952.8268,419.7708,1178.488,5760.6747,3864.3097,1303.0294,704.4597,657.4296,542.5603,23,0
1,7.1,0,5.4,72,10,22.5,50.41,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448.5675,207.0307,779.9024,3482.186,1865.3609,954.0204,429.7432,1145.7388,5766.5191,3876.9809,1307.4056,669.0547,642.833,545.3319,15,0
0,7.1,0,4.6,70,9,20.5,50.41,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.1785,210.0821,782.8858,3487.7606,1846.6558,945.9153,434.7121,1148.4372,5807.602,3861.7152,1328.1624,661.9202,634.8744,528.0873,17,0
0,7.1,0,4.5,68,10,21.5,50.41,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.2167,215.638,798.2767,3507.0922,1863.2117,941.8966,426.9723,1161.1577,5834.9617,3866.0641,1298.7665,663.4511,665.3725,532.0842,28,14
0,7.2,0,5,65,10,30,51.84,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.4084,212.9576,786.4008,3464.1666,1878.567,963.1488,412.3365,1160.0226,5841.2726,3888.3566,1301.0026,691.9476,647.0416,540.5011,75,515
1,7.2,0,5,66,9,39,51.84,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.9212,212.7324,789.948,3444.5359,1907.8756,976.6077,450.3099,1134.6879,5801.9194,3853.5803,1311.2034,724.8106,677.799,557.9713,185,779
3,6.8,0,6.5,69,10,52.5,46.24,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.0661,244.184,1004.7983,3422.0921,1907.5397,1050.0671,474.825,1097.4027,5672.0971,3758.0877,1385.0524,815.498,760.6923,538.9869,428,2234
7,6.8,0,4.3,68,9,66,46.24,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.8146,196.0684,1123.338,3297.2227,1802.599,1159.6407,477.6795,1172.5248,5433.1851,3430.1098,1393.302,833.8773,829.0652,585.284,786,3946
6,7.3,0,4.4,65,10,70.5,53.29,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.6974,232.4752,1073.7344,3254.5203,1695.0705,1217.18,502.56,1272.8021,5158.1701,3196.1987,1380.8184,874.5589,867.7114,589.1689,567,2401
5,8.4,0,4.7,59,10,69,70.56,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,488.2667,225.3535,1214.9825,3306.3131,1743.2113,1209.1798,520.0109,1335.1893,5130.286,3249.6196,1437.7707,942.8588,939.7461,608.504,350,1476
3,8.8,0,3.8,57,10,9,77.44,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,492.3456,227.2362,1305.3712,3540.6609,1739.6437,1185.3599,515.4817,1416.8041,5207.8319,3232.4315,1476.8445,960.0651,929.9906,591.198,329,1388
6,9.3,0,4.3,55,10,12,86.49,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,482.972,222.9096,1474.3274,3642.3429,1731.0921,1220.7817,512.4336,1452.709,5256.3572,3245.7255,1451.4639,916.1257,946.1065,580.6008,355,1664
3,9.4,0,4.5,56,10,13,88.36,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,619.2121,285.7897,1532.2745,3693.9784,1818.333,1278.8388,552.8075,1583.7888,5367.4221,3207.9048,1452.1488,916.9794,1076.3587,573.5594,432,1914
2,9.3,0,2.7,56,10,13,86.49,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,606.2047,279.7862,1381.3391,3814.1557,1841.8467,1243.8843,517.3188,1634.289,5380.4745,3287.9448,1497.9088,950.0738,1049.9452,594.3802,444,1935
5,9.3,0,5.3,54,10,15,86.49,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,532.8849,245.9465,1374.0449,3927.5604,1834.5474,1209.2845,523.4079,1679.3998,5399.9625,3353.6438,1438.1258,979.1408,1013.2992,606.5717,494,2256
7,9,0,4,52,10,11,81,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,526.2344,242.8771,1587.5355,4005.9115,1805.8355,1231.5011,484.3353,1966.6305,5390.9941,3369.2862,1457.0583,899.4154,1025.9052,581.5714,545,2636
5,8.7,0,4.3,53,10,14,75.69,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,531.5258,245.319,1926.6341,4266.296,1868.6929,1262.5888,468.542,2302.3608,5787.4444,3515.4714,1476.4987,946.0223,914.1293,614.2305,690,3586
6,8,0,3.8,55,9,10,64,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,446.9416,206.2802,2402.1544,4846.1058,2147.213,1277.4403,471.2596,2770.3751,6450.3337,4126.8233,1499.8141,949.4193,907.3143,599.3802,907,3910
5,7.1,0,4.7,56,9,9,50.41,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,503.4041,232.34,2609.6304,5209.9021,2203.3219,1267.0998,454.5335,2878.1076,7017.8815,4513.7692,1484.2786,898.7387,836.8763,586.226,711,2715
3,6.6,0,3.4,58,8,19,43.56,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,481.005,222.0018,2556.4524,5291.4124,2248.2513,1285.3998,444.4758,2804.8184,7232.4584,4578.3173,1391.6687,889.5387,855.2864,584.731,513,2631
6,6,0,5.2,59,7,27,36,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,480.2453,221.6512,2313.3734,5055.0897,2243.0729,1147.4302,456.4947,2429.934,6926.3879,4459.7826,1386.8044,873.0331,819.1891,545.2959,479,2800
7,5.8,0,3.8,62,9,35,33.64,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,586.5941,270.7353,1756.1699,4597.5487,2123.076,1053.7864,446.8865,1779.4331,6322.081,4310.4191,1348.9058,816.7401,789.8069,560.936,637,3503
5,5.7,0,4.3,61,9,34,32.49,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,414.2617,191.1972,894.3392,3620.9088,1934.2418,949.1049,415.2779,1155.8182,5748.3234,3737.9919,1293.2138,697.7092,671.2076,521.4417,529,2744
6,5.5,0,4.7,62,9,35,30.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.0322,201.2452,817.0269,3450.9039,1894.2362,947.925,410.9231,1084.4097,5612.9829,3766.2724,1290.8924,701.2171,651.0501,520.6343,168,0
0,5.3,0,4.5,64,9,35,28.09,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.1219,191.5944,795.4709,3473.0513,1906.4632,903.0722,412.549,1118.1537,5656.7953,3752.1675,1274.3147,704.0071,642.595,509.3183,23,0
0,5.2,0,3.3,64,10,37,27.04,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.9109,187.3429,779.8569,3499.1422,1898.57,953.5205,425.2262,1080.5374,5627.5003,3783.2489,1281.916,673.237,664.9494,525.6597,18,0
0,4.5,0.2,3,77,10,40,20.25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.9685,195.6776,775.283,3469.0037,1907.299,933.5075,395.3962,1098.3583,5633.1213,3789.998,1284.8294,674.3463,650.8587,514.847,10,0
0,3.1,0,3.8,89,10,42.5,9.61,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.9749,193.3727,803.9134,3414.9353,1924.0828,922.6529,399.5303,1071.5887,5610.238,3792.3962,1278.4813,661.1683,646.5532,517.0599,24,8
0,2.4,0,3.1,93,10,54,5.76,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.361,202.7816,809.2102,3385.4192,1932.4814,950.605,418.7025,1056.8352,5583.9556,3844.7231,1258.4969,659.7561,676.8123,509.3158,64,339
0,1.4,5.3,3.4,95,10,53.5,1.96,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427.6058,197.3561,787.6424,3401.9223,1926.284,932.8369,407.6928,1083.3597,5544.4026,3840.5572,1266.3564,698.3725,691.866,536.9503,123,460
0,1.1,0,4,97,10,39,1.21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.8501,194.6998,794.0822,3364.4716,1919.4555,988.3004,424.6637,1089.2814,5449.8709,3752.2105,1289.9267,711.7559,701.8046,555.4386,161,746
0,1.1,0,4.2,98,10,31.5,1.21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.5308,214.3986,804.0478,3338.9743,1906.3784,1015.8615,433.6438,1019.7985,5191.9259,3625.0264,1285.9891,729.1977,765.7024,542.6245,312,1221
0,1.1,4.5,3.9,98,10,33,1.21,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.2848,205.977,820.0532,3301.6769,1907.4867,1044.5398,439.5096,1036.9276,5026.8211,3485.931,1271.7814,779.9502,797.7244,594.4484,340,1490
0,1.2,0,2.9,98,10,37,1.44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,493.2289,227.6442,905.5486,3272.565,1945.1927,1031.1567,474.8785,1095.5282,4915.3794,3531.8296,1354.6058,757.3557,799.0339,575.9022,316,1238
0,1.5,0,2.9,98,10,37.5,2.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,437.377,201.8659,923.9276,3289.547,1884.8985,1086.995,456.97,1146.1283,4966.6828,3534.2726,1311.965,810.1984,871.7368,588.5676,328,1579
1,2,4.6,2.7,97,10,35.5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,466.092,215.1191,1019.5062,3456.7436,1918.9451,1142.3778,434.7364,1372.4174,5094.1578,3703.0561,1410.1775,844.1059,884.445,565.4227,388,1961
0,3.3,0,3.5,96,10,30,10.89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,547.0264,252.4731,1154.0822,3546.7321,2032.0933,1104.6129,464.0068,1389.5977,5231.0333,3773.4786,1360.0954,827.926,862.5111,564.0631,461,1865
1,4.8,0,3.8,89,9,8,23.04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,641.4396,296.0485,1318.524,3725.6294,2077.5711,1122.9451,459.0369,1594.9794,5482.3506,3923.3015,1368.7877,904.8427,892.3024,546.3556,418,2023
0,5.2,0,2.6,82,9,8,27.04,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,665.1478,306.9909,1478.844,3883.6517,2115.7529,1095.7915,491.5611,1657.1008,5669.9584,3958.5907,1361.9398,972.4694,911.4452,585.6411,503,2486
6,6,0,2,77,9,13,36,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,692.1399,319.4488,1753.1513,4146.7644,2167.6828,1075.8074,505.819,2010.6007,5967.0093,4098.296,1420.9682,885.5631,862.9692,593.3053,512,2741
2,6,0,2.7,78,9,18,36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,660.2769,304.7429,2091.6273,4571.8229,2323.3333,1151.6934,479.2881,2304.6457,6354.6486,4325.4505,1474.9858,919.4744,879.1364,599.5691,497,2564
3,6,0,1.5,74,9,18,36,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,646.5463,298.4053,2305.3929,5283.2975,2426.8231,1221.6275,485.0493,2465.7482,6859.9426,4444.3318,1429.5146,870.4686,814.3747,594.9863,505,2467
1,5.6,0,1.7,78,8,15,31.36,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,641.1237,295.9024,2363.5299,5533.0843,2454.0589,1155.8754,483.3617,2563.2101,7130.1724,4595.7234,1405.5222,851.4672,817.5476,604.4085,403,2216
2,5.3,0,1.1,77,9,6,28.09,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,578.6035,267.0472,2274.3261,5719.0959,2418.1015,1149.6218,443.9994,2411.957,7253.1818,4583.8539,1372.1559,821.6992,779.41,607.5671,394,2686
3,4.5,0,3.1,74,7,21,20.25,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,547.6488,252.7609,2021.3543,5495.7105,2407.5063,1126.2533,455.0077,2106.1744,6994.7172,4498.1114,1396.3627,826.2688,759.8896,603.7912,457,2807
1,3.6,0,1.7,74,7,8,12.96,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539.6296,249.0596,1612.4145,4887.5007,2287.0944,1106.5131,429.3447,1685.8743,6463.4284,4182.3076,1319.3999,822.0104,758.9641,572.7462,513,3527
5,2.9,0,2,75,6,17.5,8.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,507.5561,234.2558,893.2483,3735.9292,1920.5345,1004.3575,406.1003,1124.6565,5642.4504,3815.0779,1261.4886,720.6558,615.8661,531.0122,541,2884
4,2.8,0,1.5,80,6,17.5,7.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.4487,224.5144,823.8267,3574.932,1898.855,995.8978,414.9568,1073.1559,5448.3228,3722.1683,1239.0296,697.0736,591.7091,515.4582,84,0
1,3.1,0,1.1,82,5,24.5,9.61,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505.3117,233.2202,789.0916,3581.4168,1894.8698,1024.6761,409.9647,1104.5011,5383.6631,3732.3593,1253.2372,693.9221,597.1334,505.0763,13,0
0,3.6,0,1.1,84,10,29,12.96,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.3595,235.5499,786.8413,3556.4839,1909.196,1031.1908,405.0513,1093.8214,5423.6536,3724.4295,1240.1224,701.9506,592.4593,518.1329,20,0
0,3.9,0,0.5,85,10,11,15.21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.6092,224.5885,786.5309,3588.6404,1885.769,996.8809,392.4856,1050.7365,5470.2306,3712.6746,1236.2535,705.6747,584.5634,521.7349,10,0
1,4,0,1.6,87,10,12,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.1851,235.4693,776.3204,3530.2577,1918.9239,1022.2531,385.4512,1071.3252,5470.048,3721.0943,1225.9208,691.0449,587.7752,511.1132,19,9
0,4,0,0.8,84,10,24,16,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.3393,230.0024,802.875,3485.029,1891.2344,988.988,394.9689,1059.7535,5451.3912,3719.7138,1251.7971,674.4539,580.5598,507.985,46,216
0,4,0,1.4,85,9,16,16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.4819,230.0681,795.3645,3444.3086,1866.116,962.82,423.6428,1034.562,5398.5136,3703.7775,1254.4412,698.1728,597.7745,532.0068,82,331
0,4.1,0,1.8,87,9,20,16.81,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.1585,235.9189,807.7574,3400.1216,1869.7638,1032.2903,408.7684,1035.7198,5324.7046,3602.9913,1213.6995,700.3261,609.4601,516.0868,103,466
1,4.2,0,2.3,88,9,27,17.64,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.4267,238.8123,857.5816,3255.3806,1839.2674,1034.5267,389.3302,1009.1685,5194.8405,3467.4701,1205.5095,692.7853,658.6896,547.9376,177,825
0,5,0,2.1,86,9,24,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.1863,258.0856,776.415,3310.1796,1831.2938,1002.7937,401.1212,1048.913,5009.4006,3356.0034,1170.4975,670.2314,645.947,538.138,220,1088
0,5.6,0,4,76,8,27,31.36,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,555.6012,256.431,769.2844,3262.1548,1876.0776,1017.8134,401.0943,1031.2743,4926.9147,3282.1104,1250.3685,720.7524,696.8397,517.5973,201,1012
3,6.6,0,2.3,70,8,17,43.56,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,558.9847,257.9925,855.0605,3320.428,1896.8808,1124.3747,395.9117,1162.6471,4915.2672,3300.9686,1288.4662,755.3152,709.8807,523.6328,211,1111
3,7.9,0,3,58,7,14,62.41,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,578.7697,267.1239,983.0898,3373.9424,1938.8208,1092.6723,420.8565,1375.9433,4988.5851,3340.9767,1332.4378,797.9403,784.0399,532.0246,308,1511
5,7.6,0,2.8,58,6,33,57.76,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,629.4215,290.5017,1155.0529,3596.1049,2097.4099,1078.6636,451.297,1529.5825,5133.1081,3482.9079,1332.8456,818.3107,822.5024,586.6889,362,1573
6,8.9,0,2.3,49,7,31,79.21,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,648.9989,299.5378,1356.1012,3654.2735,2159.2013,1051.1811,432.2782,1823.2093,5326.0543,3612.4497,1347.5785,830.5995,800.8862,577.4643,360,1703
10,9,0,4.3,44,5,30,81,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,777.8359,359.0006,1506.7676,3854.047,2228.3587,1054.9786,446.9042,2000.3286,5599.9112,3717.2087,1350.3114,831.9403,856.5465,572.7452,397,1969
3,9.1,0,4.1,42,1,37,82.81,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,752.5825,347.3451,1574.2173,4009.4993,2255.9714,1099.4639,474.1899,2253.3762,5816.4598,3882.0425,1389.8925,889.194,788.7256,567.6636,419,2168
3,8.4,0,4.4,45,3,38,70.56,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,707.0181,326.3153,1864.7183,4312.4961,2203.7725,1108.7463,451.698,2564.9671,6288.2817,3987.6312,1387.5149,850.3547,786.4519,540.536,438,2323
5,7.2,0,2.8,52,1,39,51.84,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,683.5514,315.4849,2098.945,4787.4993,2283.4167,1125.1637,434.4397,2842.5081,6630.8887,4244.4931,1435.004,844.8501,769.9404,558.4819,458,2171
7,5.5,0,2.6,52,2,38,30.25,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,671.9001,310.1071,2226.7768,4898.9213,2286.2998,1049.7914,411.2479,2811.2159,6850.4011,4371.1414,1382.3551,882.3429,795.3942,553.0003,430,2327
1,4.7,0,3.4,59,0,26,22.09,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,649.3197,299.6856,2166.9494,4879.5251,2257.9026,1018.0041,431.039,2459.4691,6862.9597,4377.3123,1377.4643,855.4291,807.6891,584.4232,404,2630
0,3.9,0,2.2,63,0,12,15.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,601.0323,277.399,1933.2338,4911.3047,2141.5643,1022.4661,414.8162,2055.9488,6601.4941,4279.6343,1342.8929,802.6545,748.5831,534.8211,365,2616
3,3.4,0,2.6,62,0,63.5,11.56,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,620.1831,286.2379,1573.127,4270.2403,2096.0804,1008.6361,423.7525,1543.4839,6245.1885,4056.109,1384.2627,760.6068,737.6543,562.5004,401,2632
12,2.8,0,2.2,54,0,60.5,7.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,405.9639,187.3679,883.7583,3573.0238,1891.2344,973.3311,392.1278,1142.4794,5727.0266,3798.9008,1283.0523,712.3147,614.2249,507.4561,368,1644
