"y","temp","rain","wind","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X8_9","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X18_19","X19_20","X20_21","X21_22","X22_23","X23_24","m0","m10","m5","m20","m30","m45","m65","f15","f20","f25","f35","f50","f55","f65","bus_passenger","sub_passenger"
11,24.5,0,2,61,0,42,600.25,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,571.9121,263.9588,1261.8151,4658.94,1665.3388,1226.411,533.8095,1641.9698,5873.4699,3007.7066,1545.1142,1049.1466,864.0251,576.0224,370,1863
11,26.4,0,2.4,49,0,37,696.96,1,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,597.3702,275.7091,1465.0966,4578.1026,1653.5523,1259.7044,514.9751,1837.7437,6048.8969,3047.6163,1551.1038,1043.6176,882.5864,604.0553,520,2331
17,27.3,0,1.6,47,0,34,745.29,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601.4799,277.6058,1414.7886,4738.6518,1774.342,1265.4282,532.1265,1813.3446,6105.3496,3059.6954,1434.8788,1095.5291,979.6741,593.1576,625,2749
16,28.2,0,1.5,45,0,36,795.24,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,683.4633,315.4442,1457.6435,4654.0585,1812.9333,1307.5907,537.3305,1909.3021,6079.6669,3232.502,1514.3061,1113.7011,949.4485,566.974,719,3213
21,29,0,2,41,0,32,841,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,602.523,278.0869,1384.8355,4419.7154,1864.183,1389.2706,510.6211,1739.0329,6013.6421,3167.7428,1454.8507,1098.3562,957.1034,630.5313,788,3657
15,29.4,0,2.2,42,1,37,864.36,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,576.5602,266.1043,1276.1487,4299.7542,1864.75,1342.0586,476.5198,1792.6063,6096.5163,3321.1772,1313.6072,1074.1295,928.9345,557.6831,858,4358
25,29.2,0,2.7,44,3,32,852.64,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,530.0888,244.6559,1324.5948,4256.1961,1992.356,1309.0758,503.1822,1795.1474,5934.0713,3477.0969,1436.6003,1079.3957,938.8122,543.0233,841,4862
34,28,0,2.7,53,4,44,784,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,533.9354,246.4316,1397.3058,4505.2153,2170.318,1263.1522,455.1551,1951.5253,6238.4753,3819.6736,1474.8065,1082.2978,889.2413,581.2569,887,4622
14,25.9,0,2.8,60,4,43,670.81,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,526.0547,242.7939,1432.9465,4789.5066,2310.87,1190.4425,456.9895,1925.9253,6414.1122,4085.5239,1375.321,981.6579,881.6548,599.06,744,3262
16,24.8,0,2,66,6,20,615.04,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,533.6292,246.29,1324.2351,4886.6528,2362.2101,1195.8228,476.2506,1873.9798,6370.3376,4052.1048,1354.8395,924.179,832.9134,612.3829,702,3171
11,24,0,0.5,67,6,16,576,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,540.5748,249.4959,1286.5876,4801.6583,2272.5802,1156.5323,449.5737,1650.0569,6199.9241,3951.5304,1326.3225,844.1949,848.0069,564.3673,689,3175
6,23,0,1.8,73,8,22,529,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,526.2765,242.8963,1166.9773,4556.2827,2176.0601,1071.8488,439.8437,1538.3204,6131.3405,3827.6911,1245.7951,815.6517,769.5418,560.6601,739,3084
7,22.4,0,1.5,74,8,25,501.76,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,428.8476,197.9294,883.6942,4245.6933,2044.9818,1057.7868,405.2652,1215.1059,5749.9434,3473.5259,1117.3363,784.5199,659.9204,494.3367,441,2117
2,21.9,0,0.5,77,7,27,479.61,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8412,171.1573,860.5474,3992.0765,1913.8244,1007.9968,418.943,1100.4999,5486.7068,3334.8322,1132.672,760.2979,626.9613,493.4991,257,0
6,21.4,0,0.8,76,6,19,457.96,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399.0461,184.1748,811.9873,3763.9486,1880.0338,1009.4481,414.88,1055.1347,5388.307,3193.3608,1108.0668,758.1868,607.2549,493.6391,82,0
1,20.7,0,2,79,4,26,428.49,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.2985,174.599,827.299,3693.6538,1826.425,965.5253,417.6255,1027.5248,5268.9753,3133.2104,1114.8312,751.5732,617.1317,491.9142,71,0
2,20.1,0,1.5,82,3,25,404.01,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.739,175.7257,782.5525,3534.2258,1758.3055,963.644,444.0101,976.3641,5135.8391,3057.2078,1078.9289,744.5719,625.9458,492.4123,19,0
1,19.8,0,1.4,84,1,26,392.04,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.1457,191.144,799.172,3406.1003,1693.8369,961.2608,438.4218,926.2754,5042.9246,3022.4694,1111.2561,738.576,610.462,470.8689,60,13
0,19.2,0,2,86,2,29,368.64,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.7965,196.9826,704.4564,3167.8766,1682.4684,938.5917,423.5086,892.2217,4902.2118,2977.0225,1105.9542,737.4978,625.1665,487.203,101,521
1,19,0,1.4,87,2,25,361,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.2466,196.7292,648.5318,3000.5047,1653.6148,911.6228,413.1452,832.0919,4801.2184,2885.7356,1064.6136,728.6842,623.2709,486.8272,103,505
1,18.9,0,1.6,89,3,28,357.21,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.7941,180.3662,598.2599,2937.1241,1613.7699,913.2773,381.6507,833.8162,4611.3224,2781.2097,1050.5655,727.1777,602.3537,489.5633,120,691
1,20.6,0,1.8,83,5,23,424.36,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.594,184.8892,615.0653,2833.7795,1588.4208,899.801,378.7678,861.4269,4508.6355,2689.0524,1037.5194,751.0124,589.7926,500.0011,176,926
3,22,0,1.4,76,7,20,484,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.2642,193.9676,660.8251,2754.982,1596.709,942.8333,389.625,927.8062,4405.1647,2660.4588,1015.3127,772.3605,625.4924,494.2323,202,1256
5,24.7,0,1.9,63,7,13,610.09,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,495.9112,228.8814,666.4485,2657.3379,1533.1704,976.1016,347.9491,948.924,4215.282,2657.9344,1078.7993,814.6043,653.5773,508.6087,190,1291
4,26.4,0,1.9,55,5,33,696.96,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,539.0981,248.8143,653.6301,2672.5362,1562.8227,1003.7013,352.1439,1162.8113,4227.5146,2561.2381,1154.2686,829.5615,738.0792,503.2054,253,1410
5,27.5,0,1.7,49,0,30,756.25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,677.2692,312.5853,707.9422,2647.9756,1586.7084,1007.9885,341.5145,1236.2129,4300.0541,2658.2333,1235.7808,864.143,746.7206,561.0885,299,1628
5,28.8,0,2,49,0,24,829.44,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,674.0745,311.1107,743.0005,2725.9206,1556.7748,1002.6741,330.6119,1391.2336,4463.4839,2734.7633,1168.1924,853.1917,797.9403,573.0931,332,1744
6,29.5,0,2.1,45,0,18,870.25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,581.9698,268.6011,791.5653,2797.9059,1570.4685,1042.3704,340.4833,1431.919,4464.9444,2747.6293,1228.4553,832.1126,800.2628,579.4723,345,1960
5,30.2,0,2.1,38,1,15,912.04,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,670.9934,309.6886,898.4364,2892.3257,1579.3517,1092.4797,389.3249,1496.5841,4381.0362,2727.2886,1243.1868,852.9839,758.7524,566.0388,453,2291
3,30.5,0,1.7,38,4,18,930.25,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,710.0211,327.7018,994.7412,2909.7077,1620.4054,1073.1948,382.2316,1394.0612,4291.9522,2719.4003,1215.8134,872.6485,705.7271,568.6497,425,2453
9,29.9,0,2.2,32,7,23,894.01,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,747.4727,344.987,1042.2401,2926.7253,1583.7658,1127.7508,378.7331,1378.0322,4370.9132,2739.7423,1311.5354,878.7825,699.6421,540.0379,459,2482
14,28.7,0,1.4,37,7,17,823.69,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,712.5557,328.8715,974.4246,3101.0753,1614.5327,1129.742,388.2342,1326.4552,4535.3823,2714.9448,1260.0281,892.9919,700.6957,534.2877,371,2107
7,27,0,1.8,44,6,30,729,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,582.192,268.7035,970.5871,3329.376,1655.9932,1093.1904,372.3933,1259.7139,4613.7655,2776.0617,1197.5008,858.1431,711.3053,505.4346,339,1922
3,25.5,0,1.5,51,7,38,650.25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,636.6541,293.8399,881.9738,3349.7939,1687.5619,1061.1664,385.1872,1223.2066,4709.1419,2886.8278,1181.7372,856.571,700.1771,517.4894,345,2082
13,24.4,0,2,55,5,37.5,595.36,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,589.1949,271.9358,759.1877,3296.5263,1560.3101,1080.9662,390.6981,1066.9871,4696.6332,2814.4155,1181.9824,807.5842,669.7731,493.7509,425,2127
9,23.8,0,3,51,9,33,566.44,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,583.4249,269.2728,733.7258,3231.7142,1492.7354,1046.9765,380.0383,989.6638,4385.9153,2736.0298,1162.1357,801.1071,674.9922,489.9511,367,2070
10,23.1,0,2.5,51,7,9,533.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,520.7546,240.3479,660.1419,3042.116,1528.4076,939.8171,347.839,944.5544,4192.2061,2583.8647,1064.826,762.5362,585.5786,464.6649,338,1229
10,22.7,0,3.4,49,8,29.5,515.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.4138,238.8063,636.9019,2894.9648,1436.2911,886.0095,369.7636,871.8933,4042.8078,2506.0826,1087.737,741.0711,567.8153,459.7286,146,83
3,22.2,0,2.6,48,10,34.5,492.84,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.1339,214.6768,592.7907,2747.879,1399.76,873.5779,359.903,814.0928,3870.728,2426.9062,1029.3311,765.2748,559.2865,473.6607,87,14
1,21.1,0,2.6,51,8,7,445.21,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.2968,213.3673,538.0342,2571.5945,1349.8707,883.5093,373.7952,812.8867,3771.9608,2330.5698,1029.5292,764.7054,548.3268,471.1237,63,0
1,20.7,0,2.3,51,6,33.5,428.49,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.265,211.5062,556.0171,2436.1118,1323.1719,873.3488,376.1734,807.4831,3721.6511,2303.1438,1020.4778,750.9517,561.684,483.1422,25,0
1,19.9,0,2.6,54,8,10,396.01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.7031,230.1701,551.6414,2293.3721,1276.7612,882.3143,371.3528,794.2485,3604.5026,2263.4351,1056.9732,749.8361,555.9441,494.2296,35,4
0,19.6,0,1.7,55,7,4,384.16,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.8924,225.6423,498.8731,2175.1853,1267.0778,877.6791,372.5848,721.6881,3552.0073,2221.6376,1001.1589,768.2033,555.3073,497.891,86,415
1,19.2,0,2.6,57,8,9,368.64,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.7698,238.9703,436.8703,2053.4068,1261.9835,888.9799,360.9469,703.2539,3472.3115,2183.9925,1007.3179,780.1794,586.5934,486.3248,91,434
0,19.1,0,2.1,58,8,8,364.81,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542.5873,250.4243,428.1953,1989.788,1232.8975,857.1293,351.7076,668.5946,3406.434,2062.7481,985.7317,772.4784,554.9404,473.3299,95,570
2,19.8,0,2.2,59,9,5,392.04,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.9774,270.9122,404.4883,1953.8768,1205.4449,879.5286,325.6822,701.1624,3310.8266,2030.1056,995.3069,763.5606,574.1283,461.1851,143,634
0,20.6,0,2.3,55,9,10,424.36,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555.4363,256.3548,408.596,1906.5033,1146.2294,919.8095,353.3036,705.0554,3183.6321,2012.464,1031.9258,796.3816,594.1489,469.2942,126,771
1,21.9,0,3.4,53,8,17,479.61,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,616.7954,284.6742,476.6627,1895.1661,1163.945,917.0395,343.7256,723.0985,3185.7131,1962.1152,974.3174,790.849,586.9737,477.934,129,838
4,24.8,0,3,44,7,31,615.04,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,667.1937,307.9349,466.6305,1902.7417,1194.3841,902.255,325.6669,762.1906,3244.8633,1966.4744,1001.6821,835.2356,606.3033,460.163,184,1032
4,25.5,0,2.7,42,7,22,650.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,674.964,311.5214,553.9323,1957.1719,1224.2503,1000.0842,339.603,795.0372,3226.7133,2003.9297,1082.7292,842.8625,661.2939,473.9344,243,996
2,27,0,3.1,39,7,26,729,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,665.1993,307.0146,640.2779,2029.0003,1191.9445,966.9699,354.9914,813.3722,3317.593,2043.8253,1072.0073,818.8204,658.9276,501.027,211,1237
5,26.9,0,4,40,9,18,723.61,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,751.8648,347.0138,650.6918,2140.4836,1232.7063,949.2184,365.5033,957.2909,3368.2093,2142.3445,1068.4432,864.7417,680.1262,523.6302,248,1306
7,27.8,0,3.6,42,8,19,772.84,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,708.2487,326.8833,693.9365,2171.6363,1324.5573,1018.1851,375.5646,1049.011,3321.2801,2122.0111,1063.8087,844.0183,700.9696,547.9879,290,1490
14,28.1,0,2.6,43,8,21,789.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,621.2687,286.7391,723.2377,2159.8616,1444.3915,1000.2841,390.8902,1122.1811,3411.8567,2160.9878,1063.237,813.7213,697.0951,483.0398,377,1556
5,27.8,0,1.4,43,7,12,772.84,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,712.0571,328.6413,793.8286,2467.3431,1426.7271,975.9693,417.7262,1184.5583,3663.659,2310.9271,1029.5821,844.399,690.8915,501.6091,408,1641
10,26.9,0,2.2,46,8,25,723.61,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,621.4189,286.8081,870.6116,2575.7544,1499.7017,1017.6716,416.3405,1240.041,3838.9118,2391.6712,1011.2743,875.4295,660.9779,510.6515,341,1580
7,25.9,0,1.4,51,9,7,670.81,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,553.3815,255.4063,875.4124,2912.5685,1572.9216,993.9787,399.7732,1130.6385,4025.7213,2508.0474,1024.4554,838.2726,673.3174,527.7498,322,1536
9,24.8,0,2.1,57,9,31.5,615.04,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,579.4569,267.4416,933.48,3123.4141,1624.7748,965.626,391.5458,1129.5043,4149.4798,2591.9863,1068.7646,811.0969,678.1648,521.9761,296,1601
2,24.5,0,3,61,8,5,600.25,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,482.1344,222.5232,882.5861,3288.579,1635.3737,992.4225,400.8055,1071.9526,4337.5376,2682.1565,1068.8314,799.1501,636.9009,503.865,309,1671
4,24.1,0,3.3,63,9,15,580.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,451.9873,208.6092,803.7775,3126.5382,1591.2098,992.9076,411.1341,919.4735,4237.8414,2609.634,1033.9402,761.2588,675.1957,502.3233,352,1699
7,23.7,0,3.6,63,9,19,561.69,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,349.2752,161.2037,686.5967,3061.0019,1572.2381,924.5634,356.9043,805.565,4109.1134,2498.9198,1005.3445,685.7544,553.6889,483.1697,208,1074
6,23.2,0,2.9,64,9,17,538.24,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.1641,170.8449,612.2314,2922.9092,1470.0397,882.8789,359.8274,742.0045,4061.4786,2409.1341,1003.5959,691.1526,529.593,467.8725,338,121
3,22.7,0,3.1,67,10,21,515.29,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338.6643,156.3063,642.1935,2843.8761,1479.6528,912.4764,373.413,740.0132,3992.2298,2433.2942,1034.0215,690.3882,561.1499,486.5142,127,38
1,22.3,0,3,67,10,20,497.29,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.7722,160.5101,555.3683,2775.3473,1421.0397,879.7007,381.9294,730.4226,3910.0883,2366.8924,1038.1378,681.4768,557.3695,479.5848,113,2
1,22,0,2.6,67,9,17,484,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370.8152,171.1454,552.3847,2643.6658,1416.8404,870.421,387.913,701.0467,3873.203,2285.8135,1017.2618,680.2285,553.1191,472.9579,50,0
0,21.8,0,1.2,68,10,19,475.24,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377.3877,174.1784,576.7306,2510.4243,1401.0346,854.2877,388.8036,736.0639,3826.6036,2246.0238,998.0587,712.1288,553.1359,475.2543,19,4
0,21.4,0,2.2,71,6,21,457.96,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.4132,173.7289,515.6586,2367.8208,1379.4787,870.3932,372.1924,677.5193,3756.0551,2202.5349,974.2946,704.3451,554.7394,467.0419,69,229
2,20.9,0,2.4,73,8,22,436.81,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.2673,182.4308,490.4982,2282.0117,1386.3429,852.2796,380.3217,678.5735,3741.5463,2190.9832,983.9139,707.5101,578.3229,482.4122,86,289
1,20.6,0,2.3,75,7,17,424.36,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.8037,187.2936,478.9905,2220.7118,1373.4771,834.7779,370.3804,639.5821,3632.7127,2166.1961,976.474,710.6214,545.2591,491.7814,85,446
0,21.9,0,2.3,70,8,15,479.61,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.6633,169.2289,494.5661,2147.8464,1361.8229,856.8968,370.1422,674.0955,3528.899,2126.5613,975.6997,704.8523,601.6325,507.5067,135,698
0,23.3,0,3,66,8,26,542.89,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.0352,172.6312,480.8618,2099.5278,1364.2843,911.0294,367.6179,698.8291,3455.3884,2090.1468,1027.6304,715.3861,635.5565,535.1496,149,958
7,24.9,0,2.9,62,8,22,620.01,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,397.0934,183.2733,496.2637,2077.4062,1353.4858,917.2496,402.5183,750.0251,3500.1469,2105.5073,1086.9608,829.6978,646.5427,562.8309,170,997
4,25.3,0,2.6,59,8,31,640.09,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,588.9029,271.8011,526.7846,2140.4096,1388.529,963.8499,382.7393,799.6227,3557.8652,2165.0126,1149.2195,864.9638,658.8428,554.0874,201,1091
4,25.2,0,2.3,59,10,26,635.04,1,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,545.3922,251.7193,646.7189,2307.8147,1403.3832,1039.9778,399.1053,976.7708,3677.1687,2327.4557,1155.0015,866.1,693.6398,551.5984,272,1350
4,25.7,0,2,58,10,17,660.49,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,601.5723,277.6483,806.945,2449.4901,1497.9541,1049.991,330.2783,1109.1112,3716.3329,2492.989,1276.4222,864.8791,722.6581,573.3936,283,1589
4,26.4,0,2.3,54,10,11,696.96,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,657.7664,303.5842,909.4566,2597.6813,1535.3893,1024.1459,357.0415,1309.995,3949.3549,2668.3433,1283.6436,843.7175,759.3867,548.4841,332,1650
8,25.9,0,2.4,54,10,23,670.81,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,667.6078,308.1263,1025.3668,2743.1887,1598.4844,997.8677,377.2249,1444.3512,4253.6017,2674.4621,1368.0575,892.6653,746.7975,548.0226,423,1936
1,25.4,0,2.1,58,10,22,645.16,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,591.2551,272.8866,1162.3051,3026.3528,1656.2643,1073.2844,393.3208,1587.5526,4499.109,2796.395,1198.1036,900.9768,715.4003,538.8403,510,2231
5,24.9,0,1.3,67,10,16,620.01,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,708.7297,327.1054,1229.9961,3377.3555,1827.8217,1083.48,392.1719,1634.0524,4870.7671,3092.1849,1228.248,891.6257,746.4829,578.1778,465,2368
2,24.3,0,2.2,70,10,20,590.49,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,656.8394,303.1558,1431.0185,3745.5434,2003.847,1079.4668,388.1856,1592.4991,5375.0068,3448.9444,1215.0838,871.313,729.9659,548.2698,485,2209
6,23.3,0.1,1.7,79,10,25,542.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,642.8993,296.7225,1368.1439,4127.8264,2042.0595,1109.9895,372.6182,1487.373,5734.0864,3707.9509,1222.3785,876.6178,772.869,523.7023,398,2009
12,22.9,0,1.9,79,9,18,524.41,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,583.9194,269.5011,1260.3986,4283.043,2153.3048,1091.1325,373.0031,1471.6157,5806.8872,3695.3155,1202.2027,881.6214,756.748,532.3161,434,2657
5,22.7,0,1.4,78,8,21,515.29,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,511.9102,236.266,1126.8378,4271.5822,2129.3601,1117.3775,372.3422,1392.7357,5757.6159,3666.1313,1181.3275,819.6987,723.1079,546.3295,423,2563
9,22.2,0,1.6,81,9,22,492.84,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,505.6187,233.3622,1054.7998,4178.4764,2059.6406,1068.7522,361.3855,1213.8922,5454.7462,3502.4907,1138.7675,819.4856,714.0812,533.1022,395,2650
13,22,0,1.3,81,6,19,484,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,342.9705,158.2939,866.3983,4028.4693,1854.1077,975.0889,371.2341,1129.5871,5297.4911,3349.6924,1109.3548,768.4422,590.5403,471.2335,384,1812
7,21.9,0,1.6,82,8,18,479.61,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.3512,164.4696,788.1526,3940.7502,1822.7931,959.6815,390.9352,1021.5377,5239.6334,3267.9242,1098.903,756.8105,582.2584,472.5575,172,1
3,21.7,0,1.9,82,8,30,470.89,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372.7392,172.033,719.0528,3747.1349,1759.3539,969.6725,387.9761,981.5435,5098.0801,3215.1913,1067.5251,754.8875,613.7686,463.4397,37,0
2,21.4,0,1.6,83,7,17,457.96,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.6483,161.8371,748.7683,3583.6375,1733.1708,973.7517,389.3055,979.0149,4925.0384,3120.8026,1113.5898,752.8973,604.8982,509.9467,43,0
2,21,0,1.8,84,7,20,441,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.9695,161.9856,717.2697,3257.3124,1704.3935,961.0852,404.632,896.3871,4780.5772,3076.2696,1104.3379,772.5068,634.3985,494.4851,20,0
0,20.8,0,1.4,84,2,19,432.64,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.0971,166.6604,673.0035,3104.9832,1661.6416,954.0296,384.9644,913.9041,4637.3609,3001.8616,1129.334,771.462,628.0715,481.252,37,17
