"y","station_dist","station_type","rain","wet","cloud","dust","temp.sqr","sunny","semester","past_return","X1_2","X2_3","X3_4","X4_5","X5_6","X6_7","X7_8","X9_10","X10_11","X11_12","X12_13","X13_14","X14_15","X15_16","X16_17","X17_18","X19_20","X20_21","X21_22","X22_23","X23_24","m10","m5","m20","m25","m50","m60","m70","f0","f10","f25","f30","f50","bus_passenger","sub_passenger"
31,116,1,0,54,7,31,372.49,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,206.6318,1303.6517,4383.6059,3165.3348,1155.0644,713.1572,875.3995,480.3935,223.093,3311.413,1832.3693,1027.7319,883,4354
0,546,0,0,40,10,67,54.76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,277.7899,546.2422,3005.0595,3431.2186,796.0853,641.0676,820.638,444.9316,206.6247,3350.4746,1815.2633,755.5213,249,1169
5,113,0,0,36,10,71,79.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,299.8768,732.5772,3120.6587,3668.2694,823.2885,631.5556,870.2353,709.7648,329.6128,3764.2951,1978.5198,841.4683,358,1689
0,546,0,0,76,4,35,316.84,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.7267,1393.4812,5014.3466,4547.8462,867.6605,545.7498,791.086,388.9082,180.6077,4305.226,2144.2566,774.6925,512,0
0,232,0,0,82,4,36.5,125.44,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.5698,729.1216,3662.6916,3681.9393,849.6423,530.5823,735.6713,312.3347,145.0473,3846.8309,1784.1504,767.4445,256,1020
0,83,0,0,44,9,25,37.21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,222.1393,666.9107,2997.0098,3533.4674,876.1644,618.7796,845.7919,391.0572,181.606,3887.1903,2026.6763,879.8295,430,1260
0,51,0,0,60,6,27,29.16,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.3119,871.9792,3652.6623,3707.3984,771.1552,513.571,889.0947,358.4864,166.48,3879.345,1949.4693,699.2215,74,560
4,554,0,0,57,0,45,605.16,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.5919,1895.2022,4778.0617,4467.3383,959.5822,664.4015,815.6316,828.0064,384.5237,4364.0788,2050.0246,840.4999,559,2821
2,611,0,0,79,2,24,338.56,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.4914,1111.0829,3749.1096,3082.7544,1059.8707,714.6126,881.7709,345.8611,160.6172,3497.8633,1815.8012,980.5836,822,4623
1,232,0,0,63,0,8,60.84,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,205.0357,1089.1192,4243.1261,3883.9962,767.71,556.8422,846.811,342.7733,159.1829,4065.6528,1963.0841,725.6587,445,1553
13,116,1,0,50,10,38,364.81,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,262.1893,1550.2237,5217.3217,4172.8184,985.5238,611.4852,873.4821,366.4325,170.1704,4431.1519,2176.9217,880.9292,718,3796
3,83,0,0,72,10,16,870.25,1,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244.4665,848.4602,3290.7531,2799.3058,1194.1808,756.4646,919.4934,312.457,145.1042,3063.9341,1755.084,966.888,405,1684
2,113,0,0,35,2,34,985.96,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,324.7821,1367.6738,4099.0766,3769.0355,970.8607,633.7138,872.9548,762.2588,353.9907,4177.7398,2190.9156,915.2703,581,2798
5,611,0,0,24,8,47,610.09,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,263.5247,1712.3153,4617.4906,4221.2984,949.5318,646.3963,870.3972,716.8882,332.9207,4346.1323,2121.8272,860.7826,635,3357
2,83,0,0,66,1,54,0.04,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4484,910.3654,4827.0786,4625.5297,783.9315,577.0219,765.0144,364.2952,169.1777,4323.4159,1912.6286,755.3751,329,4
1,51,0,0,74,9,36,72.25,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.4346,873.3781,4192.3789,3876.6989,741.8898,509.1378,826.2614,350.6588,162.8453,4157.3407,1948.9548,746.8429,155,287
0,232,0,0,85,9,17,745.29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.7909,622.8066,3293.7188,3575.4094,761.1858,512.3983,786.873,371.6332,172.5855,3500.6572,1706.4312,765.9559,104,580
0,232,0,0,70,9,229,9.61,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.8101,828.7151,3983.2514,3902.8298,786.4683,530.605,830.3379,392.1254,182.1019,4272.0284,2059.8825,754.8269,59,0
1,37,0,0,48,10,35,0.64,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,232.0898,1153.9407,3986.1272,3840.6285,975.6211,628.1416,915.2304,409.1491,190.007,4121.6108,2064.6616,933.6492,691,3187
3,37,0,0,35,0,32,2.25,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,291.3291,985.9224,5300.482,3042.3493,1216.1961,708.2515,969.5447,558.0013,259.1342,3225.6941,1952.6351,1316.1753,556,2647
2,17,1,8.6,99,10,9,542.89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193.8593,798.931,4353.9244,3866.6345,743.9499,553.3422,783.8548,328.1676,152.3998,4155.9867,1948.6038,767.3799,489,1722
0,17,1,0,98,10,24,121,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.9036,859.0698,3711.0306,3729.6188,774.0621,492.7287,803.8064,347.2426,161.2586,3616.2507,1850.5619,677.2676,11,0
3,17,1,0,45,7,49,800.89,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,289.7028,1194.9529,3830.0201,3715.6482,1053.6712,671.4938,841.0518,912.7997,423.9015,3998.9349,2258.5082,978.506,542,2862
0,611,0,0,88,6,19,316.84,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.9018,868.7905,3875.5682,3722.1326,792.9715,571.35,851.0685,399.1422,185.3605,3958.987,1939.4536,731.1674,165,690
0,546,0,0,44,7,64,5.29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,233.0085,631.3517,2840.4984,3188.297,857.4327,523.2332,789.7136,496.7071,230.6691,3373.2727,1858.7875,806.7746,258,1241
5,116,1,0,87,1,39,640.09,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.986,754.164,4135.8623,4251.976,784.4427,573.7997,750.7222,414.5224,192.5032,4020.7712,1871.6352,740.8468,41,0
0,546,0,0,74,7,47,24.01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5406,792.441,3533.3457,3705.078,713.7443,512.7641,836.6306,324.4814,150.6881,3772.2153,1926.9971,740.6733,27,0
1,546,0,0,58,7,83,118.81,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,275.9124,2087.9962,4861.2337,4057.4842,993.0483,593.9845,892.8916,449.4245,208.7114,4289.2533,2079.4366,932.593,720,2672
0,128,0,0.4,88,10,28,299.29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.9821,996.2631,3837.1121,3691.0201,789.7139,581.1357,824.0969,373.5582,173.4793,3995.1405,1969.2875,796.1639,41,9
1,37,0,0,37,1,21,18.49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,226.1711,586.4021,2465.0082,2924.4905,800.8161,518.8519,740.2119,472.3808,219.3723,2767.0991,1518.8841,745.7217,207,1018
21,116,1,0,20,4,44,635.04,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,266.557,1686.7563,4727.8689,3258.9905,1245.4451,670.6303,971.8924,550.6009,255.6974,3349.6882,1785.7013,1097.4203,662,3906
1,37,0,0,90,6,38,141.61,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0676,597.9752,3342.6662,3522.924,854.8595,530.6664,745.7686,357.8338,166.1768,3632.6818,1828.8331,761.2491,218,1069
0,546,0,0,59,9,35,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.1277,718.391,3328.4414,3580.1177,709.9839,592.1578,826.1854,368.6133,171.183,3639.4011,1866.2016,743.0684,20,0
0,546,0,0,50,0,65,88.36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,252.0153,2061.9704,5027.2496,4003.4084,1023.8337,676.2781,880.8568,473.6589,219.9658,4275.407,2193.7725,923.3366,694,2503
0,113,0,0,75,0,17,65.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.2407,923.8479,3885.3586,3847.3862,826.8825,519.5687,865.9942,369.6437,171.6617,3893.9922,1914.5127,785.7025,219,825
0,546,0,0,73,0,59,81,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.3461,920.6724,3476.9787,3497.6265,932.5766,600.6654,805.3826,370.6366,172.1224,3775.4382,1846.6359,859.1294,164,981
7,17,1,0,61,0,19,309.76,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,181.2903,986.8702,4405.1632,3855.0247,820.9899,554.0112,799.7449,380.0443,176.4913,4235.2188,1949.6003,769.917,410,1562
0,83,0,0,82,10,62,249.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,230.6501,1374.043,3954.7642,2955.4959,1036.0824,689.7526,930.9155,295.933,137.4305,3165.727,1712.3355,1015.6988,513,2456
1,546,0,0,89,8,25,681.21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187.6733,552.3626,3010.5712,3170.3553,730.308,515.7183,759.3246,439.4344,204.0718,2997.4699,1616.1038,724.8793,246,1320
6,116,1,0,65,5,29,979.69,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,253.0616,691.3157,3093.4234,2764.4843,1059.6027,709.1064,852.0375,422.153,196.0467,2982.134,1660.1584,1019.9158,416,1642
0,116,1,0,82,10,15,615.04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.3495,618.8594,3690.9972,3674.2521,787.1296,533.5554,733.7304,350.0957,162.5836,3977.6536,1896.3646,739.3915,33,0
0,51,0,0,68,0,25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.3898,810.9803,4110.1545,3911.0273,799.9696,539.9101,826.7497,337.3443,156.6617,4336.5747,2063.1643,760.7433,73,0
5,83,0,0,38,1,44,556.96,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,272.6551,1902.2243,4577.5577,2983.9679,1119.2719,740.4738,967.5441,334.7122,155.4392,3151.0315,1728.5011,1196.0808,490,2319
0,546,0,0,68,0,73,0.09,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.3803,860.682,3544.3281,3572.3169,731.6158,550.3728,856.6886,303.966,141.1609,3828.2934,1896.5668,691.9721,34,12
3,17,1,0,90,9,16,506.25,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.774,1144.7905,3772.485,3473.969,1015.2827,625.9356,880.7257,468.6621,217.6453,3803.5492,1948.4516,910.603,493,2819
11,37,0,0,55,9,18,600.25,1,1,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,273.142,1034.9544,3970.2157,2885.507,1122.4744,702.0215,963.4703,391.5789,181.8482,3095.8329,1603.4723,1066.1247,600,3066
2,554,0,0,72,10,16,870.25,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244.4665,848.4602,3290.7531,2799.3058,1194.1808,756.4646,919.4934,312.457,145.1042,3063.9341,1755.084,966.888,405,1684
3,51,0,0,45,0,43,21.16,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,224.5627,990.0014,3742.7424,3612.3586,894.1487,615.568,898.5923,416.0096,193.194,3961.4185,1984.2281,852.5951,649,2776
7,37,0,0,90,8,56,462.25,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.9499,827.2737,4233.1777,3898.7746,825.935,533.8494,777.7074,377.594,175.3537,3985.7104,1883.9584,785.2151,69,0
0,611,0,0,89,7,20,529,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9355,607.3249,3382.5454,3660.8292,797.7036,514.3819,835.8935,456.0628,211.7944,4005.2265,1901.0676,759.1934,128,673
0,546,0,0.7,97,10,12,676,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.3527,646.8745,3637.964,3577.5622,810.8757,516.5457,805.9933,483.5724,224.5696,4004.4803,1906.6279,797.7514,45,0
0,113,0,0,31,0,28,0.01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,317.1586,857.0299,3397.1834,3813.7455,834.5835,570.9882,810.637,832.6094,386.6612,3714.0878,1958.0374,883.6493,364,2028
1,113,0,0,29,8,37,51.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,245.2178,838.2922,3056.18,2853.664,1157.6631,761.5007,949.6049,497.2731,230.9318,3172.5924,1726.7809,1042.3701,486,1831
3,37,0,0,76,0,37,16,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.6184,489.7856,2700.5523,3341.18,952.5671,608.9792,819.309,393.2866,182.6413,3485.6262,1936.5794,801.5529,409,2390
3,51,0,0,53,10,26,219.04,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,321.2369,1721.2262,4246.468,2875.3921,1131.3344,663.7288,1061.2088,344.5551,160.0103,3259.0366,1785.5884,1092.3315,421,2015
0,554,0,27.7,96,10,27.5,650.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.105,1092.3652,4001.5369,3325.6207,1108.7327,680.9866,965.7648,607.468,282.1062,3735.2595,2090.7418,1113.2471,1055,3783
1,113,0,0,92,0,11,372.49,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.4502,841.7133,3843.5311,3755.9115,841.2898,519.5983,800.9375,383.3998,178.0499,4074.8786,1968.1978,755.7175,38,0
17,116,1,0,66,0,38,282.24,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.0374,1258.6217,3868.7327,3017.1463,1032.7576,704.0946,912.1168,332.9564,154.6239,3435.3036,1732.1116,947.3198,789,4875
0,51,0,0,90,10,52,31.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,321.4801,1622.3993,4648.0051,4711.7125,863.5162,635.0098,844.2819,487.5073,226.3969,4319.0594,2083.4288,987.7755,397,2433
1,546,0,0,93,8,26.5,116.64,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,238.1805,1168.3807,5107.7951,4483.6377,905.5585,567.9809,790.3151,535.404,248.6401,4346.1256,1987.061,837.8847,454,2811
5,113,0,0,41,5,42,368.64,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347.5094,1257.1723,3723.3801,3528.9292,925.6542,615.7123,857.127,1097.1597,509.518,3875.2359,1844.362,838.5734,495,2404
1,51,0,0,36,0,30,30.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,237.4028,717.2395,2856.2597,2747.2416,1021.0933,705.9351,957.432,372.2151,172.8558,3129.7764,1811.5771,1002.5954,366,1478
0,554,0,0,53,8,55,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.8218,495.3821,2886.9826,3460.3582,700.9591,522.7064,783.9005,367.9976,170.8969,3757.9225,1975.4254,737.0872,18,0
4,113,0,0,67,0,11,605.16,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,204.4087,1197.8285,4625.2732,4017.9376,899.761,682.3626,865.0589,461.969,214.5369,4388.3635,2159.3013,875.8241,707,3036
2,611,0,0,84,9,22,237.16,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.5683,824.0219,3811.8874,3752.1622,788.4657,503.6235,764.1927,333.5663,154.9075,3800.4637,1830.2755,740.286,116,551
7,232,0,0,70,10,53,973.44,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.4584,1216.9089,3739.9167,3025.4323,1134.3109,651.9171,884.17,677.8492,314.7911,3211.351,1649.7465,895.936,701,3401
11,37,0,0,75,5,12,789.61,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,230.2619,1055.0252,4433.6738,4061.1442,884.7223,602.3857,825.1669,574.5215,266.806,4249.753,1967.312,868.6548,537,2690
0,116,1,0,82,0,52,79.21,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.35,927.6457,3739.5089,3687.0691,736.3069,519.9812,775.4116,393.0034,182.5095,3624.9287,1826.8256,730.0181,31,0
8,232,0,0,53,0,8,428.49,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,288.0855,1692.2547,5112.5514,4453.1198,965.0498,619.0052,860.1677,512.415,237.9638,4771.2337,2127.4507,949.602,631,3476
7,128,0,0,54,0,57,302.76,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,227.9708,1545.5173,5437.8282,4343.7163,1050.6269,736.1762,818.0111,457.8414,212.6202,4624.9736,2462.4378,964.1627,789,3318
10,232,0,0,62,7,25,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.6352,1062.8464,3762.7972,3045.9686,979.8031,667.3152,934.4097,333.4177,154.8381,3522.7539,1713.3707,917.5287,846,4971
0,128,0,0,46,0,25,51.84,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,349.7985,1379.3457,4084.9886,4171.8758,945.7938,666.6717,909.1649,1012.6886,470.2892,4410.5254,2298.1243,954.9565,0,0
0,554,0,0,59,7,21,681.21,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,331.5027,1060.0012,3546.4685,3539.3376,884.2248,621.2233,875.605,851.8705,395.6063,3888.8407,2016.2346,979.1297,537,2658
0,232,0,3.3,97,10,12,299.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169.7914,976.4009,4692.8055,4347.6581,808.3342,538.6855,728.9996,355.8822,165.2706,4074.9262,1890.5127,793.058,473,1840
14,611,0,0,46,5,56,718.24,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226.3654,1213.1504,4164.8171,2951.5206,1125.0262,746.982,949.0469,602.6614,279.8744,3025.9866,1890.6582,1116.1987,563,2402
20,116,1,0,90,9,53,59.29,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.9551,1008.5965,3703.1757,3135.8086,946.4973,631.4554,847.7874,399.4349,185.4966,3430.8382,1663.0912,942.8648,816,4925
0,113,0,0,46,7,41,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,287.5284,990.8371,3620.8053,2843.8757,1207.9206,711.6417,987.9514,624.3637,289.9524,3036.6691,1721.4228,1112.7571,423,2079
0,113,0,0,71,0,24,313.29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.961,907.2023,4089.7189,3826.4483,863.9152,555.7151,786.8912,391.1567,181.6521,4174.94,1940.0626,780.707,84,0
2,232,0,0,61,0,25,56.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.1608,537.0957,2770.0885,2947.4704,939.6538,647.9091,951.964,318.6798,147.9939,3257.4827,1792.1419,879.1693,715,4267
1,546,0,0,51,0,35,43.56,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,248.9548,1178.5157,3874.6337,2965.7757,1046.9687,711.1283,925.5562,357.202,165.8836,3236.7133,1711.365,990.2118,582,2954
1,232,0,0,91,1,22,488.41,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.1791,1065.1493,3817.4648,3403.5851,1006.5041,612.8533,821.2103,400.6731,186.0712,3862.4713,1940.8848,890.618,513,2846
0,232,0,0,69,3,22,28.09,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0001,836.8535,3660.8279,3719.1377,734.1694,498.758,813.9941,354.1115,164.4486,3653.9297,1798.5906,682.6226,31,0
1,17,1,0,50,0,32,34.81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.9328,469.7852,3184.7265,3512.3179,722.045,510.1665,825.8135,367.6506,170.736,3761.0259,1933.4194,749.5893,28,12
3,546,0,0,37,7,37,11.56,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,280.219,1356.1624,4544.3266,3044.3958,1075.2675,685.5903,931.1866,391.4984,181.8108,3099.6165,1803.1677,1028.0451,391,1880
3,17,1,0,39,0,39,243.36,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200.6545,1261.1269,4401.895,3228.8748,1025.3281,683.0285,977.0731,449.9838,208.9714,3744.1162,2002.1933,1003.4124,832,4277
0,51,0,0,90,8,21,571.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.9809,674.2596,3746.7899,3629.7437,797.7915,490.3605,727.4808,343.1742,159.3693,3753.6595,1862.9722,764.1058,225,1095
0,546,0,0,34,0,12,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,296.1644,2729.9398,5479.2277,4376.212,821.5482,588.0758,883.7626,609.4253,283.0159,4252.0459,2128.8039,776.0762,408,2806
0,116,1,0,63,3,86.5,0.01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.172,840.9716,3489.7066,3532.8457,701.8092,565.8392,842.0116,310.019,143.9718,3809.3255,1881.6388,702.9474,74,546
0,113,0,0,37,4,23,23.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,261.0137,1201.1183,4110.7246,3031.0125,1046.0951,764.607,987.8271,373.6679,173.5302,3111.0344,1741.5813,1009.9872,409,1625
1,554,0,0,67,7,106,53.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,236.9798,1113.0835,3508.4848,3107.3421,1045.527,689.3208,911.3587,379.5217,176.2484,3277.3269,1793.3274,1020.1939,659,3605
0,611,0,5.2,95,10,10,561.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.1256,664.0599,3449.7763,3649.898,785.4679,565.9469,820.8506,437.3793,203.1177,3883.4078,1956.1463,751.0662,47,13
2,83,0,0,47,6,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,257.0649,1332.3581,3764.6888,3251.173,1122.2663,727.2514,905.8219,578.2218,268.5242,3387.3088,1754.955,950.8915,668,3523
1,37,0,0,89,0,14,506.25,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.482,1113.2389,4201.1502,3846.5968,821.8636,585.6312,836.6158,414.1688,192.3383,4140.4838,2003.5936,779.5843,48,0
0,113,0,0,76,0,26,75.69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.2076,973.9601,4200.6521,4007.1106,789.9618,572.5762,751.6366,367.9942,170.895,4143.2668,1846.7721,776.9446,245,754
1,554,0,0,41,0,16,222.01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,275.7077,1553.2704,4791.689,4260.0269,934.1955,570.8027,883.7565,487.2387,226.272,4172.298,2078.985,861.6288,565,3552
0,116,1,1.3,83,10,25,795.24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,307.8615,802.0211,3154.4545,3232.0643,873.5326,510.1074,724.0954,575.4315,267.2287,3344.9395,1818.5885,816.676,364,1323
0,17,1,0,89,8,19,620.01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2058,538.2614,3426.5591,3530.324,816.7093,587.7936,830.9319,393.0468,182.5303,3931.8315,1945.5877,820.8146,262,973
4,116,1,0,44,6,53,5.29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238.4714,936.3273,3432.8337,2967.5925,1077.9461,694.7602,881.3217,415.4872,192.9512,3115.9516,1759.9888,1007.7061,565,2552
1,37,0,0,79,5,36,745.29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2917,656.8971,3448.9179,3589.2205,811.0468,548.5271,752.0591,405.4163,188.2739,4036.6464,1937.2989,711.7256,34,0
18,611,0,0,31,1,45,876.16,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,254.3372,1824.1403,4639.5198,3027.1647,1159.8778,744.9312,1070.9799,442.3688,205.4345,3147.7454,1775.47,1136.8261,473,2199
0,232,0,0,80,10,15,729,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.0176,663.7083,3582.3403,3584.3362,791.361,529.9248,845.8576,359.6332,167.0125,3945.0139,2009.8783,721.6381,35,18
0,17,1,0,91,8,25,510.76,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.919,591.6404,3224.6084,3513.8279,748.3076,490.3813,691.2601,344.5764,160.0204,3541.1128,1783.4011,746.4385,132,507
