"y","sub_passenger","bus_passenger","past_return","temp","X8_9","wet","rain","X7_8","m25","f0","m30","f35","f45","m40","m45","sunny","m50","m5","m35","m55","m0","f25","m70","f50","m65","f60","dust","f65","m60","f70","cloud","m20","f55","f40","wind","f20","f30","f15","X18_19","most_use","snow","X9_10","temp.sqr","weekend","X16_17","semester","X12_13"
3,2481,461,4,5.7,0,46,0,0,3974.6733,435.3781,2098.4277,1445.8571,970.5631,1160.0814,1165.2095,1,858.139,1784.19,1683.8692,819.8551,413.7278,4111.2926,875.8522,878.4111,470.4963,660.9167,9,537.4848,581.5684,1206.9114,10,4686.9702,815.9964,906.1129,4.4,6645.3773,1998.2032,2023.3607,0,26644.6706,0,0,32.49,0,0,1,0
1,2460,432,9,5.4,0,43,0,0,3892.7029,432.2747,1950.419,1418.4506,886.4891,1090.953,1168.7389,1,777.9664,1347.8019,1523.8167,800.1043,412.5735,3961.9943,897.2153,781.2297,453.3083,635.844,4,529.4017,546.2339,1195.2729,10,4252.1479,778.6221,882.3394,4.9,6253.3253,1969.41,1604.6048,0,25222.2667,0,0,29.16,0,0,1,0
2,1387,350,4,5.1,0,48,0,0,3539.8004,320.0319,1793.0922,1271.6002,769.6862,955.1116,1001.7869,1,725.0133,878.4658,1364.267,750.3311,411.6846,3757.9697,819.9132,716.4353,434.254,598.9194,6,500.1309,533.986,1172.9612,9,3579.3281,648.3656,769.3047,2.6,5781.5974,1876.5155,1169.0053,0,22964.1705,0,0,26.01,0,0,1,0
5,1,129,1,4.6,0,51,0,0,3610.3635,329.0528,1752.7667,1302.8095,766.7098,980.4968,977.3801,1,706.3752,842.8942,1323.0174,734.0516,406.4868,3770.0474,802.8487,732.7856,411.1913,600.1298,10,483.4694,538.328,1186.0205,8,3525.5952,646.1668,782.5551,3,5825.1115,1885.6667,1086.4094,0,22995.3779,0,0,21.16,0,0,1,0
0,0,21,4,4.1,0,54,0,0,3581.1919,321.4347,1831.1707,1312.0256,799.7279,925.308,1002.0336,1,741.4097,852.9612,1346.0413,685.2491,451.4309,3787.4488,864.453,751.7488,440.5639,602.3797,9,506.8813,551.3411,1253.4044,9,3534.3015,669.0417,801.7846,2.3,5784.4253,1928.1516,1095.9335,0,23104.7567,0,0,16.81,0,0,1,0
0,0,24,5,3.7,0,56,0,0,3579.4429,311.9683,1857.0334,1325.397,792.5784,902.708,1001.6032,1,734.3622,871.7451,1385.2795,689.5327,468.2821,3775.2877,871.2263,727.3938,429.553,604.1221,24,498.9378,542.2742,1258.3615,8,3543.7641,670.2216,796.1859,2,5869.7507,1945.019,1091.7803,0,23280.9743,0,0,13.69,0,0,1,0
0,0,23,2,2.8,0,58,0,0,3587.5879,320.9489,1845.6391,1322.5789,773.9947,890.6486,1001.9562,1,742.3285,879.7152,1363.912,684.2509,467.8229,3788.1626,851.3788,739.836,426.7653,619.7011,23,502.8846,532.3727,1279.1492,5,3527.1514,674.4256,811.1415,1.2,5875.1041,1947.5129,1107.1206,0,23257.6489,0,0,7.84,0,0,1,0
0,14,35,1,2.2,0,61,0,0,3597.4032,314.9426,1869.7988,1333.7451,770.7653,887.4964,995.6649,1,732.3293,837.4257,1372.8657,689.6023,457.9358,3777.0733,896.0923,729.5443,429.6328,602.0624,30,510.8955,566.2035,1259.1243,0,3553.8885,666.5426,802.1313,1.3,5860.1173,1944.2066,1109.8696,0,23309.0985,0,0,4.84,0,0,1,0
1,529,82,0,1.9,0,60,0,0,3595.0232,309.2759,1880.3656,1324.3127,768.6597,906.9122,1058.031,1,741.677,878.4592,1354.3169,690.8706,456.421,3786.8768,869.7079,720.0701,422.9747,615.4323,25,497.5875,561.8793,1279.8538,0,3541.3719,650.3035,792.9269,2.5,5849.6171,1938.9019,1107.8465,0,23270.7861,0,0,3.61,0,0,1,0
1,872,186,0,1.4,0,60,0,0,3580.0153,337.1281,1876.4354,1312.2375,777.3069,957.5625,1043.9173,1,738.8727,880.5166,1381.5007,731.007,399.0387,3788.9136,876.7215,750.3687,460.4031,623.1896,24,520.0505,579.779,1243.0046,0,3546.4887,669.2698,786.4775,1.9,5757.3809,1903.5463,1069.5437,0,23146.5184,0,0,1.96,0,0,1,0
3,2487,439,0,1.2,0,59,0,1,3404.5627,404.1991,1893.766,1386.0647,855.04,1080.9998,1154.288,0,901.0026,1084.4009,1396.4382,864.107,514.7222,3647.6402,865.8815,863.5294,443.4235,636.9628,21,516.5147,616.2495,1323.4686,0,3479.2632,716.2064,839.0171,0.9,5596.1922,1909.6051,1141.9815,0,22713.5323,0,0,1.44,0,0,1,0
9,4211,809,1,2.2,1,60,0,0,3050.3683,355.8624,1828.3059,1381.2968,990.1394,1065.156,1299.0632,0,1027.2125,1157.2969,1447.6205,880.5449,570.5863,3379.6978,920.5902,914.4642,513.0964,672.2657,20,546.7357,678.1465,1393.0266,0,3535.7425,788.5789,1021.7365,0.7,5418.4739,1762.4974,1263.9942,0,21804.0031,0,0,4.84,0,0,1,0
7,2531,535,5,4.4,0,56,0,0,2931.5776,371.7403,1762.3113,1369.309,1065.6536,1142.3647,1348.237,1,1041.8119,1286.5606,1468.4658,985.7969,593.6197,3148.4249,1022.9072,953.483,503.975,716.4481,23,568.8609,699.5338,1450.7025,0,3549.1222,902.7929,1093.4759,2.6,5199.9336,1716.5417,1402.8309,0,21145.6861,0,1,19.36,0,0,1,0
4,1516,376,5,6.4,0,52,0,0,2940.4279,383.3976,1769.5153,1414.0468,1142.0705,1121.6554,1355.2653,1,1136.5076,1422.5555,1498.4831,995.2541,560.2018,3203.8578,1032.0841,967.434,510.888,747.6476,37,612.7811,688.313,1437.0704,0,3726.6118,911.8568,1152.017,1.5,5239.091,1716.5119,1475.0701,0,21508.5456,0,0,40.96,0,0,1,0
4,1392,323,3,8.8,0,48,0,0,2955.0094,356.0256,1792.6958,1521.1584,1221.8017,1141.0243,1324.953,1,984.3401,1525.1047,1554.7223,938.7163,580.0451,3187.7979,973.545,986.4286,477.9888,760.4561,41,614.1436,703.9212,1406.1804,0,4037.8308,948.8867,1151.0992,3.1,5467.2608,1725.8599,1688.3148,0,22242.3353,0,0,77.44,0,0,1,0
4,1620,350,1,10.2,0,42,0,0,2989.5675,332.9944,1789.6531,1477.9056,1187.4184,1154.155,1339.8151,1,1109.7251,1505.6737,1536.724,996.391,639.9152,3199.4097,958.5325,995.7763,491.957,778.2583,64,619.4359,698.0147,1366.4161,0,4044.6315,951.2741,1204.5621,1.7,5566.9119,1712.1455,1706.2466,0,22316.9488,0,0,104.04,0,0,1,1
4,1904,457,3,11.4,0,37,0,0,3011.0553,364.2938,1765.3982,1434.8051,1154.4704,1154.5416,1356.6629,1,1111.8448,1528.556,1588.9411,1053.6627,607.5272,3184.231,924.2567,1029.4229,501.1929,767.3272,68,583.3124,736.1155,1345.2083,0,4035.8844,987.3771,1188.584,2.1,5782.7344,1748.1055,1684.1383,0,22551.155,0,0,129.96,0,0,1,0
1,1804,408,3,12.6,0,27,0,0,2977.759,407.8284,1771.0765,1473.2632,1190.4213,1180.6241,1383.1245,1,1120.7888,1636.2788,1572.0268,1033.9256,667.546,3177.8664,921.4811,1046.6691,506.6608,801.4151,73,627.1763,740.6713,1343.7842,0,4107.2489,1072.6864,1181.3744,2.2,5795.5169,1720.9124,1742.621,0,22595.6701,0,0,158.76,0,0,1,0
3,2082,476,2,12.9,0,29,0,0,3027.2551,432.8029,1806.4966,1403.2971,1221.2415,1208.672,1346.5554,1,1182.4015,1651.2775,1587.1793,1026.403,660.1947,3191.3749,969.9959,1052.0045,497.3759,763.4816,65,627.985,672.2143,1358.8468,1,4259.0903,967.2402,1234.1165,2.3,5723.76,1712.9418,1713.1584,0,22711.3951,0,0,166.41,0,0,1,0
10,2617,492,0,13.2,0,29,0,0,3001.966,462.7427,1797.0761,1427.6622,1103.3743,1209.5677,1223.125,1,1080.0034,1450.1873,1594.4878,990.9623,531.851,3279.0695,887.449,1053.8054,490.1988,755.6035,72,611.9097,705.1035,1304.8789,0,4102.3672,862.031,1177.8387,2.7,5724.1119,1748.5807,1673.3515,0,22675.3214,0,0,174.24,0,1,1,0
3,3305,625,7,12.6,0,28,0,0,3180.8909,406.4999,1832.853,1447.4983,1061.1063,1248.0241,1276.8432,1,1112.1375,1646.7557,1628.2595,980.5505,501.4764,3394.4931,937.3943,1001.3377,531.0022,769.8939,80,578.153,656.9582,1234.6304,0,4354.3012,899.5323,1110.2201,1.1,5916.4508,1748.7345,1813.5471,0,23503.4813,0,0,158.76,0,0,1,0
7,3923,979,8,11.8,0,31,0,0,3650.5021,471.1263,2095.0361,1547.2123,1177.6907,1381.2566,1280.3479,1,1053.6144,1966.6062,1866.2788,963.3744,514.8788,3983.3126,943.6394,1015.4292,552.2119,769.927,70,567.762,672.9323,1290.0796,0,4795.1266,806.952,1140.1627,2.3,6926.9096,2172.561,2222.3592,1,27036.9391,0,0,139.24,0,0,1,0
8,2503,694,5,9.4,0,50,0,0,4003.4084,473.6589,2171.1747,1491.6403,1017.2945,1252.8953,1354.4726,1,1023.8337,2061.9704,1799.8335,948.1095,546.0338,4275.407,880.8568,923.3366,490.225,718.8095,65,589.345,676.2781,1342.2161,0,5027.2496,789.4719,1081.3975,4,7206.7468,2193.7725,2450.6424,0,28169.2328,0,0,88.36,0,0,1,0
2,2545,581,7,8.1,0,58,0,0,4103.7969,429.499,2169.1048,1405.6388,981.0653,1244.4319,1262.1025,1,969.8016,1992.3165,1738.7027,928.8929,493.647,4305.1676,836.3641,912.5719,493.0999,711.6776,34,564.7347,670.3227,1303.3316,5,5028.8429,814.545,1030.3662,4,7206.7654,2184.8384,2309.1613,0,28142.8575,0,0,65.61,0,0,1,0
2,2543,474,4,7.2,0,56,0,0,4083.2491,417.5195,2085.7893,1422.1972,982.9494,1189.9547,1204.9863,1,898.3702,1893.8637,1602.8934,891.9038,477.3385,4199.8574,882.2457,900.674,488.7656,681.0452,20,620.1232,621.3528,1273.107,7,4832.2312,801.1131,967.7762,3,6935.3156,2138.1735,1996.7932,0,27299.7067,0,0,51.84,0,0,1,0
0,2840,519,3,6.4,0,56,0,0,3850.6924,449.0824,2026.1616,1449.1404,859.3929,1068.5673,1119.8241,1,781.0104,1442.4328,1467.7857,828.1682,470.3086,4053.2582,867.0615,845.7644,460.2783,651.18,7,574.1217,572.7706,1235.3166,8,4338.5421,759.0526,975.9045,1.4,6304.3882,2067.3872,1516.5138,0,25557.3558,0,0,40.96,0,0,1,0
0,1548,399,2,6.5,0,57,0,0,3626.855,337.1184,1860.2327,1299.7704,741.5558,911.704,947.9847,1,705.2253,948.1797,1350.3931,740.937,404.0103,3855.4281,820.8522,718.7854,423.5935,606.2613,67,501.8518,560.9895,1156.5214,5,3631.2079,692.663,761.9299,2.6,5819.0073,1910.0633,1151.8652,0,23352.9578,0,0,42.25,0,0,1,0
0,1,149,3,6,0,59,0,0,3612.9568,349.2855,1862.3363,1298.6916,737.7509,899.8746,966.6433,0,709.843,852.3917,1316.6051,741.4075,417.6897,3856.0332,814.3313,701.1417,432.7405,597.0738,6,479.4899,552.9782,1163.0878,7,3617.4259,660.9547,769.3608,0.5,5771.3908,1878.3473,1119.2923,0,23213.787,0,0,36,0,0,1,0
0,0,37,0,5.4,0,59,0,0,3601.0795,353.7934,1885.3177,1273.7771,739.3417,880.1177,975.5949,1,717.228,854.5959,1287.4885,747.9456,426.622,3860.3228,814.3896,707.8215,430.6085,594.1171,21,480.4834,538.8888,1171.0302,8,3553.3993,648.4876,780.7432,1.3,5825.4148,1919.4512,1137.7484,0,23206.2509,0,0,29.16,0,0,1,0
0,0,12,1,5.3,0,60,0,0,3602.9757,358.2442,1878.9162,1296.5043,744.7836,877.2194,962.6852,1,730.0219,842.5996,1285.0336,712.0591,436.2329,3815.9108,788.9951,709.5541,421.1799,604.3641,17,480.454,544.472,1152.6996,10,3493.8735,654.157,771.3069,2.2,5760.1647,1905.8401,1101.3016,0,23039.2189,0,0,28.09,0,0,1,0
0,0,15,0,5.5,0,61,0,0,3595.0578,368.961,1874.0343,1276.4113,748.1438,851.588,986.4568,0,717.8092,832.9585,1288.1476,704.4666,443.3284,3854.0456,804.3264,717.4726,431.3397,606.1857,37,490.7445,538.1118,1175.1305,10,3551.9728,647.8931,776.2732,1,5799.3579,1924.16,1091.4902,0,23163.1873,0,0,30.25,0,0,1,0
0,8,39,0,5.4,0,66,0,0,3597.874,379.437,1845.5837,1290.1619,780.3513,877.5376,983.9198,1,700.0503,832.8694,1294.6376,696.188,419.5813,3837.6958,805.3943,715.9975,411.0069,589.2471,33,473.8127,539.9039,1192.1658,10,3586.2069,650.9309,771.7383,2.2,5788.5918,1915.9119,1101.0673,0,23156.6636,0,0,29.16,0,0,1,0
1,540,90,2,5,0,67,0,0,3576.4379,356.2413,1843.434,1304.5283,793.713,884.8129,1002.8509,0,716.5729,858.0076,1253.4567,715.4422,430.6499,3839.8365,813.7804,722.3308,415.0764,606.4762,35,476.2632,549.0138,1211.8799,10,3551.4648,657.8189,780.8763,0.7,5793.4864,1925.5859,1083.4411,0,23088.2305,0,0,25,0,0,1,0
0,886,161,0,5,0,67,0,0,3528.4867,358.3422,1821.862,1304.3863,769.9375,885.9324,994.3234,1,729.8946,852.1986,1294.2008,732.4815,424.0826,3789.5207,871.929,746.1976,420.5396,624.2489,35,512.7032,589.6761,1213.8276,10,3459.4076,713.6107,809.7735,2,5700.0044,1942.1182,1112.237,0,22839.9867,0,0,25,0,0,1,0
4,2418,466,0,5,0,68,0,1,3370.8019,436.9277,1797.487,1353.5217,842.0942,968.7384,1188.8443,1,854.2968,1043.7634,1300.9752,826.5047,522.6688,3714.9266,864.9918,792.574,470.1747,655.2566,35,559.4437,623.0689,1255.3743,10,3419.8548,808.6576,882.5054,2.1,5582.7815,1877.7152,1130.9962,0,22418.0639,0,0,25,0,0,1,0
6,4175,774,4,5.2,1,69,0,0,3073.7005,390.1614,1729.6881,1422.4988,1004.6657,1050.4945,1237.153,1,946.1442,1163.7985,1409.8387,872.5903,596.238,3423.7597,940.4445,858.9318,477.6568,699.3425,39,558.9342,672.5777,1362.0191,10,3498.369,873.2142,969.008,1.5,5412.8724,1819.6217,1298.6596,0,21790.3489,0,0,27.04,0,0,1,0
6,2661,549,8,5.6,0,68,0,0,2897.4594,413.1398,1641.5888,1345.693,1066.934,1071.7357,1311.5576,1,1021.1701,1232.9146,1431.8413,971.8674,616.0599,3146.7294,935.9075,911.0855,524.3407,747.3179,41,589.8529,648.0146,1426.7818,10,3494.4793,983.7014,1019.8634,2.9,5219.1079,1704.0824,1356.1745,0,20880.9815,0,1,31.36,0,0,1,0
6,1441,304,5,6.5,0,68,0,0,2875.0545,415.6517,1658.7617,1345.8881,1098.5041,1066.9759,1353.7936,1,1130.3827,1417.869,1442.6397,957.198,639.8977,3122.986,994.5137,990.2487,491.7734,760.3327,44,556.9191,698.472,1446.0053,10,3658.4198,966.6511,1062.4295,2.5,5191.8039,1715.5301,1517.8719,0,21011.0838,0,0,42.25,0,0,1,0
2,1383,314,2,7.1,0,62,0,0,2902.5323,399.6929,1675.5153,1402.9232,1151.2746,1038.6958,1317.4056,1,1049.7604,1545.1506,1525.5081,937.0907,634.8497,3152.5136,1031.8149,937.4885,472.9851,766.2266,64,590.9294,684.8502,1358.8536,10,3804.1481,969.5944,1072.0829,2.9,5348.3226,1700.3336,1622.7457,0,21511.7968,0,0,50.41,0,0,1,0
4,1556,396,3,7.1,0,46,0,0,2950.2604,454.1658,1719.9694,1421.6313,1151.5032,1125.3465,1243.6593,1,1060.6097,1771.7778,1556.6968,995.9935,675.2177,3159.6258,922.2665,955.7482,493.8801,777.1376,43,615.3719,660.8767,1339.9062,10,3904.625,965.9492,1118.3838,3.7,5447.4527,1799.4966,1665.7772,0,21959.758,0,0,50.41,0,0,1,1
2,1757,414,3,6.9,0,41,0,0,2942.6738,428.9098,1801.1455,1464.9319,1223.7421,1214.4771,1279.488,1,1081.9983,1724.4312,1649.598,1034.1866,675.241,3114.9255,986.0117,998.6537,543.4705,764.6556,35,635.7665,694.7226,1314.137,10,4089.2588,1035.7031,1131.4686,3.5,5512.0027,1754.5325,1662.4523,0,22329.0687,0,0,47.61,0,0,1,0
0,1864,413,1,7.3,0,43,0,0,2978.8456,329.003,1766.1293,1437.5194,1183.6987,1192.1397,1263.301,1,1123.3812,1664.6833,1682.966,1007.1021,608.7226,3111.3839,1036.1432,998.8147,499.9493,779.5236,29.5,606.4781,698.7774,1345.1378,10,4064.8786,990.5436,1144.0972,3.6,5482.4203,1715.3211,1805.9761,0,22239.4642,0,0,53.29,0,0,1,0
0,2117,495,0,7.5,0,43,0,0,2962.983,342.755,1734.9715,1454.7275,1186.6309,1205.419,1256.6932,1,1137.0098,1663.9974,1697.2537,990.2927,513.2525,3108.1318,969.6267,957.3939,473.1397,826.9142,28,614.4069,702.7679,1269.2224,9,4124.7014,983.1942,1073.8729,2.8,5492.7255,1790.5631,1833.6632,0,22366.0575,0,0,56.25,0,0,1,0
1,2535,554,0,7.8,0,48,0,0,2998.8024,434.153,1764.1187,1420.6531,1148.2961,1218.9045,1238.6539,1,1140.1724,1656.1351,1701.0507,967.0327,514.6492,3188.0632,932.8893,1001.6298,486.3014,764.5912,38,561.4902,725.9429,1286.0263,9,4053.1345,950.0127,1032.7999,2.4,5588.3153,1779.0405,1936.1251,0,22493.1784,0,0,60.84,0,1,1,0
3,3508,678,2,7.4,0,50,0,0,3176.0836,408.7174,1808.8747,1520.4143,1119.4105,1211.3937,1293.6322,1,1176.5132,1755.4663,1778.4504,935.7215,515.6377,3458.4497,974.0327,994.3598,477.8553,753.0835,36,543.1956,723.7419,1280.4323,9,4363.8941,935.7735,1010.3618,3,5860.859,1804.8323,2363.5739,0,23771.8581,0,0,54.76,0,0,1,0
8,3833,921,5,6.7,0,54,0,0,3646.9514,386.0311,2104.438,1536.748,1142.3412,1384.2774,1308.0141,1,1133.6426,2021.0845,1831.0317,933.3172,504.7631,3962.6296,956.6591,1030.7127,480.5913,784.2012,39,566.5922,693.3752,1260.5649,7,4767.7231,841.7409,1114.546,2.9,6387.042,2214.5833,2583.3305,1,26451.1471,0,0,44.89,0,0,1,0
2,2530,706,5,6.3,0,61,0,0,3924.0174,425.2462,2115.1838,1459.0778,1066.6911,1344.0349,1298.0413,1,1046.4262,2091.3071,1839.7847,887.8124,455.6917,4146.938,944.5614,963.6556,460.3029,743.9218,32,565.1912,692.9635,1238.9519,9,4985.8287,893.2076,1049.6473,2.9,6725.3807,2242.2614,2696.9896,0,27438.4725,0,0,39.69,0,0,1,0
4,2521,475,4,6.3,0,61,0,0,3996.4767,467.2403,2194.2271,1433.8708,980.0925,1279.2781,1291.1846,1,1049.7639,2087.9581,1752.2664,834.2552,451.406,4168.4861,902.6755,899.3654,442.2103,738.6943,28,566.0782,693.3367,1241.3119,9,5076.6138,842.4026,965.2497,2.7,6830.5658,2186.8071,2610.2479,0,27639.3138,0,0,39.69,0,0,1,0
5,2594,492,6,6.2,0,58,0,0,3964.202,480.378,2167.4076,1427.6141,939.5997,1236.1637,1172.5554,1,908.5758,1768.5065,1649.267,820.3959,482.9115,4154.2396,856.588,851.8863,415.8529,675.9023,19,561.7192,652.6973,1229.3944,8,4876.4848,766.4674,919.8319,1.6,6587.9905,2134.7335,2291.5482,0,26961.9391,0,0,38.44,0,0,1,0
1,2961,549,3,6.1,0,56,0,0,3825.368,449.8406,2093.523,1442.1789,939.976,1147.2713,1125.889,1,853.7101,1511.2775,1569.5716,795.4172,481.8128,4034.1426,886.9052,815.6932,416.7462,661.886,23,587.2108,613.1522,1240.6683,9,4468.9691,777.4156,924.5286,2.4,6309.5603,2064.857,1708.0338,0,25808.1705,0,0,37.21,0,0,1,0
0,1684,455,9,6.1,0,54,0,0,3653.4473,331.9784,1884.5321,1224.6055,748.7145,907.4566,1026.3453,1,700.8668,895.7825,1396.049,733.1423,404.6404,3854.2841,851.0438,729.8867,402.6532,617.0982,14,492.6989,531.742,1163.7844,8,3700.361,688.0239,752.7392,2.6,5814.9829,1910.7082,1185.0731,0,23438.9701,0,0,37.21,0,0,1,0
2,0,174,3,6,0,57,0,0,3671.9935,334.4142,1855.2373,1274.6867,777.8897,901.0211,1015.2143,1,700.7076,796.5801,1376.4739,737.0498,418.7014,3803.6008,866.7866,717.0561,399.5596,598.9077,21,485.4745,546.4811,1171.7148,8,3653.6397,665.7139,791.1559,3,5807.1992,1914.9775,1124.7401,0,23357.8086,0,0,36,0,0,1,0
0,0,22,1,6,0,59,0,0,3635.2381,345.5909,1871.486,1267.2156,782.7705,870.7819,1010.9043,1,700.6758,816.2087,1361.8561,742.3292,446.7008,3849.5158,875.3298,707.2962,398.6383,610.9343,26,490.1381,530.5992,1175.1167,8,3617.851,646.1422,769.7325,2.1,5758.9477,1930.175,1116.9514,0,23292.2853,0,0,36,0,0,1,0
1,0,24,2,5.5,0,66,0,0,3602.0302,332.9956,1847.8353,1252.7387,773.9371,878.987,1001.0541,1,720.4211,810.8889,1371.8523,708.7239,453.6992,3868.6455,838.2299,726.9739,396.6922,616.6398,35,499.8645,556.3349,1185.2798,6,3670.2384,669.0377,813.3257,2.6,5798.6388,1960.6904,1148.6788,0,23372.6696,0,0,30.25,0,0,1,0
0,0,12,2,4.8,0,70,0,0,3593.4072,343.3709,1820.2357,1264.2153,775.5755,870.6683,1044.7379,1,733.3322,782.5541,1355.4865,718.0085,439.7983,3858.7734,834.85,723.0844,391.5032,621.3194,24,496.5174,544.9085,1164.168,0,3665.2584,675.3772,801.5702,1.2,5806.2493,1947.6531,1135.1058,0,23311.2789,0,0,23.04,0,0,1,0
0,9,32,1,4.4,0,76,0,0,3600.1506,346.7566,1839.4124,1266.4396,785.6684,889.833,1043.5408,1,712.6236,794.8084,1370.4814,720.1986,428.0661,3840.6104,849.6059,737.3796,422.7928,605.8242,18,502.8747,523.9387,1193.3284,1,3661.3467,683.1842,799.178,1.5,5812.9463,1964.0538,1138.7132,0,23355.4412,0,0,19.36,0,0,1,0
0,512,80,0,3.9,0,78,0,0,3590.525,343.1419,1829.8425,1272.582,759.6879,874.23,1016.7655,1,745.2414,818.2319,1332.9497,695.1247,439.5404,3866.8746,861.7086,746.7693,407.2367,617.3222,21,495.9291,514.5763,1184.1512,7,3604.3173,671.0962,782.2993,1.3,5820.2599,1933.0463,1140.5388,0,23250.3973,0,0,15.21,0,0,1,0
1,821,194,0,4.4,0,79,0,0,3554.9702,348.9086,1864.8472,1289.8082,782.7776,872.1828,1052.2176,1,755.753,827.062,1376.0432,761.1419,438.2654,3855.9453,859.8314,786.6051,420.5348,648.9876,14,535.8715,551.5619,1226.2831,9,3576.5917,663.1218,791.8252,1.7,5721.5048,1920.8698,1104.4095,0,23160.5804,0,0,19.36,0,0,1,0
3,2401,463,0,5,0,78,0,1,3455.2209,385.0374,1897.1795,1325.4939,864.8751,1023.5265,1142.5561,1,868.1571,959.97,1410.4297,874.1452,461.9089,3719.1607,855.4966,855.5574,437.6812,676.7333,21,567.7252,599.8569,1281.2031,9,3498.1624,770.4099,847.7489,1.3,5587.8348,1930.2458,1143.0721,0,22823.7277,0,0,25,0,0,1,0
5,4181,836,1,5.5,1,75,0,0,3066.881,421.0045,1765.1889,1404.3595,989.7435,1082.4336,1262.6655,1,998.439,1162.1064,1476.9745,941.145,461.3856,3463.6569,909.9451,938.7619,481.6027,760.0371,28,596.0045,675.7848,1349.2088,9,3534.1903,845.6379,984.2459,1.7,5501.868,1805.5848,1240.9761,0,22018.7039,0,0,30.25,0,0,1,0
7,2571,544,8,6.1,0,73,0,0,2901.1615,428.7526,1672.5951,1394.9625,1089.7294,1067.7951,1339.5121,1,994.8453,1277.5946,1468.3934,974.9801,486.9957,3151.3386,978.7544,1018.0326,504.6296,789.0027,30,576.8027,676.3027,1403.5113,10,3569.6859,867.5432,1069.1711,2,5299.8789,1849.6197,1374.2864,0,21307.6356,0,1,37.21,0,0,1,0
6,1500,348,4,6.6,0,73,0,0,2876.1644,400.7062,1746.9818,1495.4711,1134.7309,1199.3938,1276.2144,0,1044.0301,1334.813,1553.5436,1019.021,427.272,3233.0966,967.8124,1029.508,506.3076,809.4785,33,577.5648,700.7375,1390.1149,10,3564.0816,950.52,1109.9223,1,5378.4432,1740.5046,1424.105,0,21588.2869,0,0,43.56,0,0,1,0
3,1412,326,2,7.3,0,71,0,0,2904.8204,437.2451,1779.0492,1501.7792,1173.7217,1180.5554,1374.2789,1,1030.9866,1433.2315,1574.4867,1047.9223,446.9794,3243.6467,896.0345,995.7579,515.5422,763.1874,37,648.5693,702.3519,1436.5483,10,3776.678,963.3584,1082.6492,1.8,5423.2478,1714.3655,1458.9141,0,21918.0735,0,0,53.29,0,0,1,0
0,1600,366,0,7.8,0,70,0,0,2939.6592,411.1789,1805.8669,1510.2695,1204.6343,1180.7351,1274.9287,1,1055.5947,1553.76,1565.657,1027.0728,479.327,3211.1275,955.5919,985.4663,492.6985,759.0985,45,607.7122,695.6837,1350.9317,10,3915.6248,997.6023,1073.6209,1.2,5564.0948,1729.7443,1717.989,0,22242.044,0,0,60.84,0,0,1,1
1,1846,456,1,8.6,0,70,0,0,2888.817,431.7283,1734.4881,1508.932,1215.0709,1251.9489,1430.7466,1,1043.1052,1522.6757,1599.3306,1058.6303,497.345,3202.8632,982.0778,1028.4241,480.5197,752.252,48,611.2954,712.1652,1425.394,10,3898.4078,987.1255,1141.5856,1.1,5692.6799,1799.3471,1684.4915,0,22324.8657,0,0,73.96,0,0,1,0
4,1800,372,1,10,0,66,0,0,2883.6881,414.1706,1796.76,1501.8148,1110.3066,1181.3083,1332.5522,1,1067.1589,1530.3302,1613.3531,1022.6859,557.5266,3221.7943,1016.4231,1053.3946,529.7917,817.6316,50,615.3653,692.6742,1404.8571,10,3895.6725,1004.0641,1119.8964,1.1,5549.0885,1804.2843,1802.7614,0,22266.4556,0,0,100,0,0,1,0
6,2125,511,1,12.4,0,63,0,0,2916.6451,400.4915,1816.4507,1468.272,1091.5436,1201.8129,1280.0847,1,1008.4904,1483.2953,1562.6832,1042.5233,617.818,3183.5204,1007.8039,1006.4684,518.8523,789.7374,59,588.9267,708.5933,1366.7625,10,3878.1715,984.6426,1125.392,2.9,5541.6762,1803.3539,1767.3267,0,22170.773,0,0,153.76,0,0,1,0
4,2465,524,0,12.2,0,64,0,0,3011.4172,466.9444,1811.7042,1466.7169,1074.9426,1160.2113,1228.7037,1,1031.6632,1438.1022,1573.0627,992.2353,481.3606,3252.5416,903.0675,987.9262,487.2585,756.9429,83,597.8258,725.9861,1282.9303,10,3932.8246,903.1687,1072.4175,3.6,5560.3979,1794.2058,1832.7011,0,22402.8709,0,0,148.84,0,1,1,0
4,3568,706,5,12.3,0,62,0,0,3156.041,464.8774,1755.71,1438.7071,1071.7731,1199.8048,1310.1096,1,1004.0579,1647.6318,1629.9864,942.3205,477.4652,3344.7563,919.1684,955.6625,529.7495,776.0519,85,548.5822,713.0259,1266.3498,8,4281.4973,903.1009,1028.9152,2.5,5795.942,1792.363,2147.1697,0,23195.0031,0,0,151.29,0,0,1,0
7,4260,950,4,12.1,0,65,0,0,3717.2355,437.1571,2089.0421,1550.694,1142.7162,1183.8888,1312.3983,1,1035.2995,1898.2705,1853.8732,908.3692,417.4201,4002.365,932.0197,982.7874,520.9017,823.5327,82,579.8065,705.003,1329.6069,10,4506.0964,930.8119,1077.2858,1.9,6614.1776,2137.2138,2347.9293,1,26470.6976,0,0,146.41,0,0,1,0
