"y","sub_passenger","bus_passenger","past_return","temp","X8_9","wet","rain","X7_8","m25","f0","m30","f35","f45","m40","m45","sunny","m50","m5","m35","m55","m0","f25","m70","f50","m65","f60","dust","f65","m60","f70","cloud","m20","f55","f40","wind","f20","f30","f15","X18_19","most_use","snow","X9_10","temp.sqr","weekend","X16_17","semester","X12_13"
1,2344,494,2,-6.5,0,47,0,0,3029.7022,708.2917,1734.9764,1416.2387,1286.6784,1123.947,1345.047,0,1061.0788,1288.4032,1412.2837,1165.8176,518.302,3212.9282,953.744,1051.253,504.3069,845.9433,71,626.6045,747.3662,1334.969,0,4515.2784,1054.6588,1242.5205,3.6,6342.409,1748.0181,1800.866,0,23411.8347,0.2,0,42.25,0,0,1,0
0,2324,549,2,-5.5,0,47,0,0,3051.3751,746.4738,1719.9196,1440.1276,1353.6847,1121.819,1301.1006,0,1011.9812,1409.5925,1416.487,1109.4105,484.3961,3195.9241,979.4865,1067.0832,491.1912,834.583,44,647.5648,731.8557,1389.166,0,4719.5611,1057.9409,1148.8155,3.9,6535.7386,1792.5355,1913.9681,0,23871.6686,0.2,0,30.25,0,0,1,0
2,2694,607,0,-5.3,0,45,0,0,3064.924,688.9724,1731.0555,1464.053,1292.0402,1133.402,1277.5196,0,1044.5357,1365.6899,1350.6705,1049.241,520.4672,3174.5769,987.5665,1055.1392,519.0959,852.8481,44,628.1782,695.0277,1324.9142,0,4647.8023,1071.0778,1116.4938,3,6545.0548,1798.3752,1838.7488,0,23776.5122,0.1,0,28.09,0,0,1,0
2,3281,682,2,-5.5,0,45,0,0,3019.4435,682.5799,1760.2905,1441.4607,1187.4701,1185.9772,1264.2827,0,1019.2748,1301.4657,1434.2458,1091.1019,571.3051,3244.2386,1010.3968,1006.2548,472.9275,784.0903,44,599.2877,690.315,1283.4816,0,4365.8053,975.4524,1127.5285,3.2,6400.6955,1768.123,1904.99,0,23434.3029,0.1,0,30.25,0,1,1,0
2,3833,864,2,-6.4,0,48,0,0,3130.4986,635.6745,1853.4732,1461.9964,1182.9277,1286.9739,1336.3905,0,1126.7035,1478.0393,1549.8905,1076.0675,576.056,3434.6641,923.7092,1004.03,488.3412,773.9696,36,593.9348,766.2576,1245.8435,0,4507.0994,969.4486,971.313,2.3,6570.8515,1757.7304,1957.1174,0,24266.2041,0.1,0,40.96,0,0,1,0
8,4233,1112,4,-7.3,0,51,0,0,3710.882,583.0599,2155.3431,1658.3715,1227.1605,1364.8278,1490.9855,0,1198.1468,1507.4053,1857.3928,1096.6909,577.2396,4123.8575,922.4589,1037.4369,503.247,779.0733,40,607.7556,808.5878,1279.1961,0,4869.5254,1001.3153,1068.4643,2.3,7048.1782,2207.8759,1978.0428,1,27631.4264,0.1,0,53.29,0,0,1,0
2,2925,891,5,-7.7,0,52,0,0,4111.368,565.9153,2298.3173,1554.8486,1118.4447,1370.5875,1428.4695,0,1206.6329,1465.645,1874.3802,1047.5242,540.6681,4413.9903,943.7081,1003.4317,489.2165,745.0195,32,579.7967,747.3047,1203.0821,0,5112.0777,980.6467,1079.638,2.1,7350.6495,2229.7486,1968.9834,0,28945.3802,0.1,0,59.29,0,0,1,0
1,2921,741,3,-8,0,55,0,0,4201.9716,510.4782,2358.9788,1525.19,1092.3279,1298.8077,1348.0356,0,1162.9244,1336.9926,1847.3227,1020.4987,491.5324,4494.6465,937.5418,969.982,484.7187,738.2386,25,611.9728,746.9588,1194.6107,0,5059.3762,948.8117,1004.2309,1.8,7412.8618,2275.3297,1876.8768,0,29175.6773,0.1,0,64,0,0,1,0
2,3263,746,4,-8.3,0,56,0,0,4232.7366,466.8562,2278.7324,1458.5844,960.129,1302.1394,1254.0143,0,1079.3487,1270.3947,1876.0625,963.3003,512.3125,4576.6504,925.1423,891.4492,462.7067,693.4802,28,602.7293,687.7726,1217.5082,2,4998.1656,855.1339,956.9561,1,7358.9946,2345.825,1639.8502,0,29125.7515,0.1,0,68.89,0,0,1,0
2,2868,676,4,-8.4,0,60,0,0,4223.964,455.7976,2138.794,1382.1557,899.8961,1175.2928,1164.8301,0,1018.3307,1043.5472,1723.9977,911.0865,542.3082,4498.8598,929.3474,888.5321,446.2408,696.3407,31,588.3227,634.9051,1178.6092,0,4783.1738,833.7609,970.9903,2.1,7045.609,2287.8355,1456.5171,0,28084.3895,0.1,0,70.56,0,0,1,0
3,1624,410,6,-8.3,0,60,0,0,4050.3635,377.0536,2060.1619,1372.0744,824.6972,1054.2438,1110.7857,0,870.4732,853.5476,1518.9655,790.0248,422.3476,4376.1798,858.2677,780.5409,435.3122,646.1594,27,511.3073,521.3092,1183.283,1,4380.9548,662.8137,769.2344,1.5,6965.2498,2099.3688,1204.6564,0,26823.3185,0.1,0,68.89,0,0,1,0
2,483,238,1,-8.5,0,63,0,0,3970.8194,366.8498,2024.5016,1373.6518,794.2849,1023.8075,1101.7298,0,864.7687,769.2898,1447.4855,757.603,416.9454,4288.5333,850.322,768.0839,413.5009,633.2513,25,522.2079,520.63,1191.715,9,4252.2094,671.9283,756.9287,0.9,6804.0674,2067.4443,1092.7887,0,26228.7127,0.1,0,72.25,0,0,1,0
0,4,144,3,-7.5,0,63,0,0,3956.4576,377.4273,1994.3031,1402.0835,840.3019,965.4715,1077.0127,0,860.045,832.0966,1432.6776,748.4689,439.6476,4262.0939,846.9896,749.6721,392.9324,635.3082,23,522.5235,556.2862,1203.0825,9,4229.063,648.0431,792.6025,1.7,6777.6814,2109.3999,1130.3671,0,26163.76,0.1,0,56.25,0,0,1,0
0,0,88,2,-7,0,63,0,0,3893.9427,363.9922,1984.9889,1365.6285,853.1833,1001.6749,1069.8524,0,874.4435,840.3151,1500.8114,767.4738,432.2168,4253.1061,842.2549,772.4111,432.2363,643.1041,24,537.7195,544.3441,1197.571,8,4201.5746,636.4302,792.2336,2.1,6659.5358,2090.8127,1170.4037,0,25950.4007,0.1,0,49,0,0,1,0
0,0,43,0,-6.9,0,66,0,0,3874.4254,412.8159,1980.452,1352.866,854.6971,975.8805,1074.3719,0,882.4128,829.9482,1471.1355,781.4495,415.6809,4249.2404,831.6094,775.9196,435.905,634.9917,30,517.4463,533.8811,1225.0059,8,4040.2311,600.9494,756.0414,2.8,6637.5713,2095.3449,1129.9158,0,25701.2666,0.1,0,47.61,0,0,1,0
0,6,45,1,-7.3,0,70,0,0,3784.4448,371.4247,1954.7919,1342.0487,835.4614,974.9693,1049.7943,0,873.3501,781.7925,1490.9214,746.6437,432.2381,4202.2209,837.3488,731.317,453.7504,636.1267,32,507.8837,540.6956,1245.7729,2,3987.9905,618.9526,769.7614,3.2,6556.0926,2060.643,1112.7595,0,25379.1538,0.1,0,53.29,0,0,1,0
2,612,112,0,-7.7,0,72,0,0,3719.3101,381.9554,1942.1572,1333.0087,814.1242,956.1798,1068.1879,0,857.6011,796.0591,1418.3016,780.9464,456.8503,4122.8832,827.7705,730.3541,424.2618,632.6291,25,527.2109,526.1209,1214.6221,0,3849.1291,618.2208,757.7226,3.3,6481.4604,2026.7643,1088.4512,0,24893.0146,0.1,0,59.29,0,0,1,0
1,943,251,0,-7.3,0,73,0,0,3659.2308,380.9346,1940.6331,1318.9441,861.8401,1000.4574,1115.7124,0,893.3991,790.5298,1486.036,810.6173,422.737,4139.6835,896.8031,757.0253,455.0515,672.3127,29,558.1932,612.2972,1255.5346,8,3833.8685,694.9085,734.8775,3,6419.9962,1978.8009,1062.2204,0,24777.1931,0.1,0,53.29,0,0,1,0
5,2694,480,0,-6.9,0,75,0,1,3492.2284,395.1941,1899.2711,1377.7966,922.0993,1081.7296,1145.4451,0,976.4437,808.6779,1490.8889,871.6544,457.3925,3982.7463,885.4552,830.3192,464.1213,695.3351,27,528.9834,624.9853,1291.066,8,3775.6604,798.1241,866.8199,2.4,6183.5727,1992.0582,985.961,0,24194.2226,0.1,0,47.61,0,0,1,0
9,4702,863,0,-6.1,1,72,0,0,3132.5327,404.6239,1682.381,1405.8412,1017.2539,1131.0077,1225.4137,0,1052.0413,1099.6242,1484.8899,917.7106,491.3894,3592.5176,971.1083,933.2381,460.1962,746.5858,31,561.6958,665.1086,1324.9956,9,3803.565,826.8831,989.2755,3,6201.3031,1820.7083,1271.5737,0,23123.7388,0.1,0,37.21,0,0,1,0
5,3022,589,8,-5.5,0,74,0,0,3029.8247,381.0227,1661.7965,1441.2133,1139.5711,1108.1183,1192.7786,0,1020.5986,1251.984,1479.8954,938.3822,531.0156,3239.9796,962.359,981.2819,517.8498,835.4881,32,587.6357,712.101,1306.3635,9,3842.1818,953.759,997.4647,2.1,6094.5099,1728.2669,1501.6816,0,22517.6681,0.1,1,30.25,0,0,1,0
0,1999,397,2,-4.6,0,78,0,0,2977.6375,362.4549,1634.9388,1519.533,1167.8859,1192.6508,1269.8484,0,1096.0207,1338.9254,1507.3423,987.3334,620.0132,3128.451,953.2322,1046.3902,544.9959,858.0404,36,649.8687,745.7624,1440.848,9,3981.5893,995.7986,1063.0023,3,5911.8933,1758.0291,1577.8453,0,22419.4143,0.3,0,21.16,0,0,1,0
1,1900,408,0,-3.5,0,75,0,0,2949.1456,444.7242,1645.3288,1533.5706,1226.307,1145.28,1317.717,0,1043.6264,1420.7548,1569.219,989.2389,739.1287,3167.9628,972.5876,1117.4783,508.6865,858.4284,39,668.2969,787.0658,1311.3475,9,4132.2365,1041.6125,1139.9549,3,6157.355,1720.895,1824.0756,0,22875.7133,0.2,0,12.25,0,0,1,0
0,2181,462,3,-2.7,0,76,0,0,2949.3643,496.1427,1652.333,1453.734,1248.8868,1145.8611,1358.7145,0,1074.3487,1470.593,1611.4171,1032.3574,770.7758,3158.6207,938.792,1125.2033,530.2974,828.9638,38,624.8327,729.4417,1285.4836,9,4419.4169,1006.0214,1211.1457,2.3,6264.6798,1728.4633,1959.6074,0,23238.0291,0.2,0,7.29,0,0,1,1
0,2493,540,0,-3,0,89,0,0,2995.8256,631.8073,1650.8369,1455.3726,1250.4807,1189.7968,1343.1501,0,1148.2946,1438.5691,1622.1714,1051.3322,710.4804,3217.5094,1085.8521,1204.0959,545.1371,862.3626,47,623.7406,732.9898,1301.0535,10,4537.7674,1059.1877,1220.8964,2.8,6207.3721,1729.3032,1994.8798,0,23416.1586,1.1,0,9,0,0,1,0
0,2665,556,0,-2.8,0,91,0,0,3046.6696,589.7264,1668.6101,1343.7042,1219.496,1142.6241,1264.3382,0,1124.5647,1536.8767,1557.9875,1125.0331,766.3041,3186.1794,1030.5024,1222.1481,565.029,956.815,34,662.5549,777.6038,1428.0574,10,4566.7806,1097.3212,1150.0074,2.6,6195.5114,1777.9114,1975.4393,0,23343.3542,3.5,0,7.84,0,0,1,0
1,2904,657,0,-2.8,0,91,2.4,0,3133.5222,563.8782,1718.3326,1378.4339,1261.4631,1197.3384,1264.3745,0,1106.5582,1576.6991,1533.9736,1020.964,666.9822,3208.66,1044.7127,1139.2481,557.9129,896.4967,35,666.0718,766.3622,1448.1085,10,4442.3754,1025.6447,1105.8461,1.9,6131.3199,1835.8357,1925.5543,0,23382.4533,4.5,0,7.84,0,0,1,0
1,3433,744,0,-2.4,0,91,0,0,3179.0956,563.2921,1740.2715,1348.2801,1158.3002,1147.6799,1262.1995,0,1121.0231,1416.1417,1546.9848,1040.4484,517.9612,3286.8102,974.4921,1151.1815,505.9606,833.2713,38,669.5466,737.3547,1310.4573,10,4221.801,945.341,1054.0193,2.6,6045.973,1794.5085,1904.5244,0,23163.7247,4.5,0,5.76,0,1,1,0
0,3967,882,2,-1.8,0,92,0,0,3348.1902,554.7182,1830.3655,1409.2288,1104.6817,1174.3314,1245.4848,0,1112.6394,1481.7874,1642.6544,1015.3498,513.0361,3491.2172,948.19,1043.9654,501.3619,827.3511,37,654.5223,711.4416,1351.9315,10,4405.2146,1011.8249,1030.7864,1,6288.8872,1847.5956,2087.109,0,24263.3535,4.5,0,3.24,0,0,1,0
2,4332,1184,2,-1.3,0,93,0,0,3938.2116,677.836,2249.6711,1549.3571,1126.2757,1255.8259,1377.6073,0,1190.2626,1622.7719,1803.4012,1120.5844,541.6881,4228.0341,918.166,1073.5782,484.54,863.9758,36,600.9102,778.5709,1273.6958,10,4771.7069,1019.6503,1055.6118,2.5,6905.5038,2359.3884,1982.6171,1,27805.2742,4.4,0,1.69,0,0,1,0
0,2983,842,0,-1.9,0,90,0,0,4153.4371,544.63,2307.0467,1491.9892,1100.5747,1230.6135,1394.6021,0,1135.9324,1603.513,1908.9051,1100.5028,483.342,4526.3334,913.3679,1027.967,483.8558,767.8653,40,597.9375,733.4747,1290.697,0,5009.1172,938.8851,1059.2423,1.9,7297.8971,2277.3994,2017.7251,0,28972.1252,4.4,0,3.61,0,0,1,0
1,3174,717,0,-2.8,0,85,0,0,4288.3108,493.105,2341.6517,1523.5822,1013.7152,1232.9299,1344.4934,0,1103.0936,1560.0412,1842.6208,1048.2739,410.4865,4639.415,873.6919,957.4319,483.2226,752.5938,44,588.843,711.2112,1329.7318,0,5070.5205,853.8884,938.733,1.9,7597.7386,2288.5359,1962.0868,0,29592.3755,4.4,0,7.84,0,0,1,0
0,3394,858,0,-3.6,0,84,0,0,4261.1534,514.0059,2361.0927,1522.7057,977.8951,1148.2709,1295.3421,0,1076.4307,1376.3344,1730.3691,1016.5298,412.9008,4637.7166,846.8334,934.8826,500.2104,737.2478,38,569.3121,643.0618,1246.3133,0,5026.2884,809.5098,949.3383,1.9,7437.5264,2252.7522,1679.4983,0,29229.6045,4.4,0,12.96,0,0,1,0
2,3112,758,2,-4.2,0,77,0,0,4122.7891,474.8698,2307.9027,1483.6444,944.496,1150.4416,1165.8018,0,1013.6991,1224.894,1642.815,935.9672,455.5499,4553.9354,837.0203,890.2105,469.4136,690.0872,40,538.7335,611.4729,1253.2793,3,4824.5469,780.8878,901.7279,4.4,7171.7635,2157.2677,1498.8121,0,28264.6647,4.4,0,17.64,0,0,1,0
0,1987,545,0,-5.2,0,79,0,0,3926.962,339.1213,2097.1877,1365.8388,796.2955,1026.9035,1032.1534,0,888.8449,963.4464,1495.3718,835.262,353.9786,4421.8841,797.4485,775.953,416.3509,622.0685,31,493.5782,546.2357,1245.8987,8,4486.739,704.0199,715.8673,3.1,7038.9185,2029.0303,1240.382,0,26861.9322,4.3,0,27.04,0,0,1,0
1,847,357,2,-6,0,76,0,0,3967.9136,350.331,2034.4807,1343.193,796.9668,934.3727,1066.2426,0,853.2631,927.1626,1389.0228,798.2639,350.1186,4370.4623,786.8968,799.2372,403.8722,624.0257,29,483.3567,559.9753,1246.4794,4,4283.0815,717.2106,768.6294,2.2,6790.072,2039.5751,1190.9851,0,26217.801,4.1,0,36,0,0,0,0
0,1,156,1,-6.7,0,78,0,0,3918.7987,344.17,2039.5465,1356.3404,837.3221,925.5162,1114.2076,0,891.6405,867.3866,1396.5258,791.4448,394.9544,4257.1959,792.7504,803.5297,429.2125,621.2377,41,519.2713,565.919,1289.8118,10,4198.9508,674.0084,777.666,1.9,6480.8202,2021.0054,1110.3739,0,25669.1837,4.1,0,44.89,0,0,0,0
0,0,103,0,-7.3,0,79,0,0,3785.494,347.7114,2103.5957,1329.0696,835.5309,906.7975,1083.9261,0,894.8602,910.6635,1383.7093,766.7434,395.9428,4174.3007,788.5462,775.3359,445.2231,636.6265,40,515.4663,555.76,1295.9239,2,4142.0105,656.4703,797.191,1.2,6481.4059,2046.8792,1167.4544,0,25446.4649,4.1,0,53.29,0,0,0,0
0,0,70,0,-7.9,0,81,0,0,3789.0321,326.3123,2051.4455,1330.4164,869.5594,930.1283,1146.1352,0,880.9494,873.8758,1419.585,802.2476,367.4756,4179.0237,811.1925,812.0579,430.6715,646.4689,44,511.3337,540.9793,1281.1714,0,4052.2225,660.9142,812.5314,2.1,6475.3311,2045.8533,1159.6573,0,25342.9096,4,0,62.41,0,0,0,0
0,11,50,1,-8.1,0,80,0,0,3760.8633,350.0384,2090.5045,1329.4121,866.5233,931.5162,1089.8859,0,890.5269,841.1244,1452.7173,798.4296,394.4848,4191.2509,802.9408,818.846,440.9154,648.1862,50,493.724,562.6548,1335.7117,0,4006.0888,639.1274,808.6218,1.9,6384.2183,2031.2695,1088.8237,0,25246.3247,3.9,0,65.61,0,0,0,0
1,602,113,0,-8.4,0,78,0,0,3697.5707,352.5124,2046.7487,1364.5153,871.5553,923.4168,1069.4343,0,904.1427,818.8557,1421.7509,820.3902,399.671,4205.0607,826.1733,821.6592,437.4356,632.4451,46,515.1095,581.3712,1309.2689,0,3902.007,690.748,829.1601,2.5,6319.2913,2002.7383,1020.7851,0,24959.6829,3.7,0,70.56,0,0,0,0
2,971,224,0,-9,0,77,0,0,3651.0728,382.9143,2086.2992,1329.1578,924.705,985.5457,1116.8353,0,913.6647,799.2979,1508.964,833.4047,412.0147,4120.2709,820.7418,817.2872,447.13,640.4496,40,538.1167,619.5761,1273.2956,0,3882.0438,746.8039,858.5665,1.9,6260.5753,2049.4661,1030.1096,0,24887.8499,3.6,0,81,0,0,0,0
0,2542,525,0,-9.6,0,71,0,1,3516.7481,430.1751,2000.1096,1409.7202,932.2067,1053.8506,1179.9096,0,962.5001,806.9576,1446.3002,857.9814,501.8836,3983.2254,918.761,902.2734,489.7055,671.9285,41,535.8125,645.8158,1390.8992,2,3808.9774,839.506,943.5154,2.2,6043.1394,2000.021,936.6414,0,24208.2413,3.4,0,92.16,0,0,0,0
4,4604,926,0,-9.4,1,63,0,0,3102.0992,397.4655,1781.8482,1312.0395,1089.1965,1042.8343,1164.8686,0,1027.2608,1018.1827,1441.9704,888.3032,428.2824,3542.9518,959.9006,975.8309,509.414,688.6129,33,518.7081,665.9286,1456.6599,8,3802.1995,810.8885,1044.1889,2.4,5957.6325,1851.5043,1101.6809,0,22792.2454,3.4,0,88.36,0,0,0,0
3,2949,623,7,-8.8,0,63,0,0,2903.9987,427.7837,1725.8951,1419.485,1148.656,1090.4051,1227.8509,0,989.988,1012.6116,1412.4395,944.456,606.4165,3160.3248,1006.9509,1040.6191,519.7883,742.498,26,542.8686,674.9101,1427.336,7,3842.6987,887.5472,1085.5499,2.6,5655.0393,1741.5534,1182.4227,0,21861.4345,2.8,1,77.44,0,0,0,0
2,1853,427,1,-7,0,59,0,0,2883.8657,513.2824,1675.9898,1409.4949,1217.0155,1137.3688,1204.111,0,1080.5264,1140.8794,1512.6429,953.1299,640.3871,3116.8698,994.6802,1099.5942,561.1523,752.9104,32,560.1266,662.9212,1394.7513,2,3990.9805,993.1054,1184.8959,1.8,5693.3419,1721.2606,1277.3873,0,22004.4461,2.7,0,49,0,0,0,0
1,1904,471,2,-5.1,0,43,0,0,2938.8179,598.4062,1731.9488,1492.9907,1197.4352,1138.0606,1289.136,0,1041.8579,1206.9078,1518.3797,976.3638,679.0422,3081.3537,931.8752,1146.7792,523.0802,760.2064,30,637.0198,674.3886,1369.8196,4,3974.7671,1112.7935,1277.6867,1.5,5844.6262,1791.7958,1402.6493,0,22374.6799,2.6,0,26.01,0,0,0,0
1,2169,486,1,-4.3,0,42,0,0,2958.017,574.6017,1766.7718,1464.6169,1257.839,1167.0554,1309.1189,0,1017.7513,1290.557,1561.9517,1050.6887,625.2616,3087.9291,908.1395,1157.2894,520.707,786.6036,28,585.4251,704.5368,1348.1551,6,4004.8447,1148.2165,1282.5484,2.5,6034.7355,1865.4597,1563.5553,0,22744.3264,2.5,0,18.49,0,0,0,1
0,2387,596,0,-2.4,0,39,0,0,2900.3936,657.4317,1764.922,1472.867,1308.4231,1188.0476,1278.4887,0,1123.2886,1414.9693,1638.1916,1038.1554,713.8786,3043.83,988.4546,1154.1394,503.5279,783.5672,28,621.7922,701.9976,1378.9125,7,4140.5925,1163.8086,1305.2361,1.9,6184.2491,1792.6216,1601.5081,0,22937.6674,2,0,5.76,0,0,0,0
2,2705,577,0,-2.7,0,39,0,0,2950.8958,556.6178,1737.3618,1552.3629,1324.366,1207.4353,1311.9075,0,1060.1478,1404.2987,1633.1904,1069.6577,623.3813,3124.0905,944.3903,1166.0101,560.8594,788.5381,30,656.5117,715.249,1387.6674,3,4035.4459,1194.9847,1318.6694,2.7,6155.8275,1773.3537,1821.6747,0,22962.5285,1.9,0,7.29,0,0,0,0
0,3114,761,2,-2.3,0,37,0,0,2981.8656,570.738,1805.6179,1588.2151,1256.236,1218.6446,1309.7648,0,1073.0449,1349.619,1612.0783,1023.8379,611.3831,3199.0281,891.643,1119.8889,545.6711,829.5797,32,613.0236,675.7402,1399.087,2,4070.9765,1182.7487,1244.6686,2.7,6184.8666,1751.7379,1797.7599,0,23194.386,1.8,0,5.29,0,0,0,0
2,3446,767,0,-3,0,39,0,0,3096.4202,595.534,1792.0209,1590.3232,1229.8216,1224.6464,1267.3582,0,1063.9019,1345.4572,1614.1914,1111.1219,492.7867,3291.4335,953.7097,1048.0387,550.6599,855.585,22,604.512,682.3684,1344.0044,6,4226.7161,1085.4297,1133.3271,3.1,6066.251,1829.1003,1825.0986,0,23506.4566,1.7,0,9,0,1,0,0
2,4581,825,1,-4.2,0,48,0,0,3196.671,516.7749,1924.8559,1629.5918,1188.1434,1250.1474,1369.1024,0,1053.6719,1530.8422,1683.8728,1090.8643,503.9711,3543.673,946.4896,1035.3653,530.317,805.4713,23,622.091,700.1328,1251.342,3,4573.9116,1051.9143,1056.3079,2.6,6437.5803,1939.0476,1938.9232,0,24929.204,1.7,0,17.64,0,0,0,0
4,4844,1133,1,-5.3,0,49,0,0,3840.1044,623.7599,2226.6779,1724.9366,1186.3948,1347.9714,1448.7266,0,1142.1137,1625.7211,1895.0867,1119.9997,571.4795,4321.8454,922.3118,1048.0098,518.122,818.0793,26,641.8534,715.632,1268.1456,4,5011.0174,1083.0302,1170.4855,3.2,7343.0525,2228.2269,2107.4976,1,28590.9478,1.7,0,28.09,0,0,0,0
1,3464,986,8,-5.7,0,46,0,0,4412.021,635.3141,2403.6577,1799.7148,1191.9625,1427.0386,1548.6619,0,1187.1208,1635.6549,1978.4635,1118.1819,569.8045,4734.3463,891.9392,1052.9394,504.9895,762.1601,17,608.8081,738.5892,1331.4099,6,5611.644,998.4723,1162.2353,1.4,7888.8199,2360.6877,2260.4607,0,31189.3549,1.7,0,32.49,0,0,0,0
1,3335,712,1,-6.2,0,50,0,0,4664.2141,576.4851,2510.4481,1718.9254,1197.5608,1376.406,1458.3245,0,1187.9256,1643.1883,2007.8117,1150.5452,596.3753,4895.4488,888.2427,1000.7466,532.493,779.5149,16,604.4277,715.228,1295.7869,7,5682.0289,986.8678,1137.5856,1.5,8048.7048,2410.1848,2166.3671,0,31937.7666,1.7,0,38.44,0,0,0,0
2,3841,737,1,-6.3,0,50,0,0,4867.5768,462.5269,2510.6961,1582.3072,1107.6402,1299.4151,1379.1127,0,1105.5285,1534.9907,1890.8709,1060.0021,529.2044,5176.1836,874.4401,951.576,481.0925,710.1246,23,621.9148,698.8853,1246.9649,8,5654.4831,931.4874,1082.3468,2.7,7839.9951,2433.223,1955.4089,0,31955.3358,1.7,0,39.69,0,0,0,0
1,4175,790,4,-6.4,0,50,0,0,4855.6184,444.8539,2523.5756,1620.1869,990.8427,1242.5887,1320.6951,0,1006.2756,1418.5215,1839.2842,944.7753,518.887,5049.2238,831.1492,864.591,452.834,687.6885,22,596.5275,654.7866,1203.3178,9,5591.9306,867.4913,982.0093,1.3,7619.4599,2402.1173,1655.4948,0,31501.3967,1.7,0,40.96,0,0,0,0
1,3145,542,0,-6.7,0,53,0,0,4746.1536,357.4018,2403.0191,1402.4715,819.6207,1043.6853,1187.4104,0,915.8202,1117.754,1649.7141,825.9311,379.3275,4810.406,794.976,761.7676,428.2239,599.4423,26,511.0831,576.321,1131.7065,10,5208.6726,727.2578,854.3604,2,7224.2852,2189.5931,1358.5291,0,29634.3152,1.7,0,44.89,0,0,0,0
0,1,552,1,-6.9,0,56,0,0,4434.9958,321.7841,2280.0677,1357.6651,846.994,1011.3639,1161.7945,0,842.6303,1007.7703,1614.7179,766.2551,362.6774,4598.9901,802.5306,773.7152,416.5909,604.6978,35,507.0171,584.4655,1136.177,9,4938.1482,705.3961,821.3537,1.7,7058.9214,2034.2436,1286.2073,0,28317.7498,1.7,0,47.61,1,0,0,0
1,0,160,1,-7.1,0,56,0,0,4342.8417,319.9375,2193.7875,1359.1353,824.1012,1004.0417,1068.5216,0,878.301,1009.2963,1575.3807,776.9374,362.2909,4534.9015,793.6007,771.2751,406.6824,618.0743,33,505.3793,558.7013,1161.5551,10,4782.2161,706.0546,815.0183,2,6792.098,2027.1327,1166.4196,0,27607.4935,1.7,0,50.41,1,0,0,0
1,0,131,0,-7.8,0,61,0,0,4121.2946,345.9765,2120.7718,1324.3931,820.6374,931.9322,1033.7271,0,865.6213,906.5906,1557.0997,784.6888,359.2781,4374.2951,796.0069,792.7077,438.4308,598.3736,38,523.8869,558.4222,1177.6232,0,4532.5757,729.9727,780.4861,2.1,6711.2846,2036.3723,1141.9144,0,26778.0869,1.7,0,60.84,1,0,0,0
0,0,92,0,-8.4,0,61,0,0,4019.1784,336.8382,2061.1835,1362.166,772.1889,942.9773,1072.3303,0,825.9568,865.6705,1536.4539,836.046,385.1672,4293.17,758.9318,800.7569,396.8316,610.1316,35,506.4616,572.6943,1178.6438,0,4334.0009,729.8584,804.2361,0.5,6568.4685,1985.182,1107.4323,0,26159.8032,1.7,0,70.56,1,0,0,0
1,23,70,3,-8.3,0,63,0,0,3939.7916,386.1994,2052.8187,1358.9057,798.1302,900.1866,1066.2125,0,843.7446,851.911,1541.777,776.8344,419.4124,4152.0406,781.0529,807.341,411.0251,609.9789,31,502.0688,567.545,1127.4588,9,4213.0217,684.9563,825.3786,1.6,6459.6386,1961.1755,1070.9122,0,25679.1694,1.7,0,68.89,1,0,0,0
0,688,110,0,-8.4,0,60,0,0,3788.7709,328.7174,1992.5225,1313.1472,784.4349,890.2442,1023.5855,0,825.1202,793.6707,1443.3069,787.1261,410.0533,4066.7025,750.7594,795.524,400.4424,613.1629,32,482.5507,556.1199,1148.0686,8,4005.2836,655.2639,808.7726,2.8,6169.1258,1896.457,994.8362,0,24675.3164,1.7,0,70.56,1,0,0,0
0,703,181,0,-7.9,0,55,0,0,3674.4447,341.8386,2001.253,1347.9501,806.3931,868.5452,1027.5352,0,841.7325,776.2329,1510.8235,769.3288,394.5778,3999.8707,756.4656,788.5043,391.3474,601.8559,27,500.6767,546.6008,1210.9392,9,3831.7447,688.6519,810.2578,2.5,5995.2876,1910.7275,964.6806,0,24272.1018,1.7,0,62.41,1,0,0,0
0,835,183,0,-7.7,0,66,0,1,3569.5695,397.5817,2009.6971,1333.0092,809.9574,939.9106,1041.881,0,830.825,752.4434,1464.562,777.5794,411.8114,3915.3458,708.6608,809.4399,414.7112,643.5686,26,491.4895,576.5576,1122.8214,10,3725.8035,671.6978,793.5559,0.6,5891.5133,1880.5446,938.9655,0,23790.045,1.7,0,59.29,1,0,0,0
5,1476,329,0,-7.5,1,79,0,0,3474.0083,347.4701,1981.8249,1334.7509,877.6899,964.8469,993.7074,0,883.0407,780.1549,1478.0199,771.9941,442.2351,3807.4233,760.0191,793.1628,423.9052,681.2026,29,503.9542,591.0136,1080.9641,10,3560.1507,679.071,870.3674,0.6,5756.9489,1812.8599,976.6284,0,23205.9868,1.9,0,56.25,1,0,0,0
2,1837,375,1,-7.1,0,70,0.2,0,3385.4039,471.7506,2013.3172,1373.1271,914.8698,1085.3047,1128.3124,0,916.7586,793.9437,1506.6054,824.8599,432.1378,3714.2271,803.2165,894.3741,432.9193,674.0725,16,540.2356,610.8665,1187.6891,7,3651.2875,802.9844,942.4899,1.5,5586.1063,1898.2778,1076.2776,0,23128.3523,1.9,1,50.41,1,0,0,0
