"timestamp","spot_number","rent_num","temp","rain","wind","wet","snow","cloud","dust","1_2","2_3","3_4","4_5","5_6","6_7","7_8","8_9","9_10","10_11","11_12","12_13","13_14","14_15","15_16","16_17","17_18","18_19","19_20","20_21","21_22","22_23","23_24","weekend","m0","m10","m5","m20","m25","m30","m35","m40","m45","m50","m55","m60","m65","m70","f0","f10","f15","f20","f25","f30","f35","f40","f45","f50","f55","f60","f65","f70","bus_passenger","sub_passenger","ele_male","ele_female","mid_male","mid_female","high_male","high_female"
"2022-08-23 19:",553,9,27.3,0,3.5,57,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,460.1616,227.5442,316.2987,384.401,526.3159,604.8025,691.1158,536.3959,545.3345,598.4113,680.3426,440.1253,352.1897,758.709,387.4745,188.0276,266.6123,486.3894,603.6458,684.9817,647.4546,474.1992,699.5857,684.3348,755.1531,574.0598,465.7553,1211.648,340,528,6377,6099,3463,3502,3540,3266
"2022-05-17 06:",553,1,13,0,1.8,80,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.2406,243.9009,313.3486,470.5205,661.0773,716.196,719.5225,625.7251,525.3908,566.7318,570.9891,461.6242,296.9236,650.6076,452.0901,219.3835,299.0486,530.5528,645.7825,836.8052,633.6886,517.033,665.8394,605.0019,701.2641,525.5126,453.4017,1082.8678,247,600,6377,6099,3463,3502,3540,3266
"2022-08-26 19:",553,8,24.8,0,4,69,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,485.0148,239.8329,303.5015,401.9062,480.658,638.4756,591.2792,631.1023,546.6373,583.6679,679.7379,532.2898,395.0331,680.4879,403.2292,195.6731,300.2252,445.8649,519.7319,626.1351,655.5438,476.2352,698.1631,662.3792,792.9453,589.1971,536.4389,1271.104,370,536,6377,6099,3463,3502,3540,3266
"2022-12-06 20:",553,0,2.9,0,2.7,59,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,444.7274,219.9116,283.7828,395.4538,549.487,537.3918,697.6055,574.0863,586.8443,622.282,633.047,498.9082,326.2108,676.5726,559.6429,271.5751,315.8515,436.9592,663.0225,721.3185,729.6762,532.5756,762.8953,694.9801,775.978,629.0292,480.3429,1191.184,184,259,6377,6099,3463,3502,3540,3266
"2022-04-13 09:",553,0,13.5,0,5,82,0,10,70.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418.9995,207.1896,177.7365,345.1057,500.9347,524.2906,525.7304,538.5725,554.4614,497.902,547.4167,394.414,236.0331,703.5717,437.2885,212.2009,209.0802,422.9457,518.1477,621.5692,611.9232,503.8455,651.825,570.3206,692.7058,535.8334,454.7123,1141.3116,340,968,6377,6099,3463,3502,3540,3266
"2022-05-03 01:",553,1,11.5,0,1.8,59,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.5676,252.4689,326.2614,432.6448,686.6611,733.715,751.7383,604.1209,595.5985,580.614,635.6192,506.4524,350.2548,741.7122,501.6288,243.4231,313.2401,501.3531,629.2497,820.5013,695.731,523.1387,703.7139,645.829,793.8663,603.931,452.7295,1084.8233,9,0,6377,6099,3463,3502,3540,3266
"2022-06-22 06:",553,2,22.2,0,1.8,87,0,9,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.1893,258.71,289.2228,453.2703,655.5816,656.3481,748.6971,620.3114,551.7261,482.203,594.8467,450.3024,283.2125,715.9814,473.8751,229.9552,321.1507,531.2427,668.9996,778.3855,703.2178,506.2654,704.693,648.8079,799.2868,528.7544,472.1864,1178.3315,277,602,6377,6099,3463,3502,3540,3266
"2022-05-03 04:",553,2,9.8,0,0.6,65,0,0,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.5174,259.8613,334.5223,468.8266,703.1867,741.6178,735.7768,645.3134,586.7308,581.5232,658.021,523.5662,354.4366,743.3211,494.3623,239.8967,306.78,533.6496,666.2334,846.1153,698.7305,530.2533,707.2581,670.4788,810.3129,597.6515,461.2634,1143.3726,77,0,6377,6099,3463,3502,3540,3266
"2022-04-12 16:",553,0,25.9,0,3.1,54,0,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,697.4985,344.9035,274.4561,370.1846,503.5241,493.6686,593.2097,550.8672,531.5878,560.8517,619.9751,400.0515,331.1406,792.2351,626.6012,304.0675,262.6294,404.5601,505.624,586.4858,574.4259,500.6654,735.2764,633.6894,772.2989,594.6162,418.7532,1278.5132,454,758,6377,6099,3463,3502,3540,3266
"2022-08-03 13:",553,1,28.6,0,2.6,85,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,351.5293,173.8265,241.2468,395.8888,503.773,503.1362,546.2427,555.6424,522.6452,532.6034,548.9345,443.2,298.7329,642.7461,367.1364,178.1584,284.6145,422.988,448.4779,531.8421,518.5566,474.7293,646.6376,595.2058,674.5599,498.3174,436.8144,1107.075,275,418,6377,6099,3463,3502,3540,3266
