"y","bus_passenger","past_rent","sub_passenger","temp","wet","X8_9","m25","m5","f20","m30","f0","sunny","f55","m40","m20","f25","m65","f65","f15","m45","f60","m0","wind","f30","m55","rain","dust","f70","f35","f45","m60","m35","most_use","f40","m70","m50","f50","cloud","weekend","X9_10","X17_18","X23_24","temp.sqr","X15_16","X22_23","semester","snow"
2,612,2,3341,-1.7,32,0,3597.7165,1308.8976,6078.7309,2224.6591,852.916,0,827.649,1194.899,3804.3557,3865.8408,410.5159,570.3915,1875.6827,1163.4163,718.0016,722.7519,2.2,2118.911,892.9624,0,19,1179.9204,1547.7549,1114.9808,591.6884,1611.4088,24849.3777,1052.1232,840.4028,959.5207,984.1653,9,1,0,0,0,2.89,1,0,1,0
1,637,1,3922,-2.2,33,0,3758.7632,1313.7453,6185.4722,2273.4281,806.4445,0,870.9948,1163.0191,4017.8148,3989.0617,417.0064,587.7873,1875.2243,1150.3474,695.2566,681.0781,2.8,2157.7631,867.8028,0,24,1210.1025,1553.3578,1021.8974,604.3021,1617.6207,25553.2816,1061.2222,858.3946,960.7462,932.0531,9,1,0,0,0,4.84,0,0,1,0
2,725,2,3757,-2.7,33,0,3994.184,1392.3492,6508.8932,2268.8177,768.044,0,903.5731,1141.0933,4245.7463,4131.017,474.5993,610.22,1792.6947,1225.2951,672.7075,634.858,2.1,2234.7315,857.8453,0,29,1283.7887,1537.5139,1073.4592,646.1828,1581.3551,26502.2587,922.247,859.9001,920.4237,944.1817,9,1,0,1,0,7.29,0,0,1,0
6,649,1,3300,-3,36,0,4096.8412,1614.4874,6763.2836,2210.8942,685.8776,0,861.875,1109.7928,4537.2538,4299.2243,470.5842,623.7341,1916.7711,1269.7971,667.6826,664.91,2.3,2286.9731,873.3387,0,18,1308.0087,1529.9376,992.166,620.0599,1593.6269,27318.0347,898.463,857.2633,927.3749,918.5411,9,1,0,0,0,9,0,0,1,0
2,570,2,2837,-3.3,37,0,4162.8536,1487.8393,6976.3458,2289.9573,606.7348,0,828.8713,1050.1561,4592.619,4368.8516,482.7263,573.6545,1918.3961,1175.2265,660.0392,662.5132,2.4,2278.0211,838.2808,0,21,1286.6527,1431.2291,920.0117,603.3985,1558.8577,27658.7352,832.347,876.8451,864.8911,911.9691,10,1,0,0,0,10.89,0,0,1,0
5,551,1,3284,-3.6,38,0,4219.9599,1396.4582,7114.506,2161.4611,596.2917,0,801.0571,985.1173,4718.1095,4424.3047,434.7583,563.2029,1779.8089,1135.5239,675.2564,582.3794,1,2184.4105,834.3798,0,17,1274.0063,1383.3652,902.732,615.2108,1596.7387,27802.8556,803.0989,894.6699,877.7132,875.2359,10,1,0,0,0,12.96,0,0,1,0
3,632,3,3372,-4,38,0,4133.7888,1303.2427,7102.2446,2084.0345,489.3329,0,745.4415,1002.8405,4730.0129,4473.9773,445.7732,596.6623,1585.9873,1087.3707,651.7174,609.0412,2.3,2097.965,821.3626,0,15,1255.0468,1377.57,922.6037,572.5755,1520.739,27520.3321,809.4943,864.6282,825.4313,840.566,3,1,0,0,0,16,0,0,1,0
4,637,1,3645,-4.3,40,0,4012.7633,1097.1,6825.9586,2021.863,419.1056,0,767.5507,993.7758,4442.6196,4212.9106,441.5703,581.0648,1333.7034,1066.7042,645.1716,569.7329,2,2066.0977,809.4362,0,17,1224.3757,1398.8988,894.1279,569.2956,1492.3035,26473.4151,782.6535,858.6684,831.1438,817.9485,9,1,0,0,0,18.49,0,1,1,0
3,469,1,2187,-4.8,45,0,3897.9351,896.8023,6672.3116,1965.6487,367.8355,0,644.4772,898.6622,4265.2863,4182.6264,383.0942,535.2237,1193.3231,1010.1332,627.9584,382.1496,3.1,1970.1856,793.6049,0,22,1140.1743,1319.6091,822.2333,560.4177,1354.0849,25627.6877,680.4776,802.7987,802.3053,733.6553,10,1,0,0,1,23.04,0,0,1,0
3,140,2,266,-5.2,47,0,3872.6057,826.1655,6701.6672,1963.1205,337.3922,0,653.6673,919.2215,4176.1762,4220.8886,376.723,530.6442,1114.0303,1021.8004,602.8977,418.6202,1.2,1969.5489,810.2682,0,16,1166.7413,1333.6677,813.3561,545.609,1348.8756,25586.5504,674.4951,796.0025,783.5567,767.8419,9,0,0,0,0,27.04,0,0,1,0
3,59,3,0,-5.4,50,0,3845.6558,819.9831,6664.0891,1945.2272,334.0381,0,635.2721,923.8081,4119.1926,4203.4967,365.2326,511.5544,1069.6345,1045.6112,603.1554,398.9056,2.6,2013.2518,796.7871,0,17,1211.3704,1320.7506,800.1888,521.1402,1417.151,25528.8148,700.1229,797.4722,787.8697,768.7809,10,0,0,0,0,29.16,0,0,1,0
0,102,0,0,-5.6,49,0,3789.7499,792.8109,6574.8546,1937.7564,410.5431,0,640.3014,944.2384,3954.1879,4223.268,366.2356,511.047,1108.1036,1041.7577,610.8258,405.604,2.7,1999.987,801.0304,0,19,1175.7108,1342.9,807.1079,536.2357,1462.3192,25285.023,740.6487,800.5276,762.1478,764.1457,10,0,0,0,0,31.36,0,0,1,0
1,34,1,0,-5.7,48,0,3786.5754,753.4783,6449.4743,1928.0726,387.0475,0,626.8676,932.7755,3881.0339,4181.2214,377.7603,513.3088,1011.7902,1049.2689,619.8448,413.4166,3.4,2040.3586,806.7459,0,10,1194.3032,1354.1821,822.7543,528.4055,1458.998,25079.9163,751.2156,802.01,784.2899,762.9618,9,0,0,0,0,32.49,0,0,1,0
1,46,3,10,-5.6,46,0,3773.2584,752.2809,6463.5632,1920.9897,371.8827,0,653.3007,940.9226,3815.8213,4181.9183,394.1427,494.2412,978.663,1044.4235,617.6047,417.4435,2,2019.5784,803.8639,0,15,1178.4111,1332.6388,822.8325,524.7303,1440.5976,24948.3657,750.52,815.5366,771.3813,762.4915,9,0,0,0,0,31.36,0,0,1,0
0,99,0,650,-5.5,40,0,3737.29,756.0887,6376.4519,1935.3662,346.6068,0,669.3771,958.3408,3767.4012,4118.2577,368.6237,512.8089,954.104,1035.9392,628.6222,418.9879,3,2000.0935,782.4666,0,11,1194.3978,1376.3056,817.4425,525.3618,1392.8772,24704.0433,752.3311,851.2022,779.2308,780.8348,9,0,0,0,0,30.25,0,0,1,0
1,226,4,962,-5.7,39,0,3643.854,759.1163,6250.3002,1973.0511,371.8862,0,712.5692,961.5217,3672.946,4085.2463,417.924,562.9221,930.5187,1061.0498,644.0211,428.4479,2,1985.8153,801.0257,0,10,1237.4337,1365.1814,821.5927,552.3549,1453.0316,24429.4259,778.1285,871.5647,864.2251,816.334,9,0,0,0,0,32.49,0,0,1,0
2,481,1,2643,-6.5,44,0,3452.8097,712.0395,6158.8598,1904.483,325.4269,0,764.975,1085.9872,3598.0815,3933.3763,423.3548,537.9275,964.1461,1184.4675,663.0404,424.0389,1.8,1895.1121,905.949,0,10,1311.7164,1352.2877,893.9713,604.4588,1455.4261,23750.4362,830.7256,862.6739,904.4279,848.096,8,0,0,0,0,42.25,0,0,1,0
13,843,11,4774,-7,47,1,3036.583,994.4331,6016.4113,1681.5923,342.0963,0,786.3141,1044.3478,3807.7023,3462.5625,426.1138,574.2764,1139.8662,1244.5485,737.383,493.7541,2.3,1653.6394,927.0871,0,25,1278.1753,1322.4635,979.8117,667.1452,1413.0144,22393.9687,1046.2039,883.4411,987.1402,920.9118,3,0,0,0,0,49,0,0,1,0
12,583,14,3007,-6.3,44,0,2903.639,1088.4786,5820.2265,1642.8664,341.8695,0,856.0172,1111.3284,3898.6315,3097.7227,479.4643,651.5376,1137.2465,1195.1408,701.5987,527.4429,1.7,1633.0839,1055.0248,0,18,1360.8809,1322.5852,1064.1442,665.1834,1410.0196,21728.7748,1115.5182,998.628,978.2722,988.5694,2,0,1,0,0,39.69,0,0,1,0
3,382,7,1800,-4.1,34,0,2979.1109,1206.4675,5988.9371,1621.6617,380.3422,0,917.1208,1124.7717,4111.151,2972.9538,471.5791,579.1582,1235.2796,1283.3492,762.8878,481.3428,2.4,1641.0765,1047.2024,0,14,1333.7529,1352.6448,1076.3777,684.6849,1442.1607,22109.6965,1180.7721,976.0613,1039.2242,971.9967,1,0,0,0,0,16.81,0,0,1,0
3,364,7,1765,-3.1,34,0,3036.2057,1350.1979,6397.2515,1619.154,364.9453,0,973.436,1122.6225,4613.8256,3032.3198,482.3061,638.6155,1341.0147,1245.136,747.7572,561.8581,3.5,1704.6148,1088.8447,0,20,1273.2586,1502.6054,1143.8923,683.8122,1529.0688,23435.0456,1169.2493,954.1532,1074.1029,931.5725,1,0,0,0,0,9.61,0,0,1,0
3,396,5,1887,-2.5,35,0,3056.9689,1442.7241,6284.6126,1613.9949,393.9607,0,989.7897,1186.2159,4649.1227,3046.4318,464.8137,627.7448,1482.0617,1224.2437,751.9237,492.9129,3.7,1751.3093,1088.4131,0,32,1208.7683,1499.2595,1114.7956,682.6429,1432.105,23333.8047,1164.5599,956.7743,1040.3332,964.7252,3,0,0,0,0,6.25,0,0,1,0
7,460,3,1962,-0.4,33,0,3017.5251,1515.5015,6377.1491,1614.3363,383.4743,0,988.4885,1187.7966,4728.9777,3079.6353,494.8853,619.3705,1659.1246,1286.1511,811.6825,595.9138,3.9,1796.705,1103.954,0,56,1278.0819,1446.0883,1140.5353,724.1891,1443.1602,23503.577,1218.0516,1103.3902,1077.0136,960.6882,0,0,0,0,0,0.16,0,0,1,0
3,518,5,2215,0.6,30,0,3072.0153,1406.9563,6498.9775,1635.4724,279.0557,0,989.5843,1165.903,4838.528,3174.805,524.0031,670.4462,1663.9818,1277.8488,859.4515,423.8306,3.3,1802.0417,1048.7856,0,56,1288.5764,1446.3064,1169.1945,702.8828,1455.4333,23923.5796,1199.3399,997.6948,1103.4022,1019.3092,0,0,0,0,0,0.36,0,0,1,0
4,595,4,2558,1.8,26,0,3151.8717,1528.2924,6267.4568,1606.2862,324.9221,1,1076.0287,1163.6048,4739.5799,3127.3926,497.7863,678.2729,1677.4073,1333.8084,889.9485,453.5017,3.1,1833.3871,1073.7695,0,56,1207.6261,1479.9132,1226.6619,708.7271,1472.5649,23678.4524,1214.0272,957.794,1065.9966,1028.4899,0,0,0,0,0,3.24,1,0,1,0
3,646,3,2884,1.5,28,0,3298.601,1450.19,6328.5391,1732.0818,380.5369,1,1024.5814,1138.5807,4676.3164,3219.1673,523.4647,606.6554,1632.1384,1376.7242,824.4105,485.5142,2.6,1809.6637,1124.2131,0,56,1265.5106,1426.5271,1148.9979,730.0349,1496.1998,23987.0962,1184.2316,965.3312,1113.2181,1094.797,0,0,0,0,0,2.25,0,0,1,0
7,839,4,4014,0,33,0,3307.8749,1548.1838,6403.488,1816.68,394.6081,0,1009.4296,1188.299,4693.9637,3367.2552,498.0131,610.8155,1706.7168,1324.5913,806.0609,483.6316,2.7,1828.8664,1089.6633,0,57,1229.0163,1349.6512,1089.7715,716.3818,1570.388,24338.1674,1105.8399,968.3498,1091.7867,972.4046,0,0,0,1,0,0,0,0,1,0
10,1179,4,4299,-1,37,0,3749.2782,1492.418,6693.3873,2033.46,365.5935,0,1021.7569,1314.401,4875.9997,4130.8241,552.7074,594.7981,1804.5722,1424.6553,785.9085,523.8111,1.5,2359.4585,1070.9534,0,22,1194.0301,1625.6172,1182.8308,766.0065,1797.6153,27265.6403,1164.1534,948.8563,1144.7051,1013.5902,0,0,0,0,0,1,0,0,1,0
9,879,15,2913,-1.7,41,0,4033.5504,1436.6448,7161.7293,2137.7937,388.8931,0,952.8822,1223.5868,5096.7483,4372.9401,489.425,637.4395,1773.8858,1319.1656,786.4438,566.5991,2,2301.4294,1003.3202,0,20,1236.0756,1599.1139,1070.6393,728.7174,1747.0632,28450.3683,1083.975,917.3454,1051.9712,1008.3466,0,0,0,0,0,2.89,0,0,1,0
7,725,5,2717,-2.2,46,0,3998.2285,1335.9824,7174.6885,2171.9494,379.9261,0,907.2193,1204.9387,5023.1005,4541.3583,466.8666,607.3837,1710.1236,1341.3282,730.7357,444.2403,1.5,2323.3483,1040.1469,0,30,1182.3128,1535.8253,1022.1312,729.1777,1735.9398,28504.4386,997.0623,916.8599,1033.9296,941.1418,0,0,0,0,0,4.84,0,0,1,0
9,639,6,2738,-2.6,50,0,4026.1211,1292.1136,7041.5381,2137.0661,409.6832,0,867.5288,1215.8549,4918.1753,4523.2793,456.4427,613.6198,1531.6649,1275.8529,699.3594,422.8218,1.2,2246.8987,979.2749,0,38,1199.011,1540.0314,937.375,654.1413,1625.931,28059.041,955.1964,890.1823,978.3096,887.0007,0,0,0,0,0,6.76,0,0,1,0
3,619,4,2278,-2.9,53,0,4092.0882,1222.4218,6939.6944,2080.8464,396.5906,0,818.0805,1072.4902,4691.6915,4420.787,436.1964,596.8986,1378.3697,1187.303,671.2285,473.3003,1,2198.8977,905.2326,0,34,1160.5789,1441.5457,936.9461,658.0929,1548.8252,27414.3761,912.7865,871.0076,886.1282,855.2144,0,0,0,0,0,8.41,0,1,1,0
2,362,4,1227,-3,56,0,3930.2107,1027.3633,6785.6968,1975.5689,321.8398,0,698.6594,881.3305,4378.0405,4260.7414,363.5628,520.7266,1202.0643,1042.0348,651.2355,393.904,1.1,2071.2504,815.1288,0,32,1146.9501,1283.4514,782.3335,562.3549,1442.4412,26127.4013,781.5188,795.6291,760.1327,766.3021,0,0,0,0,1,9,0,0,1,0
2,140,4,266,-3.1,56,0,3913.502,1033.9674,6877.1931,1928.5545,333.4759,0,653.8705,880.976,4249.2668,4280.2346,364.4738,526.5463,1115.594,1041.6418,627.483,400.9838,1.1,2080.8401,805.4848,0,34,1168.7778,1267.1234,761.8258,522.9695,1430.5836,26027.2981,755.1287,815.9141,746.8415,765.3753,0,0,0,0,0,9.61,0,0,1,0
1,59,1,0,-3.4,61,0,3863.0968,1023.0639,6826.2776,1959.9096,358.2053,0,680.7926,864.3009,4202.9796,4227.5054,369.4877,527.7908,1170.7808,1015.6657,622.3825,456.4926,1.6,2036.1921,790.4399,0,32,1199.1685,1302.5185,765.8635,548.5189,1431.1725,25849.6521,736.5161,791.1863,747.9104,748.9331,0,0,0,0,0,11.56,0,0,1,0
3,102,1,0,-3.6,62,0,3874.3166,1041.0527,6696.502,1973.7148,354.674,0,651.7239,890.1435,4206.8958,4241.9506,355.3281,530.077,1204.8732,1046.6972,618.3633,439.0151,2.1,2058.5762,775.8462,0,40,1205.492,1312.1287,767.0342,520.5638,1426.0184,25790.1031,738.0668,794.0087,759.5284,758.2779,0,0,0,0,0,12.96,0,0,1,0
1,34,0,0,-3.8,62,0,3832.0512,1050.8468,6692.6927,1965.9697,379.5454,0,629.0441,900.1665,4290.2255,4264.7673,370.6726,520.3886,1227.3917,1012.252,624.6705,453.2723,1.7,2072.9066,780.3564,0,38,1207.1425,1340.1211,779.4816,516.953,1429.9769,25888.711,748.456,801.8186,784.2699,749.6995,7,0,0,0,0,14.44,0,0,1,0
1,46,3,10,-3.1,62,0,3825.7871,1053.4084,6635.3245,1946.4013,343.5385,0,635.1482,915.4781,4254.6866,4247.3915,371.3746,517.8925,1202.2156,1009.061,618.538,453.1858,1.9,2062.9804,763.4298,0,31,1218.0624,1353.3001,763.9079,526.0474,1454.6223,25780.4938,776.42,785.3136,760.3057,750.7452,9,0,0,0,0,9.61,0,0,1,0
0,99,0,650,-2.5,60,0,3767.3965,1081.9813,6631.2641,1941.0913,340.0594,0,639.3643,931.1695,4201.1884,4236.1448,373.5637,536.7486,1081.4213,1033.4857,588.7219,438.8986,1.1,2045.5859,749.6442,0,32,1231.9282,1353.9867,774.316,530.131,1409.82,25586.4777,786.1411,784.5441,744.7694,751.3246,9,0,0,0,0,6.25,0,0,1,0
3,226,1,962,-2.3,67,0,3677.8892,881.435,6393.6399,1935.3567,356.6398,0,690.9016,917.5295,3931.5146,4175.6088,387.4741,573.533,1076.3241,1059.3217,628.3475,435.6346,2.3,2043.3839,758.6182,0,38,1231.6681,1340.3264,784.0742,578.8659,1409.1137,24906.8332,794.3163,788.6473,799.6257,736.6649,9,0,0,0,0,5.29,0,0,1,0
3,481,4,2643,-2.1,71,0,3479.8533,879.3734,6229.6179,1923.2654,347.7776,0,756.9935,1022.9537,3807.217,4063.8852,386.7434,557.9799,981.8654,1144.6882,652.8222,446.2432,2.8,1972.767,851.7621,0,31,1294.7317,1420.8564,858.9233,643.2198,1495.3027,24392.7649,905.7767,858.18,951.4423,816.6544,9,0,0,0,0,4.41,0,0,1,0
11,843,7,4774,-1.9,69,1,3133.5809,1076.7583,6045.7429,1718.5551,348.8987,0,789.0806,1023.6165,3954.8423,3608.9708,470.2268,570.8837,1137.9297,1130.1397,723.8205,546.5956,2.1,1766.8028,920.8751,0,33,1320.4879,1347.2405,1024.3765,680.7343,1443.2722,23019.0075,1034.0958,906.5786,971.1692,852.4945,10,0,0,0,0,3.61,0,0,1,0.1
4,583,10,3007,-1.6,74,0,2986.2571,1111.0127,5878.4145,1675.7634,350.162,0,861.8337,1085.6757,3941.4279,3275.6197,487.4657,580.3279,1205.8436,1197.9461,759.7401,591.7308,2.1,1677.7051,1025.3086,0.1,34,1279.5174,1333.6749,1047.3441,731.3766,1431.0085,22199.8711,1138.8544,995.2739,1068.7849,922.0179,10,0,1,0,0,2.56,0,0,1,0.2
6,382,5,1800,-1,77,0,2905.1027,1210.1925,6124.7205,1649.959,320.0218,0,930.4273,1055.4696,4183.3718,3168.3297,532.7056,636.6918,1317.845,1216.6721,747.4125,623.4945,2.5,1703.9816,1046.0126,0,31,1344.7221,1352.6096,1085.6253,707.7119,1481.0267,22569.1016,1147.3094,973.7777,1063.7267,919.7377,9,0,0,0,0,1,0,0,1,0.3
1,364,7,1765,0,74,0,3008.0323,1265.8163,6490.7209,1660.9269,365.707,0,1002.7376,1162.7091,4397.08,3235.1977,519.4262,631.5187,1442.5782,1231.9273,791.5595,655.365,1.8,1730.3283,958.7917,0,38,1256.9168,1460.089,1198.638,692.4303,1483.5725,23465.9476,1168.862,989.4366,1041.0735,972.8933,8,0,0,0,0,0,0,0,1,0
2,396,1,1887,2.8,68,0,3041.1788,1357.1309,6672.6681,1708.1524,381.6595,1,1024.7225,1248.7907,4590.9816,3306.2406,462.5153,621.8053,1609.4948,1202.1165,731.74,729.9027,1.8,1803.7357,1012.6506,0,32,1178.9884,1406.9264,1206.2817,686.7039,1510.7586,24040.6422,1200.0978,966.968,1073.8981,1017.0117,0,0,0,0,0,7.84,0,0,1,0
4,460,1,1962,3.8,63,0,3048.0081,1502.8637,6654.7442,1706.2252,407.0175,1,1084.592,1202.7994,4630.6444,3264.9749,489.0242,616.4188,1770.031,1236.2393,823.2826,599.8824,3.4,1880.7009,1098.2746,0,46,1290.7055,1522.494,1274.0279,721.811,1540.985,24248.7767,1268.9336,1028.5644,1175.3277,1063.9107,1,0,0,0,0,14.44,0,0,1,0
3,518,4,2215,5.3,48,0,3107.5237,1526.5069,6662.6195,1692.9214,418.3991,1,1090.685,1237.3712,4821.6036,3263.4519,506.5511,648.482,1769.9105,1240.0184,842.8421,609.122,4.9,1925.2423,1101.3647,0,36,1326.8878,1562.3676,1261.5191,725.0709,1585.7591,24621.4891,1251.0819,1027.331,1169.0725,1077.155,4,0,0,0,0,28.09,0,0,1,0
3,595,4,2558,4.5,45,0,3166.2791,1463.4915,6549.8716,1631.5601,357.3203,1,1037.0895,1195.8179,4574.9931,3235.2742,478.647,655.6958,1743.7567,1204.2093,842.4104,494.6534,5.4,1861.1341,1040.2137,0,43,1352.156,1532.2431,1240.4911,711.3951,1581.3286,24132.6839,1162.6514,1046.7292,1077.0174,1046.1736,8,0,0,0,0,20.25,1,0,1,0
8,646,4,2884,4.8,51,0,3167.7745,1299.6992,6540.8971,1683.7552,425.9916,1,988.0874,1169.9872,4556.2084,3172.7868,456.3881,615.1591,1689.6608,1209.5599,777.3474,407.126,5.1,1840.0552,1055.2318,0,20,1294.8733,1447.2163,1184.9527,686.5136,1544.3409,23953.0344,1050.3904,1013.0514,1055.866,1007.9223,7,0,0,0,0,23.04,0,0,1,0
2,839,2,4014,3.6,58,0,3210.1409,1362.1979,6641.0495,1798.9109,427.0888,1,956.3411,1261.7981,4674.6402,3347.037,491.2566,606.6086,1779.3259,1207.5493,773.1256,479.8295,3.3,1737.1038,1031.8763,0,22,1283.3575,1497.8955,1071.4886,667.2775,1618.1982,24524.976,958.5712,984.8739,1071.9619,978.0443,2,0,0,1,0,12.96,0,0,1,0
9,1179,5,4299,2.9,61,0,3649.0342,1411.5478,7043.5589,2150.7711,473.2958,1,953.0473,1358.4937,4869.4208,4162.3886,465.9703,638.3335,1811.7035,1276.5007,789.6451,421.5876,1.7,2251.1893,1019.998,0,20,1298.009,1707.2031,1181.676,705.4694,1830.3304,27663.8964,1047.593,947.4661,1137.875,1084.6004,5,0,0,0,0,8.41,0,0,1,0
6,879,10,2913,2.8,64,0,3936.6432,1349.8829,7357.9821,2223.4972,464.4673,1,906.7791,1393.103,4937.1219,4427.528,438.657,587.5185,1727.0056,1346.9296,779.6366,416.0699,2.3,2377.6111,1066.2504,0,16,1364.133,1593.6044,1101.3959,726.0769,1814.913,28668.9009,1043.4351,882.8574,1037.8728,992.8783,6,0,0,0,0,7.84,0,0,1,0
12,725,5,2717,2.9,59,0,4127.6677,1389.6927,7507.1828,2180.5314,439.2734,1,851.6863,1328.5903,4982.8112,4495.6754,417.324,608.4905,1723.9779,1406.2778,758.739,427.7641,2.7,2402.4691,1007.3399,0,14,1370.4124,1628.5863,1006.5807,687.7351,1771.1047,29096.0286,1004.0616,895.2201,993.9388,938.5054,7,0,0,0,0,8.41,0,0,1,0
12,639,4,2738,2.5,60,0,4169.2444,1249.7985,7356.7046,2170.2397,393.3792,1,796.4962,1288.2752,4931.5819,4536.7264,452.3409,622.4516,1478.6289,1292.5475,752.5981,451.4686,2.4,2315.3569,1019.6525,0,18,1352.4306,1525.7008,908.4976,654.2303,1645.8946,28651.4493,933.0516,874.0361,916.8513,895.4417,2,0,0,0,0,6.25,0,0,1,0
4,619,4,2278,2.2,59,0,4096.3268,1143.0116,7086.514,2140.3138,362.1368,1,790.4503,1159.6099,4615.238,4509.8629,411.7585,599.639,1271.1154,1197.9004,738.4631,466.3275,1.9,2230.4763,933.3491,0,20,1329.6751,1422.7113,914.5923,600.1698,1557.0404,27658.4835,876.1446,880.9363,878.1324,812.9367,2,0,0,0,0,4.84,0,1,1,0
3,362,4,1227,2.1,63,0,3903.7468,958.5258,6679.2774,2061.8469,349.5485,1,659.0078,941.5163,4286.2982,4364.2525,391.2492,534.9432,1183.4645,1048.1886,643.1673,376.9271,1.4,2023.3667,837.5761,0,21,1234.8886,1296.3782,805.8676,535.8481,1417.6303,26032.797,713.8667,813.8078,797.3979,746.6102,2,0,0,0,1,4.41,0,0,1,0
2,159,2,307,2.1,65,0,3876.377,893.7116,6634.3535,1970.3311,388.1089,1,621.0912,960.5384,4140.8512,4269.2798,372.3047,528.2958,1088.2911,1006.9213,624.738,389.5536,1.5,2015.0843,840.0612,0,24,1219.2853,1268.091,777.7039,547.806,1390.9369,25565.3048,718.4466,782.5031,777.3189,738.6541,8,0,0,0,0,4.41,0,0,1,0
3,77,2,1,2.4,66,0,3832.861,874.9204,6570.0335,1946.6361,388.9871,0,632.9834,930.3847,4037.8716,4247.6447,365.134,519.7395,1057.7016,1025.2087,649.6318,386.491,0.8,2049.0242,824.5977,0,33,1242.6355,1311.1403,801.4162,546.9407,1375.4007,25370.6121,751.6054,784.5603,758.8588,773.2146,9,0,0,0,0,5.76,0,0,1,0
0,81,5,0,3.4,73,0,3841.3438,857.7729,6548.0754,1935.9522,405.5908,1,625.4327,929.8686,4023.569,4212.839,371.1637,512.6886,1039.0287,1080.273,650.1195,386.1831,2.7,2070.9668,829.4075,0,34,1276.2459,1344.6803,826.6544,531.7588,1400.1633,25377.5898,742.3629,806.961,779.0158,775.3351,9,0,0,0,0,11.56,0,0,1,0
0,36,1,0,3.3,78,0,3838.0654,813.7555,6561.0458,1913.0361,421.5513,1,599.6078,942.3267,3933.0707,4220.3642,384.3549,514.5134,1032.5323,1081.3546,650.1475,418.3094,2.3,2077.7791,812.4279,0,38,1190.6948,1361.1102,815.6923,552.2838,1394.8899,25299.3614,743.4774,847.3375,763.9748,774.2568,9,0,0,0,0,10.89,0,0,1,0
1,42,2,10,3.4,80,0,3803.5102,797.6761,6504.2533,1932.2144,421.4305,1,628.2111,958.5495,3933.2265,4172.6611,397.0537,506.2824,997.6562,1024.7996,648.6109,417.8488,2.2,2093.2926,791.7061,0,37,1228.6463,1346.0281,821.1247,548.6039,1382.47,25167.6562,767.43,844.2623,743.1182,782.845,9,0,0,0,0,11.56,0,0,1,0
1,108,0,580,3.4,77,0,3786.3968,793.1412,6403.6076,1888.7627,403.5069,1,632.483,953.1996,3793.5105,4165.4394,391.7692,538.2571,972.4021,1045.2308,650.2342,407.0362,2.3,2064.6743,779.0943,0,41,1254.6132,1390.24,835.4679,546.614,1373.844,24866.4753,743.3563,881.9695,768.2468,782.8399,8,0,0,0,0,11.56,0,0,1,0
1,217,2,940,3,71,0,3729.7859,796.0664,6337.6198,1882.526,416.4935,0,669.9508,952.3969,3747.5333,4180.6615,384.4536,593.0091,972.0098,1041.39,681.3588,398.0113,2.2,2020.8387,798.8057,0.1,42,1270.7791,1377.4076,865.3392,568.1338,1375.6835,24652.0563,787.6574,868.6793,819.0278,784.4978,2,0,0,0,0,9,0,0,1,0
2,525,4,2657,2.2,69,0,3546.0129,804.8626,6145.7173,1860.4191,441.235,1,757.1389,1090.8656,3695.5563,3982.9241,393.5658,567.5467,917.6237,1151.4951,666.8415,463.221,1.4,2013.0364,879.7271,0,42,1320.4571,1391.8846,913.0681,619.6744,1436.0302,24071.5809,815.8112,928.9848,913.8192,876.2943,4,0,0,0,0,4.84,0,0,1,0
13,822,4,4920,1.3,70,1,3155.4061,1066.2262,6161.1176,1728.5735,355.0712,0,756.6291,1112.8179,4089.7754,3535.6935,440.4825,584.7136,1232.7454,1178.5064,741.3642,445.4817,0.7,1803.7716,876.8856,0,35,1339.7717,1353.6985,1062.8339,664.0396,1400.7952,23228.8314,978.4697,983.4466,970.1678,952.114,0,0,0,0,0,1.69,0,0,1,0
9,626,17,3224,1.9,67,0,2984.4899,1196.6801,6013.6765,1711.2172,359.5861,1,877.33,1178.007,4091.5415,3136.2536,471.4471,630.684,1288.0922,1210.777,841.1554,559.88,1.4,1696.8393,946.2272,0,27,1435.1408,1326.3331,1133.9882,716.9027,1425.4623,22385.8134,1076.8976,1026.7571,993.685,1033.8803,0,0,1,0,0,3.61,0,0,1,0
3,376,12,1877,4.9,56,0,2983.3273,1321.7349,5982.0731,1615.6899,341.7617,1,918.7065,1212.4966,4344.913,3090.4212,498.2429,650.7033,1344.4983,1219.3899,850.4928,660.3507,2.7,1751.1438,995.0843,0,48,1351.2545,1339.6536,1231.0743,761.7302,1508.4749,22615.6968,1176.2703,966.4275,1036.879,1056.7202,4,0,0,0,0,24.01,0,0,1,0
5,357,4,1717,6.7,49,0,3115.9711,1470.8626,6385.7091,1690.8417,464.1325,1,975.4302,1132.2768,4713.4538,3125.0939,460.0587,674.6437,1559.7578,1257.7675,746.1433,589.7394,3.3,1733.348,961.2803,0,41,1355.9378,1519.4345,1249.7672,721.3488,1529.8255,23813.6776,1207.653,919.192,1055.1219,1084.5087,0,0,0,0,0,44.89,0,0,1,0
2,445,2,2007,8.5,43,0,3014.1003,1512.9697,6452.0212,1654.9271,546.4123,1,1012.9412,1189.8812,4832.1011,3073.4995,505.8963,638.1857,1780.9273,1249.003,783.6551,609.7738,2.2,1801.5461,1008.771,0,45,1279.3882,1427.5271,1212.2125,746.7567,1516.2477,23771.9701,1155.3997,986.8721,1049.3381,1039.5716,1,0,0,0,0,72.25,0,0,1,0
