"y","bus_passenger","past_rent","sub_passenger","temp","wet","X8_9","m25","m5","f20","m30","f0","sunny","f55","m40","m20","f25","m65","f65","f15","m45","f60","m0","wind","f30","m55","rain","dust","f70","f35","f45","m60","m35","most_use","f40","m70","m50","f50","cloud","weekend","X9_10","X17_18","X23_24","temp.sqr","X15_16","X22_23","semester","snow"
5,675,0,2845,-6.9,46,0,3595.3528,700.7611,5279.8111,2011.5758,398.362,0,800.1283,959.3788,3325.9953,3819.4416,403.2504,627.0468,898.1245,1105.5661,713.8666,497.5222,3,1978.1066,805.1585,0,27,1293.4034,1361.0066,835.6455,581.598,1453.7077,22824.9975,839.3404,866.1917,866.7017,865.9767,0,0,0,0,0,47.61,0,1,0,0
2,179,1,335,-7.5,44,0,3581.0025,542.4137,5206.9403,1886.4937,377.9824,0,688.4871,905.7397,3104.7565,3801.1636,396.5439,522.7184,791.1341,985.2631,672.6441,387.8955,2.1,1916.4189,728.0016,0,24,1206.8087,1258.7067,742.8307,594.8584,1251.809,22007.2912,739.45,852.4922,734.1298,744.2066,0,0,0,0,1,56.25,0,0,0,0
3,77,0,3,-8,46,0,3592.8724,510.6619,5285.2383,1862.7998,395.0858,0,660.3577,926.2924,3122.3303,3815.0427,409.898,537.5534,791.4962,972.759,666.5516,394.6216,2.3,1913.9971,725.6311,0,28,1226.683,1266.1892,757.2807,562.3899,1224.9122,22083.382,757.7719,829.6916,706.0077,736.9497,0,0,0,0,0,64,0,0,0,0
1,25,4,0,-8.4,46,0,3633.8742,510.7723,5287.1864,1885.6769,371.4813,0,664.4073,902.6748,3122.7172,3864.491,400.451,558.8318,819.5406,979.3315,662.628,433.0392,1.6,1945.4367,739.9908,0,34,1227.212,1260.9646,743.5261,548.9017,1248.0864,22248.4334,778.6174,845.6756,718.0516,749.8811,0,0,0,0,0,70.56,0,0,0,0
1,11,0,0,-8.5,49,0,3610.7963,517.0164,5312.5058,1912.3135,370.7187,0,648.8546,916.01,3122.5448,3885.3676,408.6241,554.6425,812.2605,1009.6218,663.5559,447.2933,1.5,1940.86,727.7604,0,28,1206.0649,1278.7694,752.7546,548.3308,1250.0481,22313.2055,788.5693,840.7197,727.0836,733.8426,0,0,0,0,0,72.25,0,0,0,0
0,13,0,0,-9,50,0,3630.7055,493.4665,5278.0547,1912.5187,402.7517,0,655.525,887.3595,3110.9159,3872.8329,395.1794,545.4627,804.9141,1007.916,668.0578,451.0085,1.6,1940.1117,728.1237,0,28,1229.0719,1300.297,772.7933,545.1698,1255.2459,22300.6823,767.9555,842.5668,739.0534,723.6694,0,0,0,0,0,81,0,0,0,0
0,29,0,8,-9.1,52,0,3655.3574,496.4544,5333.0177,1916.0256,396.3823,0,685.1235,900.1402,3114.0311,3898.0095,389.4335,555.0809,804.1961,1032.859,662.0826,431.648,1.5,1955.3454,707.0668,0,30,1182.1246,1296.4036,760.0288,560.8775,1251.7962,22419.9865,770.9912,866.1203,739.6193,735.7047,0,0,0,0,0,82.81,0,0,0,0
0,65,0,507,-9.3,54,0,3622.6136,503.3407,5276.3596,1911.3788,386.1746,0,685.1277,885.9009,3072.6432,3856.5671,416.9781,569.6687,827.1945,1036.1728,669.611,423.0224,1.4,1956.0916,726.5094,0,30,1206.8737,1276.6318,758.7223,555.1324,1233.2223,22205.508,801.445,819.8739,696.2201,736.313,0,0,0,0,0,86.49,0,0,0,0
0,182,1,794,-9.5,55,0,3565.3024,500.4235,5187.904,1881.4352,402.4387,0,704.0734,904.61,3060.5811,3837.1734,426.4163,591.8812,834.2303,1006.5386,714.6893,429.6431,1.8,1944.085,768.1497,0,28,1228.7571,1301.7838,794.1967,602.0098,1235.202,22013.4669,840.5829,918.0769,781.9483,725.9403,0,0,0,0,0,90.25,0,0,0,0
3,397,1,2225,-9.8,54,0,3480.3637,489.8371,5022.1559,1884.8204,364.1596,0,775.1258,1032.9883,3014.5448,3736.8206,489.9944,574.5026,797.8875,1168.7118,730.4672,416.1557,1.7,1997.3396,828.2019,0,28,1243.9405,1339.4537,841.3978,609.8507,1357.8765,21833.3752,884.7321,863.6333,888.9791,796.4543,0,0,0,0,0,96.04,0,0,0,0
8,771,1,4294,-9.6,52,1,3079.6945,527.2693,4637.5629,1756.0122,360.1152,0,862.9048,1066.6336,2832.5762,3337.7987,489.5933,603.6359,788.129,1237.7052,792.8216,479.784,1.9,1795.4745,913.3107,0,33,1292.853,1298.9466,937.2365,693.3281,1355.3539,20093.4195,969.1706,900.4582,983.0333,871.1133,0,0,0,0,0,92.16,0,0,0,0
5,544,8,2513,-8,46,0,2949.1657,553.0703,4368.0165,1745.1486,361.9209,0,958.5627,1138.1885,2824.981,3118.2536,545.0704,640.2386,814.2767,1221.2351,831.6562,485.8574,2.2,1719.3582,1092.2303,0,26,1392.4969,1344.7501,981.487,739.1783,1325.6248,19395.2985,1033.8916,986.6981,976.0272,908.7129,0,0,1,0,0,64,0,0,0,0
3,342,12,1468,-6.5,41,0,2892.7684,517.8022,4321.8173,1713.6192,383.4147,0,976.8899,1221.9853,2854.1458,3044.8385,508.6068,710.8265,824.8091,1276.2913,800.6336,474.979,2.5,1788.7701,1109.6305,0,39,1520.972,1375.8277,1081.5815,758.0568,1428.0992,19419.8862,1050.0908,955.5348,1042.492,933.9742,0,0,0,0,0,42.25,0,0,0,0
1,332,3,1405,-4.9,33,0,2869.3526,631.0729,4314.3952,1755.2115,457.7055,0,997.1002,1187.2128,2952.9456,3017.0459,482.3961,653.5959,909.1198,1278.0214,754.3634,484.7431,2.3,1771.9146,1029.3559,0,39,1381.4742,1371.1629,1059.7865,697.175,1403.3418,19455.3701,1133.281,925.5418,1003.0278,984.2428,0,0,0,0,0,24.01,0,0,0,0
1,347,2,1564,-3.6,30,0,2835.5934,762.1699,4447.6009,1773.4787,493.2246,0,982.9243,1184.8292,3014.3179,3014.7946,537.7349,638.2448,1180.54,1297.4987,799.1784,475.4066,2.9,1758.8092,995.9087,0,36,1376.2064,1367.1143,1086.2415,698.1329,1423.0159,19634.7249,1146.8285,1005.2001,1116.0689,946.0961,0,0,0,0,0,12.96,0,0,0,0
4,433,2,1689,-2.5,28,0,2811.9804,912.683,4518.6988,1730.4062,467.996,0,1025.4257,1236.2682,3053.109,3067.076,547.9093,659.1564,1282.9533,1236.1173,854.7685,581.7512,4.1,1772.4735,1066.4806,0,33,1348.2731,1450.1463,1147.5031,767.2526,1496.47,19900.3602,1201.5175,1021.7704,1116.0943,992.4592,0,0,0,0,0,6.25,0,0,0,0
1,399,1,1756,-2.5,28,0,2863.0847,801.8009,4557.7722,1710.7811,460.5892,0,1003.4741,1222.8204,3186.4748,3034.5989,504.0094,685.1395,1306.8656,1297.59,848.7906,588.9447,4.1,1804.4995,1036.1269,0,36,1375.0703,1438.7237,1078.5378,730.0161,1510.5698,20106.5047,1231.998,970.9803,1059.8042,1054.6559,0,0,0,0,0,6.25,0,0,0,0
3,493,5,2093,-2,26,0,2977.9233,915.7721,4740.3282,1773.1988,450.8026,0,998.6148,1299.8656,3265.9693,3159.0296,509.1729,617.4266,1503.0816,1258.5812,850.7488,660.7824,4.8,1736.1354,1035.2404,0,33,1353.7887,1436.3295,1083.9629,705.1357,1559.508,20648.4221,1130.9157,900.5742,1060.711,1085.048,0,0,0,0,0,4,1,0,0,0
5,535,5,2386,-0.8,26,0,2962.8148,1018.6407,4935.5725,1788.4607,530.1906,0,1009.3286,1214.7267,3404.9773,3212.1295,504.2612,596.9242,1663.3593,1287.2941,839.9179,612.5561,3.6,1751.5883,1032.8064,0,34,1352.2977,1317.1565,1083.8378,714.3239,1576.0092,20948.7088,1146.9896,932.926,1022.3298,1002.3056,0,0,0,0,0,0.64,0,0,0,0
2,658,2,3400,-0.9,26,0,3075.6998,1225.3189,5241.9274,1805.4548,491.5045,0,984.1211,1342.2245,3632.1591,3291.9779,491.3727,598.5887,1888.5215,1272.8228,851.0887,595.1105,3.2,1797.1703,985.3125,0,39,1380.1264,1357.9232,1097.2182,639.5011,1572.1813,21774.4938,1015.5264,917.9975,1028.5013,1001.9829,0,0,0,1,0,0.81,0,0,0,0
5,893,4,3879,-2.3,27,0,3534.7375,1391.8761,5821.0625,2104.024,426.3313,0,1004.0313,1334.8411,4060.8684,3922.1638,469.2034,621.4695,1931.6798,1338.7384,784.1096,626.7307,3.8,2064.7755,1010.1356,0,42,1368.6271,1497.4733,1172.2385,697.7708,1677.9115,24683.0165,1073.4733,909.3363,1008.3242,1024.3311,0,0,0,0,0,5.29,0,0,0,0
1,728,6,2484,-3.3,30,0,3843.2978,1395.5088,6000.0248,2160.5633,446.2562,0,927.6701,1252.1245,4170.3684,4107.2795,462.3821,600.1018,1900.6623,1302.0658,813.7383,579.2597,3.7,2096.2894,920.3511,0,32,1325.3873,1490.0483,1088.7638,641.004,1674.6514,25542.5229,1008.9398,885.2985,936.4807,994.1029,0,0,0,0,0,10.89,0,0,0,0
3,555,2,2500,-4,32,0,3798.4783,1315.1949,6045.4687,2123.4721,482.458,0,927.8584,1224.8719,4151.0605,4174.0122,462.1611,620.1008,1762.8793,1243.0066,739.7672,556.0046,3.4,2100.959,892.4538,0,22,1329.9343,1448.7579,1016.4317,622.6376,1606.1688,25448.3775,933.2596,883.258,911.9565,955.5102,0,0,0,0,0,16,0,0,0,0
2,606,4,3074,-4.5,33,0,3826.5325,1093.2828,5715.1065,2097.8204,494.8553,0,855.1282,1115.7732,3827.3135,4105.0564,453.7831,611.3731,1524.5735,1240.3357,736.0085,533.9777,3.1,1992.2634,824.2397,0,12,1272.0354,1395.5461,932.9909,660.8507,1560.4551,24520.0939,872.4189,890.3216,868.3424,943.1263,0,0,0,0,0,20.25,0,0,0,0
4,669,1,2894,-5.2,36,0,3591.375,622.8986,5297.7718,1984.9971,454.3516,0,814.5943,1031.1877,3201.1919,3964.4277,440.5767,589.7122,962.7,1120.0531,695.1781,504.3228,2.5,1964.4003,783.3551,0,22,1220.6858,1341.5215,927.6902,579.5215,1433.232,22778.9173,824.6312,841.5564,780.5862,857.6551,0,0,0,0,0,27.04,0,1,0,0
1,209,1,316,-5.6,39,0,3473.6806,559.1627,5295.8336,1918.0797,372.2655,0,649.6477,894.0275,3066.0038,3808.1813,413.8643,540.223,873.1233,1049.8165,657.3034,413.4244,3.1,1865.1516,758.8685,0,19,1185.5337,1227.0062,726.1116,539.89,1286.2624,21940.1992,787.1376,828.9598,764.6983,749.0311,0,0,0,0,1,31.36,0,0,0,0
1,92,1,0,-6.3,41,0,3511.488,566.2067,5272.8118,1929.7447,354.3768,0,660.2289,911.8142,3060.3391,3839.4198,414.7531,542.5021,846.0679,1020.1101,646.9597,407.9017,2.1,1901.1245,750.8082,0,24,1177.6097,1207.3568,735.5487,553.0434,1267.5999,21989.8846,773.7313,808.3661,774.4543,741.4557,0,0,0,0,0,39.69,0,0,0,0
0,35,1,0,-6.9,43,0,3509.9188,567.7555,5261.1355,1931.9753,343.491,0,650.9798,943.6208,3107.6731,3882.4471,395.9095,543.1508,838.752,1019.2384,652.0961,445.9286,1.6,1941.6896,730.5543,0,34,1207.4206,1204.1835,758.4041,547.4523,1275.4273,22114.4502,759.4637,795.6723,775.3076,728.4215,0,0,0,0,0,47.61,0,0,0,0
0,22,0,0,-7.3,46,0,3560.7693,581.8436,5306.522,1950.3275,350.3982,0,651.5625,919.0257,3144.5215,3870.482,404.5215,554.7694,806.4943,1021.0104,626.448,448.0211,1.5,1941.987,698.1373,0,25,1211.013,1235.4188,726.093,561.9063,1281.5303,22291.5584,743.7751,822.6304,761.7592,728.0033,0,0,0,0,0,53.29,0,0,0,0
0,16,0,0,-7.7,47,0,3586.2331,562.0958,5294.2175,1904.8567,345.6052,0,651.9832,930.9912,3139.6181,3865.3481,388.5893,558.5868,802.6384,1001.8942,642.1448,443.5996,1,1938.0473,722.6812,0,31,1176.981,1241.5959,746.5637,521.9058,1273.0438,22242.9605,762.568,792.1838,781.3866,716.6694,0,0,0,0,0,59.29,0,0,0,0
1,32,0,12,-8,49,0,3557.1732,572.8211,5284.8074,1923.9901,350.0467,0,680.2076,930.0275,3143.8264,3863.5977,397.7784,562.8291,806.0478,1019.4461,642.956,450.4556,1.5,1937.5706,725.9941,0,28,1168.767,1243.1676,736.3968,511.0145,1265.5244,22219.6574,777.9377,816.0012,776.8943,723.9758,0,0,0,0,0,64,0,0,0,0
1,73,1,519,-8.3,50,0,3509.8327,587.1145,5306.3367,1895.9322,328.4371,0,660.7077,884.2428,3168.0369,3897.956,422.7693,537.5702,803.6464,1046.2873,662.0889,428.5354,0.6,1979.5883,730.9794,0,22,1213.6629,1214.7358,725.9337,533.8524,1265.2063,22237.6249,799.3558,830.5815,738.2507,747.1993,0,0,0,0,0,68.89,0,0,0,0
2,190,2,797,-8.2,52,0,3454.6826,579.2269,5232.3077,1868.2697,333.0558,0,718.6364,891.036,3113.5173,3851.2905,424.1518,607.3224,786.9296,1079.7526,659.7158,443.5819,1.2,1961.6576,768.6109,0,27,1202.9402,1219.8923,751.3236,537.7494,1319.9723,22021.59,827.7842,847.2158,742.2823,712.0838,0,0,0,0,0,67.24,0,0,0,0
3,367,5,2242,-8.2,55,0,3392.6787,565.7646,5085.6132,1896.2197,344.2287,0,777.5873,997.3286,3020.8525,3721.1675,443.8792,600.2658,804.7648,1198.7368,715.8834,431.9662,0.9,1899.3084,794.6764,0,28,1208.5221,1313.8389,852.7242,574.7605,1407.2049,21736.8838,896.4865,873.3321,910.3644,771.8296,0,0,0,0,0,67.24,0,0,0,0
11,799,1,4088,-8,56,1,2999.146,572.3443,4730.3311,1791.3511,386.8804,0,815.7906,1063.0916,2903.5481,3386.4752,481.0368,613.9749,780.8194,1266.2471,747.8595,466.8647,1.3,1800.2983,915.5614,0,30,1279.4694,1329.6158,939.9325,635.7582,1454.062,20394.8276,998.3451,910.8859,1035.3198,837.6349,0,0,0,0,0,64,0,0,0,0
5,492,8,2576,-5.4,46,0,2871.196,624.8423,4398.9588,1741.8617,393.7957,0,853.0559,977.9153,2933.0931,3136.3415,487.8836,627.3892,833.3255,1369.7086,788.5815,463.9979,2.1,1701.5508,985.8455,0,24,1364.6591,1269.3188,955.1569,674.8468,1449.1355,19501.4562,1006.3571,977.6907,1059.6219,904.9113,0,0,1,0,0,29.16,0,0,0,0
3,341,9,1495,-2.8,39,0,2865.1261,724.9967,4419.7661,1743.9277,389.4221,0,963.4648,1030.3035,2868.2044,3142.4885,486.9727,655.4069,907.412,1381.1233,759.664,557.0416,2,1719.857,993.5431,0,40,1380.7467,1330.7239,1071.358,745.905,1445.1665,19535.2602,1134.911,931.9406,1143.3125,997.9975,0,0,0,0,0,7.84,0,0,0,0
2,337,2,1562,-1.5,33,0,2853.6075,705.5413,4424.915,1774.0675,417.3105,0,993.8832,1106.5289,2983.4029,3104.9945,507.7551,639.0389,894.598,1278.4495,734.1067,520.6466,3.1,1641.0227,1019.1438,0,36,1368.4433,1405.8211,1061.2426,708.1705,1454.8138,19642.645,1157.5091,890.7215,1091.8639,975.1445,0,0,0,0,0,2.25,0,0,0,0
3,360,4,1600,0.3,37,0,2786.8432,738.5757,4513.4813,1732.603,514.792,0,992.744,1109.8375,3019.2908,3110.9696,478.125,619.2231,977.8113,1280.5911,792.952,491.4367,3,1645.8004,1039.1394,0,45,1354.8562,1366.8818,1085.9481,727.6507,1498.8091,19674.6792,1126.1832,897.0839,1139.2388,990.1363,0,0,0,0,0,0.09,0,0,0,0
8,435,3,1618,2,37,0,2824.0071,756.81,4668.7525,1690.3603,509.6655,1,1026.2783,1051.4177,3087.6424,3164.5664,494.1104,711.9238,1102.496,1345.3875,796.5461,491.316,3.6,1694.6037,1081.2766,0,48,1424.5069,1397.8871,1124.1533,713.2295,1421.36,19949.1795,1129.9158,907.8463,1126.1087,1015.2819,0,0,0,0,0,4,0,0,0,0
2,425,3,1822,2.7,33,0,2887.1217,764.6507,4710.5895,1681.4075,518.8422,1,1018.0345,1073.9641,3246.1896,3184.7808,509.7523,738.8332,1314.4223,1263.1612,832.2385,471.7514,3.5,1739.0315,1067.1636,0,41,1434.2827,1393.4697,1161.0271,696.7637,1557.6983,20400.2886,1187.1621,991.6528,1201.6046,1049.4723,0,0,0,0,0,7.29,0,0,0,0
1,504,3,2106,3.4,39,0,2814.1444,889.4503,4664.7005,1704.5061,555.1298,1,957.7248,1035.2298,3301.1852,3176.4551,533.8581,690.8952,1292.8664,1277.5842,766.296,506.9803,3.9,1760.2091,1029.6994,0,48,1372.6597,1365.3591,1209.3022,719.8443,1484.8031,20271.3626,1157.5482,913.7701,1143.7925,1092.167,0,0,0,0,0,11.56,1,0,0,0
0,514,5,2645,3.3,41,0,2913.3577,1134.7127,4826.5348,1732.7927,513.2566,1,943.0032,1118.7424,3329.2052,3200.3921,518.9631,640.6538,1592.2693,1268.6647,789.0181,519.4739,3.3,1712.9585,1007.6947,0,45,1375.8452,1393.8696,1140.6079,691.895,1580.0524,20689.163,1104.3826,929.2331,1091.1365,1097.9767,0,0,0,0,0,10.89,0,0,0,0
6,672,3,3270,2.4,46,0,3026.1874,1433.6436,5102.0654,1826.143,458.714,1,958.6635,1144.9462,3550.3955,3272.5541,509.8668,657.8876,1792.8855,1302.8061,768.4624,471.4671,4,1719.1461,981.4336,0,42,1390.4781,1446.9937,1121.7622,657.7251,1576.4706,21519.9558,1045.4185,970.3363,1101.1239,947.709,0,0,0,1,0,5.76,0,0,0,0
7,800,3,3809,1.3,54,0,3477.7497,1640.5012,5794.1069,2124.0542,485.9948,1,949.3105,1231.4135,3986.4789,3899.3459,521.1304,662.5492,1988.7163,1334.9461,789.5525,481.3503,3,2029.9722,923.7545,0,40,1383.3475,1490.5879,1173.1097,672.3031,1709.6925,24511.9882,1076.3938,1018.1277,1026.8111,973.8408,0,0,0,0,0,1.69,0,0,0,0
6,745,10,2480,0.3,59,0,3696.8956,1656.8401,6000.3018,2147.5499,513.9514,0,944.3837,1152.5869,4141.375,4090.2789,491.9901,651.8161,1856.0831,1251.3157,703.4527,511.5057,2.7,2100.6095,957.4701,0,28,1424.4812,1391.8353,1011.0054,654.3893,1723.1428,25291.9888,1028.1531,999.8568,894.7183,973.9234,0,0,0,0,0,0.09,0,0,0,0
5,546,4,2561,-0.4,62,0,3756.505,1583.3125,6044.5903,2094.2941,394.9481,0,851.0536,1112.081,4065.5228,4091.8925,463.1056,616.2701,1720.4851,1190.6541,685.7962,540.6472,2.2,2108.7111,917.5183,0,21,1427.563,1409.364,985.615,665.9586,1653.8129,25224.6927,957.422,949.0977,872.0204,932.1144,0,0,0,0,0,0.16,0,0,0,0
6,573,1,3143,-0.8,65,0,3623.7874,1252.6147,5670.7831,2050.4016,419.3951,0,820.8653,1093.4299,3775.31,4042.583,472.1724,640.2844,1438.5645,1139.4131,700.6678,536.8257,0.9,2029.1873,815.8785,0,24,1358.2847,1326.0875,889.3413,606.925,1517.3277,24035.4676,916.2427,946.2169,776.2104,903.4866,0,0,0,0,0,0.64,0,0,0,0
3,634,4,3053,-1.5,70,0,3508.6374,735.5647,5158.495,1947.1334,383.9284,0,778.5014,1024.6766,3272.7299,3899.7019,466.8345,600.1128,941.4608,1095.4919,669.4949,510.0736,0.1,2001.9931,796.4383,0,29,1332.6674,1228.4622,862.8452,585.312,1377.2977,22394.4506,849.9908,912.0621,749.7071,882.2207,0,0,0,0,0,2.25,0,1,0,0
4,241,0,371,-1.8,76,0,3489.7916,500.6395,5227.3617,1844.2216,377.6216,0,709.1698,920.9129,3119.4918,3733.1845,391.5336,540.7497,863.9081,954.113,644.1896,490.9091,0.8,1933.9896,706.3312,0,31,1236.4279,1141.8655,720.8662,575.8675,1193.1949,21683.1012,732.6513,868.3202,688.4694,720.4801,0,0,0,0,1,3.24,0,0,0,0
1,105,1,1,-2.2,79,0,3482.9468,460.5625,5225.0285,1881.7745,382.6382,0,686.4456,919.0645,3072.1464,3790.0363,399.5544,540.5852,808.9914,967.0917,649.5478,442.7006,0.4,1944.8538,721.2097,0,34,1224.8139,1184.8271,722.6727,560.2377,1203.0709,21784.6843,766.1683,840.6509,687.6872,735.0309,0,0,0,0,0,4.84,0,0,0,0
0,29,2,0,-2.3,80,0,3508.3927,504.9904,5235.2913,1855.498,350.5689,0,681.2699,926.6252,3041.281,3753.7579,395.2185,531.1217,825.0929,946.3735,643.0979,436.0768,0.6,1957.2116,697.063,0,43,1241.2406,1194.0487,721.3802,545.4613,1201.4153,21746.8965,762.77,837.8551,701.6456,714.5581,0,0,0,0,0,5.29,0,0,0,0
1,24,1,0,-2.6,83,0,3500.4165,484.1047,5264.8533,1863.2456,358.676,0,687.669,915.6067,3089.7269,3808.9846,399.303,548.0698,843.8955,997.0305,642.9525,432.8369,0.9,1965.9672,686.1004,0,46,1233.5976,1225.031,730.3245,535.6155,1204.7771,21923.0022,792.2283,840.2129,709.7746,714.6606,0,0,0,0,0,6.76,0,0,0,0
0,23,0,0,-2.6,86,0,3511.2902,499.7641,5220.7111,1878.6566,350.684,0,705.4896,901.5833,3082.5334,3781.905,412.9526,548.5137,831.0247,988.4772,629.5479,404.6167,0.8,1979.7473,675.0877,0,40,1214.7295,1231.7046,742.0837,533.5523,1209.3552,21895.9034,773.1278,838.4911,713.4259,713.9911,0,0,0,0,0,6.76,0,0,0,0
0,36,1,7,-2.8,87,0,3489.9484,506.0314,5239.9549,1888.7419,339.6475,0,697.5994,897.7856,3096.6259,3773.0387,412.7366,544.255,830.9079,1001.714,634.1768,423.5663,0.1,1984.896,705.0772,0,40,1247.9118,1203.6008,715.7435,541.3133,1177.482,21854.2886,775.0396,863.352,728.177,703.8225,0,0,0,0,0,7.84,0,0,0,0
0,78,1,512,-3,88,0,3490.5091,489.3551,5279.8937,1876.382,339.723,0,719.7328,882.4357,3093.2091,3749.4041,426.7408,542.2416,839.0301,1021.3093,658.0747,430.4333,0.9,2019.3337,713.5062,0,34,1233.8433,1202.8054,734.1737,550.1257,1195.1189,21906.656,770.8065,848.9386,722.2097,716.5998,0,0,0,0,0,9,0,0,0,0
0,153,0,802,-3,89,0,3426.0215,489.3015,5245.6588,1910.8681,349.6781,0,765.4669,901.5699,3045.1178,3752.1761,425.155,552.6337,841.0196,1001.6389,666.7221,432.362,2,1999.9506,723.6205,0,41,1284.8339,1218.9864,757.7729,575.009,1191.7691,21790.5484,829.4197,864.4033,788.5411,744.2845,0,0,0,0,0,9,0,0,0,0
4,378,1,2110,-3.5,89,0,3380.6775,504.8971,5069.5944,1879.1904,370.275,0,769.2115,1017.5137,2965.6399,3698.2381,467.4068,588.7723,799.8788,1084.8944,695.5621,452.6088,2.5,1931.721,828.3142,0,36,1290.8209,1275.7497,842.426,597.3685,1258.1845,21458.9955,913.0635,852.9044,900.1905,842.2895,0,0,0,0,0,12.25,0,0,0,0
10,741,2,4070,-3.3,89,1,2960.8125,523.7157,4726.922,1733.4699,380.8473,0,887.9463,1078.1691,2831.9549,3269.6104,477.5072,604.7853,754.7414,1141.3668,678.3898,438.2972,2.8,1796.4659,940.6609,0,42,1311.0686,1265.7377,950.79,650.7792,1277.6807,19862.654,998.3561,895.3664,971.8407,871.5858,0,0,0,0,0,10.89,0,0,0,0
5,556,8,2476,-1.6,86,0,2732.1581,546.058,4418.3264,1703.4547,393.0587,0,962.0012,1033.1426,2800.4113,3008.8707,492.0083,587.2712,811.4195,1192.7856,725.2855,479.3138,2.8,1702.2734,1009.3572,0,36,1330.9679,1190.5518,1043.429,647.7957,1313.743,18869.7894,1062.2995,926.5412,1003.8705,907.7203,0,0,1,0,0,2.56,0,0,0,0
1,350,10,1482,0.9,76,0,2666.7908,530.8977,4429.7845,1771.2544,419.63,0,1002.1062,1114.7748,2822.127,2955.9935,478.6756,598.9623,802.4657,1225.1208,766.8723,482.7562,2.2,1717.5436,1015.1008,0,55,1322.1039,1305.9889,1108.0424,772.1236,1426.3893,19095.872,1110.4466,948.2012,977.602,976.968,0,0,0,0,0,0.81,0,0,0,0
2,342,2,1502,3.3,65,0,2706.6669,538.5812,4462.2444,1741.0131,508.668,1,942.4196,1135.2091,2922.4173,2942.6187,503.1535,593.0526,878.6981,1233.1217,769.8546,478.8309,1.6,1755.8509,1101.5666,0,70,1351.2072,1380.1067,1159.0183,704.8789,1452.3386,19363.2566,1109.2241,940.3417,1015.0136,967.318,0,0,0,0,0,10.89,0,0,0,0
3,383,2,1604,6.2,59,0,2858.3035,623.4344,4623.6891,1739.1338,543.4835,1,978.3608,1140.6591,3084.1257,3028.2358,525.6217,637.3578,1150.6812,1251.6343,783.5806,563.8729,2.1,1675.1697,1158.937,0,79,1315.5252,1432.7439,1184.5069,728.7901,1428.0915,19869.493,1163.1272,919.5439,1038.4764,990.7036,0,0,0,0,0,38.44,0,0,0,0
5,407,4,1793,7.2,57,0,2852.379,638.6193,4758.009,1814.2328,583.3808,1,1021.4051,1178.0879,3136.2933,3004.2569,543.4374,584.4554,1308.0699,1238.9569,747.7128,603.0234,4.5,1698.6749,1122.9235,0,88,1399.6151,1387.5926,1139.7516,751.6976,1542.5753,20194.0138,1238.2153,883.6907,1113.3178,996.6914,4,0,0,0,0,51.84,0,0,0,0
2,464,1,1824,7.1,61,0,2894.3079,757.9498,4852.588,1798.0499,528.994,1,1036.0717,1150.9747,3245.5343,3090.961,570.4772,584.7197,1306.4068,1287.1917,788.8314,572.127,4.2,1771.298,1055.3165,0,99,1357.3708,1414.2501,1148.2236,729.9068,1497.6241,20564.6133,1152.6743,907.3662,1044.0919,992.3745,8,0,0,0,0,50.41,0,0,0,0
3,559,3,2218,8,59,0,2959.9946,921.4992,4927.8867,1732.1523,456.3457,1,998.0152,1108.3241,3347.2432,3100.0473,603.6059,578.5924,1478.1654,1246.3318,790.0025,552.5918,4.3,1762.1434,1035.8727,0,87,1393.2256,1364.1718,1151.4659,719.2626,1498.7135,20692.3528,1192.5909,896.9838,1063.8306,1066.9216,6,0,0,0,0,64,1,0,0,0
2,623,2,2826,8.1,62,0,2944.4451,939.5006,4889.4596,1764.3708,436.2677,1,995.0685,1062.0551,3405.4437,3222.1245,550.9746,572.4837,1575.039,1276.615,776.0128,495.2719,3.9,1763.1006,1034.3155,0,87,1341.4628,1346.6707,1141.9173,753.1185,1446.0265,20781.6415,1165.2281,867.1074,1049.1278,993.7051,4,0,0,0,0,65.61,0,0,0,0
6,659,3,3605,7.3,67,0,3107.3421,1113.0835,4957.3508,1848.6531,379.5217,1,1033.5133,1101.4215,3508.4848,3277.3269,532.5162,563.4032,1563.4988,1306.9089,772.9123,513.4571,3.6,1793.3274,953.6942,0,106,1344.1729,1378.501,1108.4226,689.3208,1486.2387,21357.2248,1160.1873,911.3587,1045.527,1020.1939,7,0,0,1,0,53.29,0,0,0,0
7,843,7,4073,6.5,72,0,3445.5039,1255.1544,5345.6536,2011.898,457.8756,1,982.8562,1174.3362,3851.3221,3658.9911,514.4475,592.7657,1711.2392,1434.9628,820.6308,480.6859,3.1,1982.7648,958.8708,0,110,1299.7395,1460.9192,1202.1456,708.1489,1558.9598,23316.0125,1105.422,938.0023,1056.2822,994.5088,7,0,0,0,0,42.25,0,0,0,0
6,711,11,2616,6.2,76,0,3673.948,1228.5221,5685.7776,2105.5522,478.1516,1,944.5827,1150.2062,4013.102,3772.555,526.7828,584.1917,1683.4321,1297.3459,777.242,460.8317,2.5,2101.1473,934.7922,0,99,1338.7222,1384.6914,1140.1529,708.8007,1514.2418,24251.0153,1132.9781,899.1264,1008.9077,951.7655,8,0,0,0,0,38.44,0,0,0,0
