"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
3,857.3689,0.9,350,2,1601,1014.0743,36,1121.1977,2710.3982,1293.3652,4233.7315,371.4619,541.5435,1447.0067,458.3968,1013.2716,798.234,926.741,1008.2463,1154.8022,739.0346,622.8533,1510.9998,1720.4887,1224.5282,921.7864,38,2693.7614,1309.883,0,1625.2388,1075.5495,2922.4458,2.1,0,2,18864.0709,0,1,0,0,0,0,0.81,0,0
0,776.4583,1.7,407,2,1661,1117.9918,43,1156.7422,2856.6664,1311.0648,4305.2457,477.6398,542.9097,1398.3945,554.3713,1056.2872,807.4246,956.0724,1044.9356,1217.4117,759.8518,629.8864,1460.7442,1717.156,1210.1774,930.1997,35,2721.8669,1360.3603,0,1699.0385,1066.5346,2941.0495,2.8,1,4,19100.1617,0,0,0,0,0,0,2.89,0,0
0,774.643,2,409,1,1746,1331.7675,43,1176.4602,2913.5869,1334.6582,4551.2047,405.9336,541.6243,1423.4154,451.932,1152.2567,841.7481,924.2738,1042.1027,1235.0978,737.439,617.1358,1520.8883,1716.8676,1277.6667,1000.6554,37,2828.2211,1314.2719,0,1718.2784,1092.2724,2947.6832,2.4,1,6,19620.1456,0,0,0,0,0,0,4,0,0
0,862.0225,2.2,475,0,2078,1509.9943,48,1213.4825,3048.8963,1273.3366,4622.7266,421.9394,503.9378,1458.7331,518.499,1115.5868,844.4154,908.7911,987.4939,1182.228,739.1344,633.3601,1563.615,1743.0036,1279.4113,964.4287,33,2861.655,1320.5806,0,1732.9643,1004.7152,3001.5806,2.2,1,6,20033.1745,0,0,0,0,0,0,4.84,0,0
0,1113.7642,2.3,576,0,2675,1773.7533,49,1165.018,3128.9349,1286.7302,4704.3098,401.7319,509.5979,1330.0928,527.9048,1060.8693,837.3723,924.7538,1036.4946,1200.9963,703.575,575.3131,1541.2622,1758.573,1264.2411,913.6478,37,2945.7799,1322.5985,0,1653.7936,931.7262,3014.8984,2.4,1,7,20077.6446,0,0,0,0,0,0,5.29,0,0
0,1462.203,1.6,626,0,3455,2060.307,56,1125.9201,3566.9292,1265.1751,5077.701,470.282,528.022,1307.0461,478.9472,1050.205,794.8837,918.6571,969.4632,1119.0981,662.4177,591.3638,1580.843,1832.8592,1260.9816,912.9846,38,3144.4974,1304.803,0,1699.6399,862.4286,3165.3341,3,1,8,21374.8499,0,0,0,0,0,0,2.56,0,1
5,1744.4481,1.3,939,0,4126,2215.459,58,1187.7941,4113.3908,1371.9742,5727.6594,458.8049,510.3344,1477.9913,486.4166,1075.355,790.7419,933.1072,969.3633,1149.0736,717.9191,613.0449,1658.274,2164.098,1358.0766,952.0257,31,3613.3573,1259.3332,0,2191.8572,922.902,3976.3613,1.9,1,9,24922.9893,0,0,0,0,0,0,1.69,0,0
1,1583.4592,1.3,729,3,2725,2102.8311,65,1112.8779,4065.1125,1213.1551,5850.444,461.8789,491.4713,1431.2488,477.2858,979.0794,784.2587,876.745,904.3468,1018.1303,650.9527,628.8605,1653.4535,2131.5452,1230.2638,909.9748,21,3726.0957,1230.6667,0,2116.7063,864.4499,4043.4377,2.6,1,9,25018.0437,0,0,0,0,0,0,1.69,0,0
0,1381.3895,1.2,627,3,3443,1698.0712,68,1040.8249,3789.5552,1167.5954,5604.409,466.3662,479.5888,1380.969,497.7466,899.9572,732.2397,848.6156,849.9934,952.5821,590.3687,628.7436,1583.3262,2130.5112,1089.3896,842.1525,22,3683.61,1215.3251,0,2055.64,816.706,3963.7459,1.8,1,9,24191.7665,0,0,1,0,0,0,1.44,0,0
0,873.1528,1.1,723,0,3962,1002.9422,74,999.9461,3060.5916,1045.0666,5014.7695,408.4166,450.1245,1354.3022,531.9859,788.8963,753.9444,876.2562,837.7435,884.6691,607.2116,618.7889,1515.8027,1987.1486,994.5742,787.7225,29,3461.494,1199.8616,0,1898.2962,776.5617,3702.9449,2.8,1,9,21995.3497,0,0,0,0,0,0,1.21,1,0
1,609.4041,0.9,362,0,1166,810.8642,75,979.5203,2813.8935,1037.7303,4899.2655,403.045,441.0624,1286.4655,497.0972,740.4864,721.0197,871.3815,792.4223,845.0835,579.0217,598.7396,1424.2559,1926.8968,896.9688,753.3699,28,3518.1665,1186.8485,0,1918.2531,744.7992,3708.7899,1.5,0,8,21495.9867,0,0,0,1,0,0,0.81,0,0
0,470.2152,0.6,203,1,319,624.7277,75,761.3617,2724.7673,970.2347,4984.0756,343.2253,424.8363,1181.4152,414.5938,711.5363,635.2793,783.018,717.6586,749.8151,537.363,505.2386,1333.3334,1768.6366,895.762,673.1856,27,3416.9302,1145.3585,0,1884.8524,743.2161,3580.1829,1.3,0,9,20874.1936,0,0,0,0,0,0,0.36,0,0
0,444.4648,0.7,65,0,1,605.8332,81,775.1001,2761.1498,963.4141,5007.5642,332.3311,418.9969,1207.9439,426.6739,698.8754,641.0496,782.3677,711.7672,766.7922,524.4742,512.173,1298.8684,1765.9561,884.8557,662.4176,30,3449.8626,1212.3185,0,1887.471,709.9803,3637.2328,1.6,0,9,21016.0488,0,0,0,0,0,0,0.49,0,0
0,428.2473,0.7,17,0,0,582.792,81,785.4322,2788.5948,961.2036,4980.5129,345.1318,414.6474,1238.0208,441.5134,727.4408,638.1279,793.1148,684.1675,779.3861,523.2548,519.4533,1292.2232,1747.6222,872.2138,666.8511,31,3456.5987,1187.8481,0,1892.3083,705.5771,3665.298,1.3,0,9,21061.1789,0,0,0,0,1,0,0.49,0,0
0,439.4328,-0.4,19,0,0,612.6588,77,775.7705,2766.1461,972.9738,4990.509,340.5756,417.1738,1229.7883,458.0187,710.2491,636.5435,772.5876,703.6787,809.4018,521.8646,506.6489,1299.4078,1736.8592,890.5016,651.9989,30,3478.9939,1209.5271,0,1920.5468,734.9129,3660.8975,2.4,0,0,21083.1486,0,0,0,0,0,0,0.16,0,0
0,445.6092,-1.6,13,0,0,605.7831,78,781.8964,2801.692,963.7398,5009.4618,346.8314,408.4671,1233.1164,450.7315,703.2089,633.1964,795.8666,692.8638,799.5994,524.7697,506.116,1304.0884,1753.8279,887.1485,655.9734,27,3470.7597,1197.8386,0,1906.5811,700.7751,3645.3716,2,0,0,21124.8989,0,0,0,0,0,0,2.56,0,0
0,433.3701,-2.2,37,0,12,584.2396,76,788.2734,2779.9815,1006.9669,5006.1417,346.6203,417.227,1208.7816,446.1981,708.6911,630.0459,775.9919,704.1759,795.2073,518.97,492.5156,1310.1349,1744.4878,867.3928,669.6746,40,3507.3218,1176.5258,0,1913.1474,705.018,3644.9303,2.5,0,0,21114.927,0,0,0,0,0,0,4.84,0,0
0,436.69,-2.9,73,0,533,608.1986,74,823.8623,2804.2118,1001.119,4987.1576,346.2872,443.7448,1209.1864,445.893,729.2817,652.5745,811.6538,697.6113,823.1289,520.1243,517.363,1302.2315,1755.528,922.3312,664.3869,30,3528.7522,1188.0812,0,1936.3364,727.137,3658.787,3.3,0,0,21182.1909,0,0,0,0,0,0,8.41,0,0
1,457.1604,-3.6,165,0,879,581.5113,73,845.7905,2743.7162,1011.561,4950.9677,349.9687,455.1808,1277.9817,462.159,756.5117,665.3061,810.804,718.2116,859.3558,559.0654,531.4881,1358.1896,1757.5362,929.9184,691.5141,33,3460.1136,1204.6782,0,1956.8949,801.5231,3614.7621,2.6,0,0,21120.162,0,0,0,0,0,0,12.96,0,0
1,489.7856,-4,409,0,2390,621.6162,76,926.4106,2700.5523,1171.3598,4735.728,393.2866,471.0293,1283.4648,497.5077,762.7603,672.485,819.309,801.5529,952.5671,608.9792,567.9657,1409.4014,1771.1274,1006.0616,786.05,37,3341.18,1270.5529,0,1936.5794,948.0406,3485.6262,2.5,0,0,20663.6595,0,0,0,0,0,0,16,0,0
0,708.9889,-4.6,703,2,4454,755.4508,75,1050.9343,2567.7235,1247.1875,4435.8508,411.0521,528.4385,1373.5342,429.8143,898.8889,761.902,862.0225,911.8173,1030.6452,656.0574,569.5154,1439.1881,1673.442,1050.2679,817.9676,42,2885.0788,1310.776,0,1764.2484,923.6226,3148.3347,1.9,0,0,19287.4005,0,0,0,0,0,0,21.16,0,0
0,802.3288,-4.3,563,0,2763,742.958,73,1169.6089,2525.5709,1271.5629,4089.8537,436.1389,507.5462,1351.6933,476.2704,1023.4973,771.5786,895.6861,933.4412,1049.6416,735.4294,623.2557,1484.9312,1657.2913,1067.1779,901.2309,41,2692.5035,1362.727,0,1700.6607,1016.4731,2878.7932,3.8,0,0,18381.2978,0,0,0,0,0,1,18.49,0,0
0,745.1764,-3.5,339,0,1469,707.7921,66,1149.9966,2566.0131,1334.0195,4018.2643,401.6917,535.5387,1417.7404,564.9719,1124.0373,805.8685,882.974,988.5911,1116.5761,752.9536,602.1127,1626.0089,1662.6421,1142.6576,975.3952,43,2649.8149,1389.6236,0,1726.2785,1080.6244,2853.2876,2.8,0,0,18520.0498,0,0,0,0,0,0,12.25,0,0
0,871.9803,-1.9,308,0,1379,769.4529,55,1169.7304,2691.9563,1308.7639,4008.8564,450.879,506.5349,1472.2093,565.6571,1119.5857,790.0707,842.2518,969.2849,1104.4923,770.371,563.289,1552.6038,1649.5387,1203.1293,928.1541,42,2658.0089,1418.5423,0,1713.4265,997.706,2936.7126,3.2,0,0,18683.3125,0,0,0,0,0,0,3.61,0,0
0,870.0727,-0.6,370,0,1599,1064.8502,45,1216.4054,2795.5505,1313.2655,4202.652,490.2858,493.4305,1468.1053,433.2093,1054.4294,808.3733,896.2076,967.2959,1094.7253,768.8867,586.3449,1497.8116,1658.6124,1156.5536,930.3996,43,2720.6444,1323.5624,0,1695.3672,1018.4863,2971.0811,2.5,0,0,19009.8245,0,1,0,0,0,0,0.36,0,0
2,989.5104,-0.5,467,0,1782,1102.9943,43,1239.7109,2844.3175,1326.4952,4289.9368,497.7917,518.293,1465.6131,429.6683,1098.4005,816.125,894.3292,993.7276,1142.2775,794.5583,632.3722,1506.2213,1656.7619,1171.0539,1014.2967,43,2704.3944,1423.9683,0,1759.9491,1120.3341,3010.1518,2.9,0,0,19237.3459,0,0,0,0,0,0,0.25,0,0
0,937.4322,0,409,0,1826,1232.4237,37,1216.8104,2991.9275,1339.2199,4528.7112,570.3768,491.0259,1468.4375,454.1507,1105.8834,843.3569,974.4273,1053.8112,1180.6273,744.8914,637.2655,1569.0751,1687.9267,1293.9246,1048.0621,45,2684.0141,1356.8135,0,1747.3041,1063.6873,2990.4077,3.6,0,0,19667.8039,0,0,0,0,0,0,0,0,0
0,1068.2919,0.9,534,0,2153,1546.4401,32,1182.3616,3013.6792,1305.28,4624.7426,602.7906,552.0688,1473.7527,486.001,1031.82,867.7802,873.5649,1031.6571,1160.9242,755.3437,665.3859,1632.6032,1684.6875,1260.19,1045.2699,52,2816.5996,1363.4909,0,1740.7127,982.3819,2983.4293,3.5,0,0,19970.2068,0,0,0,0,0,0,0.81,0,0
1,1374.2412,0.7,543,0,2758,1858.1393,29,1122.2438,3258.2331,1227.5617,4815.212,633.0531,562.3241,1409.7165,521.1488,957.4987,775.1386,877.7466,956.938,1059.9317,730.1684,578.8968,1582.6272,1699.522,1269.5939,977.017,36,2808.911,1307.8821,0,1672.2686,970.1476,2975.8739,3,0,0,20222.3643,0,0,0,0,0,0,0.49,0,0
2,1558.3154,-0.4,654,0,3630,2189.9791,29,1026.0213,3736.9267,1269.0243,5033.8087,579.4513,507.3438,1383.1168,470.0364,892.226,746.8165,886.4459,882.2542,1065.7813,702.3097,591.7059,1699.7198,1699.5822,1295.1382,896.1653,35,3008.4172,1276.415,0,1704.994,951.0715,3154.2415,2.8,0,0,21420.8069,0,0,0,0,0,0,0.16,0,1
0,1622.1074,-1.7,905,0,4137,2240.3257,31,1146.1821,4175.1044,1403.997,5798.6708,505.1516,478.6264,1501.48,471.4909,1015.6965,745.109,801.7977,941.8321,1078.443,721.0145,622.002,1909.7167,2077.9551,1379.2063,917.0961,34,3700.5412,1290.1995,0,2123.0683,1041.3257,3973.6604,2.2,0,0,25260.1969,0,0,0,0,0,0,2.89,0,0
1,1557.8975,-2.6,730,3,2757,2253.256,35,951.9932,4419.1781,1246.116,6041.0025,537.752,497.7653,1409.6378,499.3686,880.7411,746.7407,840.2927,855.3406,1000.8044,673.3507,571.6492,1760.4638,2093.9431,1237.8793,938.6701,33,3839.9021,1262.536,0,2169.1348,889.6418,4167.7493,0.7,0,0,25901.0115,0,0,0,0,0,0,6.76,0,0
1,1269.1329,-2.5,652,1,3519,1904.7227,34,960.5351,4050.6744,1224.347,5777.427,469.6017,489.8588,1394.9223,482.9153,849.1998,732.5094,790.273,825.7104,989.9876,637.75,595.7314,1628.7147,2158.7032,1114.4729,895.873,26,3759.2817,1226.7881,0,2048.6651,829.998,4063.2589,2.5,0,0,24881.6473,0,0,1,0,0,0,6.25,0,0
0,849.88,-3.5,824,4,4445,985.2175,37,915.8512,3229.9279,1122.9576,4976.072,415.4266,463.3358,1346.114,530.3913,816.937,705.2109,824.7854,827.717,891.6476,653.1591,557.9976,1508.3825,2055.1527,1053.7061,810.0082,30,3591.9289,1179.2421,0,1966.2933,784.0163,3757.592,0.8,0,0,22431.4633,0,0,0,0,0,0,12.25,1,0
1,555.8951,-4.4,384,0,1263,818.371,41,910.2341,3015.9655,1056.3934,4907.8057,452.6118,463.4324,1351.0216,464.2915,805.8697,719.7761,825.1418,769.299,829.5264,627.6015,556.9318,1373.7068,1921.5068,1036.0955,750.2842,39,3559.623,1179.462,0,2054.8981,754.1582,3695.7545,1,0,0,21880.282,0,0,0,1,0,0,19.36,0,0
0,493.0383,-5.1,171,1,304,618.6153,42,712.8872,2741.6409,961.1983,4923.6254,337.0844,410.0242,1226.3562,430.4211,712.0011,655.5735,772.3474,732.9114,740.6995,553.6753,481.9518,1260.9501,1814.2849,894.8169,669.7334,38,3445.6412,1189.3007,0,1900.2941,697.7786,3633.3975,1.5,0,0,20946.1903,0,0,0,0,0,0,26.01,0,0
0,485.2308,-5.6,65,0,1,638.3783,45,707.5146,2804.8499,961.5483,4946.6068,338.3385,413.5405,1263.7848,463.7496,691.204,660.1451,781.3908,718.6989,742.1624,522.324,476.1428,1231.2925,1816.806,912.2503,676.7742,39,3471.05,1182.2962,0,1906.1708,676.3594,3617.2127,1.3,0,0,21057.7735,0,0,0,0,0,0,31.36,0,0
0,517.4785,-6,17,0,0,670.9914,48,701.5286,2803.609,949.3753,4938.8003,346.4119,414.4396,1237.7062,482.5646,703.2812,660.0677,782.5851,717.0778,756.5019,524.8788,474.5378,1212.7513,1798.4028,917.9087,690.6971,37,3447.8615,1207.2392,0,1921.6897,686.2011,3654.633,1.3,0,6,21015.4538,0,0,0,0,1,0,36,0,0
0,493.4241,-6.6,19,0,0,668.6242,49,695.8045,2798.212,958.5225,4936.599,349.0026,409.597,1258.0358,475.468,699.9549,644.3496,781.3408,721.3048,766.1009,501.0067,484.7861,1215.3463,1784.7372,909.1889,676.8048,35,3435.3492,1200.7445,0,1950.5218,687.2364,3691.7005,2.2,0,0,21070.5018,0,0,0,0,0,0,43.56,0,0
0,500.7314,-7,13,0,0,678.6348,52,704.1617,2839.5731,960.3698,4943.5125,370.6127,398.82,1273.593,499.4808,709.6838,642.6093,776.3321,709.6823,742.4207,515.8853,469.9149,1226.9726,1750.2316,909.9922,680.5889,36,3440.3751,1217.0649,0,1935.9849,688.3981,3698.9595,1,0,0,21109.2023,0,0,0,0,0,0,49,0,0
0,499.6189,-7.2,37,0,12,670.3431,52,711.3062,2820.9895,974.0201,4987.5214,381.632,407.5604,1268.6953,491.2428,717.9554,650.1219,777.9506,717.0835,733.7693,524.7709,455.1418,1211.9458,1744.212,928.8003,699.9952,42,3451.7501,1200.6546,0,1945.8215,712.1095,3705.7365,1.9,0,0,21136.6721,0,0,0,0,0,0,51.84,0,0
0,481.4079,-7.3,73,0,533,666.1173,54,730.8193,2842.5515,999.5204,4976.4909,404.7311,413.3529,1260.0986,489.5298,718.1476,656.8425,792.1598,725.108,723.1921,521.3198,481.4927,1239.7007,1763.6548,934.6902,699.1136,35,3478.0602,1206.3331,0,1980.2451,711.5819,3738.8821,1.8,0,0,21279.6839,0,0,0,0,0,0,53.29,0,0
0,500.7994,-7.6,165,0,879,646.3455,55,713.6146,2825.7755,990.0505,4927.9203,364.1278,425.3057,1289.5483,456.4535,759.3347,689.5152,812.1216,743.6827,794.6455,530.958,516.3436,1245.02,1765.5455,922.2871,729.8877,40,3449.5003,1191.4505,0,1947.9,791.3077,3706.9504,2.4,0,6,21158.1603,0,0,0,0,0,0,57.76,0,0
0,457.4312,-7.7,409,0,2390,652.1441,57,811.2247,2786.3893,1145.8054,4822.5069,424.6022,446.152,1297.6226,426.4479,809.3612,709.0737,799.4512,832.0302,923.3035,590.1475,504.9579,1409.0259,1778.6537,1060.4327,840.5197,41,3343.4782,1234.1795,0,1900.0812,825.7137,3566.3979,2.3,0,7,20904.1557,0,0,0,0,0,0,59.29,0,0
1,596.2558,-7.5,703,0,4454,690.2456,58,884.67,2577.6412,1093.0194,4545.3299,450.2952,503.9147,1336.2544,402.2292,885.6897,763.5693,850.2804,924.6223,1067.3595,690.2943,530.0965,1373.2947,1620.1198,1070.84,894.4149,44,2930.9373,1270.5417,0,1828.1569,885.5022,3203.5405,2.6,0,7,19415.2747,0,0,0,0,0,0,56.25,0,0
1,676.0576,-6.4,563,1,2763,696.807,56,951.2107,2504.3141,1250.0208,4190.6382,513.298,546.9377,1361.8976,445.0286,960.1705,786.12,920.0955,961.8928,1124.7572,713.9206,565.6465,1338.0577,1555.5334,1089.6847,932.4923,31,2718.9466,1372.3668,0,1709.1042,987.0627,2922.5586,0.9,0,7,18301.0504,0,0,0,0,0,1,40.96,0,0
0,755.8631,-4.4,339,0,1469,821.3495,50,1056.0268,2575.883,1269.4163,4145.0578,480.8359,544.8752,1465.8649,435.2444,1052.7098,826.4779,909.8634,976.2988,1068.1668,719.9369,584.6982,1448.5316,1564.3917,1170.7645,980.5778,44,2741.5037,1388.2712,0,1720.2381,1022.4542,2833.1156,1.3,0,8,18494.5864,0,0,0,0,0,0,19.36,0,0
2,883.0221,-2.4,308,1,1379,910.7332,46,1092.4421,2610.7795,1204.6195,4107.8265,517.5629,507.085,1435.3185,516.8689,1133.1315,823.1101,936.9902,965.6046,1056.1659,710.4745,623.0919,1439.6284,1592.4525,1259.185,1006.2098,46,2697.6369,1364.9849,0,1617.9179,1017.8358,2958.7394,1.5,0,10,18460.2996,0,0,0,0,0,0,5.76,0,0
2,757.1266,-0.6,370,0,1599,980.6779,41,1059.2734,2861.982,1232.9358,4277.7087,488.8472,503.3555,1453.2256,432.2067,1089.3076,789.9385,978.1981,998.6057,1056.7712,749.1417,619.2322,1483.1251,1603.4921,1198.9597,937.6466,54,2742.3477,1234.861,0,1683.5546,940.0276,2968.0072,2.3,0,10,19073.443,0,1,0,0,0,0,0.36,0,0
2,937.2301,0.5,467,1,1782,1147.1794,37,1086.3815,2921.7887,1328.1765,4358.3839,632.8631,516.0204,1521.5787,467.2198,1126.269,817.3868,950.5563,1010.9872,1169.2213,743.1703,611.5315,1521.8152,1671.4248,1196.0328,990.2168,52,2726.1302,1238.3729,0,1654.6865,1029.7398,2865.9786,2,0,10,19241.7866,0,0,0,0,0,0,0.25,0,0
0,1004.7249,1.3,409,0,1826,1354.9482,35,1130.2733,3029.5296,1314.2073,4520.3603,580.2782,552.1517,1522.5026,523.4519,1152.9498,818.6951,961.8978,1033.8839,1130.985,734.7522,619.8731,1510.499,1728.0743,1243.6034,1006.2126,51,2752.27,1251.788,0,1752.1457,1001.8198,2883.6704,2.3,1,10,19699.0519,0,0,0,0,0,0,1.69,0,0
1,1200.7496,1.7,534,1,2153,1536.2369,36,1088.9487,3088.8297,1290.724,4615.5504,574.8059,537.0426,1544.8454,523.4234,1094.2499,810.0181,944.3051,996.866,1054.2821,703.9489,610.056,1541.0543,1729.8699,1241.8475,1004.2336,49,2861.2712,1327.7908,0,1734.3122,928.5539,2964.5801,1.5,1,10,20080.3132,0,0,0,0,0,0,2.89,0,0
1,1370.8304,1.8,543,4,2758,1802.8236,36,1060.5371,3218.7427,1226.5677,4898.5381,541.2881,531.5554,1415.5244,462.081,1039.0558,774.7603,925.7484,973.3887,1026.7982,680.9115,577.2199,1560.9858,1712.6398,1209.665,959.1355,49,2938.594,1277.2771,0,1648.9586,976.748,2991.8163,1.3,1,10,20385.7997,0,0,0,0,0,0,3.24,0,0
0,1708.9523,1.4,654,0,3630,2114.3699,38,996.8984,3592.0114,1240.6573,5166.1776,504.9309,478.1139,1433.8211,517.6759,1004.9255,746.9095,905.2865,932.8818,1006.8772,680.438,583.7802,1602.4372,1729.9652,1202.3741,919.3602,50,3081.7565,1270.6503,0,1752.6285,985.0915,3189.9537,1.2,1,10,21548.7512,0,0,0,0,0,0,1.96,0,1
0,1878.2507,0.7,905,1,4137,2328.6729,42,1061.4715,4045.7786,1284.3955,5840.3126,458.4481,505.533,1632.7299,476.6288,1065.8853,752.8192,915.633,1012.0697,978.198,688.5434,610.5533,1690.9901,2067.4543,1216.5459,971.0346,73,3632.8523,1235.673,0,2206.7941,974.52,4007.6916,2,0,10,25124.6035,0,0,0,0,0,0,0.49,0,0
1,1799.2747,0.1,730,0,2757,2301.9008,42,1052.2321,4130.0855,1211.9287,6094.8715,434.1231,471.6176,1648.1679,473.301,980.8542,704.3916,882.3974,946.7451,924.0806,675.8487,603.7624,1632.2916,2101.4152,1131.2558,850.6365,82,3848.3147,1231.2718,0,2138.6823,918.758,4106.3751,1.3,0,10,25700.2038,0,0,0,0,0,0,0.01,0,0
0,1485.5817,-0.6,652,0,3519,1942.693,44,1062.8854,3839.492,1176.7038,5873.572,461.3982,487.8744,1540.7638,486.9643,941.1628,744.3104,882.0477,908.1559,911.6234,588.2312,615.0753,1521.6794,2034.7251,1146.0455,830.883,78,3763.9719,1247.5894,0,2075.4238,907.1108,4059.1331,1.6,0,9,24708.7611,0,0,1,0,0,0,0.36,0,0
0,842.9634,-1,824,1,4445,1128.991,46,931.2939,3155.8753,1173.1242,5143.4073,455.1051,460.746,1419.2462,492.7192,923.382,747.4844,892.3545,875.9373,924.0112,600.2506,600.2293,1523.1841,1944.6477,1114.4628,838.5855,68,3534.1431,1226.8523,0,2035.6102,870.0983,3809.9785,2,0,8,22566.0924,0,0,0,0,0,0,1,1,0
0,617.4476,-1.3,384,0,1263,800.6874,46,851.1446,2888.0512,1098.9758,4978.618,460.7364,428.6366,1356.5203,467.948,881.9749,718.5013,881.1481,828.5044,832.5151,568.3649,585.3484,1353.0831,1871.5158,1043.1623,769.7463,67,3534.5626,1162.5476,0,1985.1965,810.0104,3749.5508,2.2,0,7,21717.0983,0,0,0,1,0,0,1.69,0,0
2,485.1722,-1.9,171,1,304,657.2524,48,733.4287,2725.8432,1001.2015,4996.1149,311.6862,426.4844,1222.6284,486.8413,731.6472,624.9407,812.207,726.2676,738.7464,551.5991,525.774,1312.6947,1805.2209,911.5343,711.664,69,3505.2319,1168.7657,0,1873.6803,734.4792,3681.0111,1.2,0,8,21122.4254,0,0,0,0,0,0,3.61,0,0
0,495.0426,-2.5,71,1,0,677.9427,53,724.9956,2765.4938,1013.7634,5039.1197,327.3134,442.0276,1235.1833,458.345,725.8642,639.6066,796.1369,728.9382,736.2446,526.3638,505.4817,1281.6702,1809.4288,883.1899,692.9651,66,3497.8968,1133.0606,0,1899.173,741.1644,3692.5747,1.7,0,7,21220.5403,0,0,0,0,0,0,6.25,0,0
0,476.8808,-3.1,23,0,0,694.4675,53,728.1194,2786.1166,1013.8123,5004.5189,340.2212,422.3068,1239.2033,477.0877,714.7589,632.9334,780.6793,740.8782,718.045,521.766,504.6834,1269.0922,1830.4885,868.5323,681.3852,70,3499.6137,1130.471,0,1905.1784,713.5802,3684.6999,1.5,0,0,21218.9115,0,0,0,0,1,0,9.61,0,0
0,513.6014,-3.7,17,0,0,708.0799,55,719.3336,2818.2734,983.5934,5008.0168,317.2813,439.6261,1228.5692,418.0031,720.518,645.6399,773.2306,720.3157,748.7977,516.9671,511.5867,1245.3405,1811.3189,875.802,680.7326,71,3534.4788,1164.3847,0,1919.9065,721.393,3680.4839,0.9,0,0,21246.388,0,0,0,0,0,0,13.69,0,0
0,515.5136,-4.5,21,0,0,714.7073,59,707.9885,2778.3579,1003.4115,4966.1025,330.15,447.5487,1239.2938,419.6764,714.0227,660.754,763.1355,705.6134,736.15,519.2479,518.6519,1225.0948,1821.6173,876.4111,672.359,60,3545.7381,1155.9727,0,1928.0063,716.1862,3711.7306,1.6,0,0,21215.9413,0,0,0,0,0,0,20.25,0,0
0,501.3521,-4.8,36,0,7,703.6267,62,680.0894,2780.5806,998.7819,5015.1474,336.2309,430.2526,1240.7358,422.1544,707.7436,652.4215,789.372,713.8558,737.8118,514.7797,491.9447,1234.8361,1821.7793,865.3585,700.7122,59,3545.0453,1179.1844,0,1916.0988,719.3895,3741.9028,2.1,0,0,21296.1261,0,0,0,0,0,0,23.04,0,0
0,474.9079,-4.6,79,0,549,712.9253,62,717.04,2767.0336,1008.8125,5054.0981,339.4033,453.3727,1261.5443,443.4311,716.611,634.9939,834.819,738.4226,746.7405,520.5682,520.7774,1215.4999,1812.68,895.7122,700.029,58,3509.9574,1194.9703,0,1922.7526,758.696,3712.881,2.8,0,0,21256.4469,0,0,0,0,0,0,21.16,0,0
0,480.9182,-5.4,190,0,840,698.6146,60,731.6237,2765.6896,1026.215,5032.8659,334.1769,415.8532,1286.6959,426.0456,758.5705,665.6662,829.4821,738.4536,759.8974,557.2018,533.0984,1265.0238,1838.6591,910.1391,704.4742,57,3477.111,1190.9673,0,1902.8353,801.0049,3704.9738,2.2,0,0,21273.8544,0,0,0,0,0,0,29.16,0,0
0,477.8777,-5.5,382,0,2408,690.8519,60,789.0511,2712.3928,1094.459,4911.043,399.6969,469.4233,1334.6531,433.8309,828.1219,703.2221,848.9536,768.5667,866.0032,614.6091,551.6661,1350.7484,1850.4013,1114.3119,821.6775,57,3349.1429,1197.7868,0,1908.0433,895.3446,3621.1591,1.5,0,0,21037.5839,0,0,0,0,0,0,30.25,0,0
1,529.3628,-5.9,798,0,4521,692.9302,62,905.0192,2510.2592,1205.135,4577.0961,378.0776,475.536,1311.672,434.9017,932.0352,746.6684,830.0255,911.872,966.3935,667.8144,584.2306,1443.8821,1708.304,1056.3386,860.2866,62,2965.945,1380.4266,0,1737.5508,982.1754,3240.4111,2.5,0,0,19495.1203,0,0,0,0,0,0,34.81,0,0
1,729.1295,-5.1,535,2,2779,852.1718,62,1037.6785,2491.2461,1343.5304,4154.1002,362.3099,526.9562,1286.8968,429.1649,980.0643,769.8042,853.937,950.1574,1054.5811,728.4245,608.15,1442.563,1618.895,1179.7429,988.9927,67,2707.7563,1451.9185,0,1638.3826,926.4729,2870.9255,2.3,0,0,18210.7655,0,0,0,0,0,1,26.01,0,0
0,804.439,-3,383,1,1542,898.2249,53,1089.7515,2490.9356,1315.2247,4060.0781,405.5688,546.0655,1331.1931,444.5838,1061.6199,790.2159,924.8026,933.4435,1093.3679,759.5426,617.7173,1469.5658,1528.1069,1182.1001,962.7143,62,2676.2793,1390.8253,0,1607.1841,1092.3515,2875.7551,2,0,0,18039.098,0,0,0,0,0,0,9,0,0
