"y","m5","temp","bus_passenger","past_rent","sub_passenger","f15","wet","f45","m20","m45","f20","f0","m65","f35","m0","f40","f60","m70","f50","m50","m60","f65","m35","m30","m40","f55","dust","m25","f70","rain","f30","m55","f25","wind","sunny","cloud","most_use","semester","X12_13","X20_21","X22_23","X1_2","X9_10","temp.sqr","X21_22","X17_18"
0,807.8735,8.3,61,0,0,1034.8218,64,850.1638,4155.2617,1061.7447,6519.1876,441.1557,421.4441,1351.8038,377.6974,704.8117,627.7406,811.3432,766.4428,856.1848,553.5075,481.1719,1343.2443,1943.2191,967.2919,685.5272,16,3851.2178,1188.985,0,1920.8374,746.0345,4172.4822,0.8,0,1,25257.2539,1,0,0,0,0,0,68.89,0,0
0,772.4958,8.2,32,2,0,1004.8841,63,892.2466,4062.9331,1069.8414,6422.9337,433.2288,404.1598,1354.3223,401.479,706.64,655.6868,785.235,771.8839,888.7919,558.0351,474.6404,1331.7256,1949.6648,961.7285,706.8335,15,3833.3172,1205.9956,0,1946.0366,756.1446,4176.0027,1.3,1,0,25076.936,1,0,0,0,0,0,67.24,0,0
0,757.0639,7.9,56,0,8,989.5535,65,879.4755,3930.8317,1070.8578,6373.551,409.2145,430.5836,1329.8764,389.7212,708.8209,650.475,806.78,786.3311,891.4771,567.0652,478.1898,1316.8405,1923.8198,958.66,713.7706,21,3776.7179,1208.1104,0,1910.9998,733.1053,4142.0505,0.9,0,6,24704.6876,1,0,0,0,0,0,62.41,0,0
0,741.1328,7.8,105,0,683,968.6937,67,877.3738,3855.2144,1059.7112,6275.1245,409.2708,417.2252,1327.5082,403.786,727.3183,630.4467,854.2168,804.882,882.9712,573.3036,503.9401,1347.7062,1942.5392,974.4436,690.8716,20,3719.4211,1147.2466,0,1917.6848,751.295,4106.4945,1,0,0,24491.6929,1,0,0,0,0,0,60.84,0,0
0,757.0004,7.6,250,0,1001,972.3862,68,883.2923,3768.9464,1094.5083,6279.2297,408.0856,441.1908,1340.2456,387.7628,756.7676,657.2522,830.4635,802.3592,902.9207,587.8588,530.4552,1378.9198,1913.7611,953.8742,728.3232,24,3670.2308,1238.0761,0,1936.2379,812.1405,4015.9506,1.3,1,7,24303.5219,1,0,0,0,0,0,57.76,0,0
1,911.1577,7.4,507,0,2845,964.9285,65,975.068,3652.8069,1239.2204,6095.3791,423.0019,446.5835,1350.3231,540.6827,873.4055,689.8848,825.3004,866.9013,1009.7365,645.8819,526.4503,1367.6025,1939.6535,1124.4806,762.3352,22,3530.4552,1307.9889,0,1912.1342,876.4379,3877.9239,1.4,1,7,23726.2784,1,0,0,0,0,0,54.76,0,0
3,1062.8464,8,846,1,4971,1081.8891,62,1094.828,3762.7972,1277.7507,6039.7426,333.4177,478.9169,1406.3591,612.3767,944.7915,781.4186,934.4097,917.5287,979.8031,667.3152,594.5388,1405.7233,1744.088,1028.875,804.0028,25,3045.9686,1329.2367,0,1713.3707,873.7519,3522.7539,1.7,1,7,22640.8034,1,0,0,0,0,0,64,0,0
3,1103.6411,8.9,605,3,3160,1145.3582,65,1175.0926,3774.574,1334.1943,5811.1895,323.9873,504.5839,1386.4626,680.1249,986.4943,791.3956,925.1875,960.4918,1031.4541,720.4574,608.3804,1368.995,1637.0505,1096.6126,920.2842,34,2902.6993,1382.1209,0,1694.7859,977.5889,3137.1128,0.2,0,7,21712.8696,1,0,0,0,0,1,79.21,0,0
5,1199.7532,11.7,414,2,1794,1268.431,50,1235.5955,4095.5358,1344.6135,5912.2788,341.8105,507.0759,1453.9635,662.3498,1119.0515,774.5561,1005.9248,1032.8635,1070.5024,687.7573,701.6659,1469.7752,1596.256,1107.3905,945.9825,33,2939.1893,1315.8879,0,1697.2897,1040.9181,3087.712,0.6,0,8,22252.0003,1,0,0,0,0,0,136.89,0,0
4,1431.2349,12.6,349,3,1674,1475.7664,46,1210.5233,4578.4367,1398.7029,6304.7599,441.8892,473.8782,1521.0429,734.536,1206.7955,788.4981,995.1873,1049.9372,1082.0471,701.2485,680.3358,1533.022,1694.9843,1169.6718,923.7891,49,2958.0105,1199.2407,0,1751.5166,992.1613,3182.8827,2,1,9,23524.6556,1,0,0,0,0,0,158.76,0,0
4,1522.0278,13.1,399,5,1996,1644.8494,48,1200.9802,4729.2435,1301.0147,6408.2432,479.8749,472.5789,1565.7126,648.721,1145.6059,781.3727,934.0075,1030.0658,1008.6217,666.823,635.4078,1549.9505,1694.9705,1178.7375,958.6278,54,2902.42,1250.8419,0,1851.3853,978.4972,3161.7694,2.5,1,10,23863.695,1,1,0,0,0,0,171.61,0,0
4,1627.4996,13.1,524,3,2345,1610.5651,46,1200.2256,4744.5849,1301.128,6596.8071,557.0905,500.1725,1499.8917,665.649,1199.7376,821.2828,946.9471,1065.6276,1067.644,682.913,667.4384,1469.4923,1656.3661,1089.8314,974.6744,57,2969.1644,1192.39,0,1719.2286,1061.4034,3110.1155,2.9,1,10,23765.6506,1,0,0,0,0,0,171.61,0,0
0,1477.0655,12.5,552,4,2399,1592.1372,54,1272.0373,4769.3023,1277.4931,6468.0595,516.7334,496.3789,1447.1088,662.232,1119.0968,817.0898,959.143,1011.7184,1087.4919,691.774,642.8409,1523.34,1594.5417,1117.617,1052.4452,54,2968.527,1315.9819,0,1795.7098,1001.3233,2979.1389,2.9,1,10,23545.728,1,0,0,0,0,0,156.25,0,0
3,1433.7847,11.5,634,0,2674,1626.8937,59,1305.8101,4695.1062,1307.5779,6253.9636,402.8138,526.0794,1360.3112,645.2424,1075.8699,832.7825,930.9233,1022.5052,1094.0206,717.3865,646.3077,1435.417,1645.2876,1096.7143,996.6291,43,2895.1328,1391.2981,0,1804.5479,981.21,3045.1043,3.2,1,10,23134.8706,1,0,0,0,0,0,132.25,0,0
2,1277.4733,11.4,633,1,3035,1667.398,61,1205.4376,4695.1645,1276.7874,6314.5409,463.2293,491.3056,1438.7832,577.6005,979.505,749.717,921.5686,952.136,1117.4544,721.768,590.0339,1520.2285,1684.4804,1083.3063,958.038,61,3041.1756,1252.8513,0,1806.426,1031.8492,3106.2602,2.5,1,10,23607.0593,1,0,0,0,0,0,129.96,0,0
2,1444.5926,11.1,838,4,4078,1888.4286,58,1188.6045,4840.2558,1212.5674,6466.7229,502.8437,456.5025,1426.9272,575.7081,949.181,746.4542,885.0045,1005.3613,1072.4007,646.2371,560.8337,1603.9478,1793.2133,1123.1712,999.2925,38,3135.2472,1273.8288,0,1787.2261,1034.9466,3474.2322,2.9,1,8,24527.7725,1,0,0,0,0,0,123.21,0,1
5,1395.8707,10.5,1061,2,4542,1988.51,59,1272.3445,5249.5735,1362.236,7265.21,544.674,422.1207,1632.6502,621.7767,1158.3028,793.973,895.069,1076.0039,1147.482,704.5431,579.2001,1721.9095,2193.4319,1275.0048,950.6102,32,3667.8887,1293.2785,0,2252.7898,1014.6019,4158.2385,2.9,1,7,28141.6921,1,0,0,0,0,0,110.25,0,0
2,1449.3971,10,805,2,2995,2088.0883,58,1177.2549,5415.2726,1291.7215,7576.3992,575.7079,466.3745,1639.7037,598.5638,1079.1351,806.3276,875.944,1058.8286,1084.4471,705.8139,587.1479,1760.2883,2333.0841,1255.8457,926.5343,22,4115.3938,1358.4367,0,2347.6966,1011.6915,4636.3822,2.9,1,10,29824.2205,1,0,0,0,0,0,100,0,0
3,1444.5742,9.4,669,3,3154,2089.3445,60,1121.9106,5519.7886,1293.2218,7551.7156,489.0194,425.5376,1627.3544,556.8518,1033.9423,764.9383,870.3043,990.7331,1130.8852,726.3305,584.3367,1703.3498,2255.6618,1259.5105,881.7506,20,4145.7147,1351.8805,0,2214.8539,1020.1103,4679.1621,2.5,1,10,29697.6009,1,0,1,0,0,0,88.36,0,0
1,1362.1081,8.6,757,5,3333,1815.7893,54,1026.9124,5389.2607,1209.4011,7404.933,531.4529,438.6303,1570.8511,547.1799,998.8702,774.7888,881.7218,946.0389,1068.0481,616.67,576.4994,1629.6468,2153.2768,1113.864,846.9538,20,4116.2023,1270.986,0,2164.641,931.1976,4492.0507,2.6,1,7,28920.8624,1,0,0,0,0,0,73.96,1,0
3,1217.8167,7.8,718,1,3058,1474.3859,53,919.9392,5087.1031,1123.5515,6965.6572,503.2522,403.1683,1482.6925,467.0494,866.5346,719.9201,859.734,877.3236,957.1802,612.9455,543.1615,1660.0222,2084.0131,1057.0116,802.193,16,4154.8462,1284.2168,0,2075.6881,836.3819,4271.5066,3.4,1,9,27781.529,1,0,0,1,0,0,60.84,0,0
0,999.2208,6.6,448,3,1653,1249.2336,53,838.9839,4531.7843,1039.7418,6738.0309,347.9926,361.7111,1375.5322,377.5483,721.3472,646.4978,798.4725,768.5244,864.2743,555.8509,514.176,1440.5426,2079.3717,910.4925,695.0152,16,3982.0954,1155.4084,0,2001.7288,836.2038,4108.2166,3.9,1,8,26257.3025,1,0,0,0,0,0,43.56,0,0
0,956.5848,5.6,261,1,653,1114.7297,49,874.0554,4326.7609,1024.6871,6637.9566,387.6494,382.2115,1380.5972,367.3674,683.0691,649.043,818.8631,766.633,824.5215,585.5706,501.5896,1406.0209,2055.6971,854.7327,683.6729,15,3956.9111,1141.5234,0,1993.8414,797.1239,4183.0214,3,1,1,25940.8066,1,0,0,0,0,0,31.36,0,0
0,821.1465,5,114,1,0,1113.2776,49,887.3363,4147.3627,1047.5709,6592.0025,385.5374,367.8317,1362.1976,406.0835,734.3385,662.3391,832.2344,783.3349,861.4059,608.8768,512.6826,1396.5891,2012.2348,898.7139,702.5074,8,3916.8376,1140.2965,0,2004.6647,806.2363,4154.4273,2.8,1,6,25586.3163,1,0,0,0,1,0,25,0,0
0,776.6509,4.4,61,1,0,1100.3218,49,880.446,4052.0435,1016.436,6495.8753,399.5937,388.276,1374.1113,424.9076,771.3144,649.7567,805.6559,782.4571,854.622,595.6065,506.6543,1340.0354,1974.1451,892.3634,666.7603,7,3864.7551,1167.269,0,1966.8224,777.3695,4162.0487,1.8,1,0,25229.8368,1,0,0,0,0,0,19.36,0,0
0,760.2004,3.8,48,0,0,1074.7011,53,870.0304,3987.7002,1020.6101,6443.7048,397.0403,383.7844,1416.4411,440.804,742.7466,656.8962,835.2079,769.2202,864.1994,572.1927,492.8527,1345.5416,1986.2049,898.519,657.1546,15,3845.0995,1190.3293,0,1955.5436,808.3452,4152.5103,2.4,1,0,25132.746,1,0,0,0,0,0,14.44,0,0
0,784.5701,3.2,53,0,8,1091.4338,57,865.0217,3882.8565,1025.6953,6336.397,418.2536,403.2868,1423.8291,412.2817,742.8514,650.9167,844.7144,786.9406,859.263,570.8853,474.5019,1353.5114,1979.5088,911.6299,656.3836,10,3808.4173,1184.3438,0,1960.3697,827.5281,4087.4531,2.3,1,0,24832.3429,1,0,0,0,0,0,10.24,0,0
0,720.7065,2.6,102,0,707,1013.1858,60,872.1101,3781.0361,1025.6298,6303.5749,429.3417,396.0366,1418.1851,406.2947,732.8794,660.6485,858.5427,787.8677,849.3379,567.2012,498.8128,1349.3534,1972.3799,898.4919,633.2669,13,3765.3526,1210.6242,0,1977.4522,829.7533,4061.4802,2.4,1,0,24628.8144,1,0,0,0,0,0,6.76,0,0
0,736.6495,2.2,211,0,990,998.8433,61,899.222,3721.7822,975.9426,6246.5476,410.6614,421.7811,1408.9685,402.2829,780.2414,667.2133,826.2462,811.6827,907.2535,628.5074,553.8984,1364.8964,1960.7595,897.5107,669.0848,15,3685.141,1174.486,0,1983.1429,829.2518,4037.8168,2.6,1,0,24409.0549,1,0,0,0,0,0,4.84,0,0
1,919.7897,1.8,511,0,2684,1035.6761,57,965.5328,3626.0527,1090.8381,5992.524,482.1026,416.4113,1455.4864,484.4562,805.592,661.0039,772.2888,837.6408,1002.6154,659.1517,582.0327,1402.3869,1896.871,1060.5075,762.4211,17,3485.4197,1250.0417,0,1948.082,883.3919,3846.5949,2.5,1,0,23653.4176,1,0,0,0,0,0,3.24,0,0
5,1026.6932,1.8,815,1,4778,1156.7807,56,1046.5475,3687.6387,1141.646,5855.7925,293.0266,458.4072,1431.9814,483.1096,926.6948,714.3169,842.46,877.6352,957.6588,648.8905,606.6245,1336.2194,1738.8027,1073.1755,794.6549,12,3016.1852,1286.8506,0,1774.109,905.1745,3457.6415,3,1,0,22298.3704,1,0,0,0,0,0,3.24,0,0
3,1023.9529,2.3,565,4,2963,1243.0289,47,1074.0639,3733.8528,1206.377,5747.5232,269.2001,492.2083,1364.8722,463.5694,1024.4489,740.3093,942.973,952.9402,1086.1053,665.1833,585.9403,1337.4058,1657.6997,1103.9206,891.6214,14,2814.1269,1337.8368,0,1681.6654,1006.0142,3204.8748,4.1,1,0,21542.0208,1,0,0,0,0,1,5.29,0,0
2,1155.9226,3.8,402,3,1752,1243.119,43,1053.5218,3810.1682,1199.9496,5879.6345,310.6001,530.4685,1426.4387,522.9443,1044.0222,769.6883,925.1764,1039.0909,1104.6198,661.9953,592.104,1381.1071,1662.3608,1158.8841,881.5008,20,2891.3274,1344.2118,0,1696.9192,1053.5504,3111.3348,3.2,1,0,21859.2907,1,0,0,0,0,0,14.44,0,0
4,1101.767,4.9,405,1,1791,1393.9873,36,1105.6357,3938.8553,1218.1395,5900.7694,303.2762,505.2486,1432.1607,647.6034,1078.2396,745.312,859.1482,1013.729,1132.8487,698.1253,605.4451,1404.3818,1699.8189,1138.595,924.6749,32,2809.9772,1296.7385,0,1699.2851,996.7006,3129.0525,3.7,1,0,22014.3009,1,0,0,0,0,0,24.01,0,0
2,1196.9821,6.4,428,2,2063,1439.8519,33,1082.961,4058.1943,1258.7453,5958.9023,390.7432,523.4581,1407.8712,537.235,1089.7762,782.3255,900.8876,1039.5804,1109.3616,674.6734,649.5015,1440.1564,1729.9605,1152.2271,944.0465,43,2869.3572,1285.4775,0,1749.9503,1012.1743,3113.7633,3.3,1,1,22328.1555,1,1,0,0,0,0,40.96,0,0
2,1249.2207,8,496,4,2317,1510.4612,31,1204.9652,4030.1959,1333.9421,5908.8533,540.4452,517.2647,1454.0649,619.2005,1148.8133,840.9362,905.2415,1067.6746,1121.8274,677.9914,631.1865,1441.6137,1717.6973,1207.7531,1011.7303,39,2817.457,1269.3,0,1798.0431,1053.5977,3103.1202,3.1,1,1,22271.0454,1,0,0,0,0,0,64,0,0
4,1175.4986,8.7,566,3,2396,1441.437,27,1191.7468,4222.3562,1233.3912,5939.0242,570.2671,520.6367,1488.6141,653.6009,1082.2871,834.3327,913.8925,1069.1363,1120.6845,664.3254,582.7376,1411.5599,1704.5233,1087.9563,1087.2379,47,2889.0081,1351.3034,0,1842.0406,1031.7439,3078.6852,3.2,1,2,22575.8116,1,0,0,0,0,0,75.69,0,0
2,1167.3565,9.4,684,1,2729,1540.844,25,1235.3831,4156.6847,1179.1835,5877.6026,524.935,500.9146,1401.4105,498.4951,1039.7341,819.048,898.3827,1031.7068,1110.7191,668.345,595.8122,1434.3332,1649.9435,1119.8153,1022.672,45,2909.1309,1371.7144,0,1769.1922,977.0157,3152.6266,4.7,1,0,22350.9242,1,0,0,0,0,0,88.36,0,0
2,1310.2132,9.6,637,4,3249,1679.4389,25,1173.6905,4170.6597,1136.5501,5850.574,508.7458,479.2812,1391.4668,516.0899,963.41,746.6264,863.6366,1023.3392,1067.7421,656.5057,555.0181,1470.3252,1815.9656,1096.753,966.2575,58,3035.6675,1297.6737,0,1741.8023,909.357,3204.6461,3.9,1,0,22681.1072,1,0,0,0,0,0,92.16,0,0
8,1416.3751,8.5,839,3,4279,1819.5422,27,1120.5208,4383.7528,1245.5264,6327.6403,629.5229,470.733,1437.6513,542.6152,1013.0122,766.3723,907.7663,1016.0943,1072.2732,694.0849,564.811,1535.469,1901.3132,1185.3142,977.247,50,3285.655,1272.0253,0,1865.3421,988.0811,3386.3036,2.9,1,0,24123.1273,1,0,0,0,0,0,72.25,0,1
4,1478.7565,7.2,1073,5,4939,1944.3054,29,1204.0117,5000.5448,1326.4883,7238.3897,583.8559,519.1109,1560.9775,461.4083,1088.2398,760.0241,865.5219,1036.8316,1088.1326,702.9403,561.1288,1758.4691,2183.0679,1208.5635,944.3517,46,3854.4333,1244.1251,0,2258.3453,1008.3221,4375.0273,2.3,1,0,28229.2549,1,0,0,0,0,0,51.84,0,0
4,1517.5685,6.3,917,7,3370,2015.8353,34,1142.6331,5496.8131,1269.6503,7796.2684,467.517,458.291,1512.6267,506.7605,1030.3138,710.6193,913.08,954.9397,1052.78,660.1953,570.1006,1787.8099,2338.6004,1113.3478,903.6542,33,4438.8298,1277.9114,0,2300.8125,951.0141,4815.7062,2.1,1,0,30487.467,1,0,0,0,0,0,39.69,0,0
0,1537.5431,5.7,689,1,3296,1952.7464,37,1037.1277,5762.2099,1200.5186,8172.6536,461.9101,447.514,1487.9012,487.4054,985.9882,734.1003,875.7312,974.8208,1058.2278,706.8741,553.0104,1768.9804,2435.4226,1191.1081,904.8028,28,4704.3517,1287.6907,0,2337.2629,858.3859,4960.5665,3.2,1,0,31629.3488,1,0,1,0,0,0,32.49,0,0
4,1441.1154,5.1,702,2,3524,1685.4237,39,1020.0406,5852.6075,1193.523,7904.4677,440.3189,457.8673,1458.6257,538.8542,982.7914,735.0158,858.9628,870.152,1031.8019,649.0477,513.7112,1733.89,2466.5418,1128.6938,905.8304,23,4787.3085,1269.6032,0,2239.9487,848.0582,4979.2784,3,1,0,31422.6683,1,0,0,0,0,0,26.01,1,0
7,1267.0093,4.5,768,5,3699,1444.1829,40,1004.0828,5755.7039,1112.6184,7460.6198,467.6831,427.1499,1371.2917,567.3038,876.0805,712.1176,827.593,864.8501,975.4628,662.8913,523.719,1673.3591,2460.7098,1116.95,883.6348,23,4761.8593,1282.797,0,2159.9423,858.7476,4790.4533,2.6,1,0,30433.9392,1,0,0,1,0,0,20.25,0,0
0,967.7483,3.8,448,6,2729,1221.4383,43,889.1663,5126.6517,1024.4149,6951.5847,330.9196,394.3674,1247.1052,349.1611,718.4825,625.7355,810.8158,769.4705,819.0448,542.1608,470.192,1538.4119,2301.3324,995.9139,732.5097,24,4429.7786,1200.0898,0,2037.7803,751.0912,4454.4181,1.9,1,0,28087.0629,1,0,0,0,0,0,14.44,0,0
0,927.6218,2.7,425,0,2,1168.2644,47,849.3248,4743.442,1043.4643,6806.6491,291.3544,401.257,1299.003,314.5945,758.3154,616.6677,797.1412,745.9366,843.2205,530.5428,483.7334,1490.9901,2204.4632,992.8136,715.5904,24,4278.7155,1176.0485,0,1983.1696,742.1725,4313.4454,1.8,1,0,27119.8779,1,0,0,0,0,0,7.29,0,0
4,875.5094,2.4,143,3,0,1116.1397,50,856.6558,4529.6069,991.5199,6637.5946,313.9421,409.5525,1296.3967,371.5146,767.2228,629.2006,812.1174,757.5796,857.1329,561.9026,467.7256,1395.4824,2123.7855,930.0177,689.0112,32,4133.3767,1236.8419,0,1913.0446,755.3546,4228.8988,1.6,1,0,26258.1862,1,0,0,0,1,0,5.76,0,0
0,783.9153,1.8,100,2,0,1053.9401,54,854.7782,4318.9364,993.9413,6506.1227,307.9978,401.9374,1292.2004,403.6465,737.0838,643.1633,821.5625,767.3637,834.4344,555.1455,455.726,1363.0752,2039.8963,957.4521,688.5005,27,4008.3336,1205.0111,0,1921.1218,734.1035,4203.4002,1,0,0,25653.0866,1,0,0,0,0,0,3.24,0,0
0,753.0291,1.4,69,1,0,998.8053,57,865.3604,4181.2655,1004.0699,6406.1285,332.5155,381.7713,1333.1945,415.3993,759.1634,647.7813,801.1916,776.5135,837.5299,517.2948,482.7304,1381.5826,1987.2086,980.1033,663.9432,24,3901.2377,1227.0701,0,1952.046,763.9988,4185.5989,1.1,1,0,25328.2623,1,0,0,0,0,0,1.96,0,0
2,738.006,1,39,1,24,966.9424,61,848.7767,3949.5414,977.2247,6211.9106,318.8436,404.4811,1317.4746,410.693,756.0616,637.2947,785.2477,759.9693,827.4418,514.9272,468.7504,1367.1008,1970.584,976.1718,672.9572,23,3779.1017,1258.1417,0,1918.8817,747.1761,4086.3098,0.5,0,0,24600.9046,1,0,0,0,0,0,1,0,0
0,697.0853,1,124,1,736,862.4406,61,872.4967,3748.3815,1017.0082,6072.3767,314.522,397.2445,1327.4546,432.6722,747.9397,614.9899,831.3279,772.1652,839.8774,508.269,507.3005,1358.7801,1943.1835,931.6917,659.0744,23,3745.3841,1229.8217,0,1892.2186,714.4715,3994.4049,1,0,0,24082.184,1,0,0,0,0,0,1,0,0
0,694.2209,1.3,179,1,717,848.1268,59,853.7874,3608.4087,1017.0393,5854.9099,310.9847,393.3605,1308.112,408.9571,756.4754,631.6099,852.1749,763.858,833.8357,497.2967,506.7189,1371.8051,1885.4678,910.5612,673.2453,25,3607.6145,1299.8342,0,1836.4992,748.9869,3964.1579,1.4,1,0,23436.9751,1,0,0,0,0,0,1.69,0,0
1,665.8739,1.1,174,0,900,810.3974,62,880.4633,3544.6617,1075.6525,5725.0584,343.8207,384.6149,1300.8556,410.4027,776.0191,653.2778,784.9686,820.811,799.6409,505.0166,508.2588,1313.03,1890.4882,989.2083,669.7541,18,3485.2462,1238.6822,0,1790.5021,754.6652,3877.8216,1.8,1,0,22927.6638,1,0,0,0,0,0,1.21,0,0
0,668.8374,1,352,0,1590,820.7819,64,922.9202,3424.214,1064.1918,5519.2453,363.2996,398.8292,1280.8055,393.2765,874.9319,680.5002,846.249,861.0761,827.533,510.1256,498.8815,1347.3253,1852.9031,981.5001,720.6131,28,3434.3089,1245.2092,0,1801.0309,809.0968,3757.6788,1.7,0,0,22417.5118,1,0,0,0,0,0,1,0,0
4,678.2447,3.2,374,1,1931,860.7957,59,1001.8257,3415.1069,1081.6798,5385.8098,448.0898,387.6322,1315.1655,368.1591,877.1289,720.2447,919.08,907.1268,827.4541,519.5023,503.933,1384.3068,1844.1582,974.6862,731.9722,26,3403.9491,1246.5137,0,1785.3894,777.6885,3668.0499,1.8,1,0,22201.9356,1,0,0,0,0,1,10.24,0,0
0,687.1313,6.8,387,1,1893,921.154,49,1113.3355,3337.6181,1112.025,5249.9354,478.8548,414.7943,1420.4469,470.4463,1010.3113,715.4892,890.9504,987.8157,947.966,566.5856,526.0681,1504.5045,1935.2368,1082.7276,858.8786,49,3327.6965,1215.4317,0,1902.8324,845.0407,3633.0006,1,0,0,22311.2712,1,0,0,0,0,0,46.24,0,0
3,740.4329,8.9,406,2,2295,995.2178,37,1291.1413,3374.8043,1230.5282,5282.7113,618.6072,406.9969,1510.6021,633.5322,1122.4366,806.6773,904.1118,1114.3591,997.4451,623.9938,557.7932,1706.3338,2005.4294,1209.9813,967.7403,60,3299.78,1230.0315,0,1949.4006,929.652,3671.0661,2.7,1,0,22800.1276,1,0,0,0,0,0,79.21,0,0
3,844.4649,10.2,500,3,2758,1108.1406,31,1224.1533,3444.7825,1239.9179,5466.8106,710.7013,385.8705,1554.6443,822.6937,1182.611,790.3457,891.0525,1173.0259,996.0285,659.4591,530.2874,1685.3953,2140.4587,1219.8116,897.9299,57,3436.0202,1230.8754,0,2015.3394,943.7042,3785.9975,3.2,1,0,23529.4485,1,1,0,0,0,0,104.04,0,0
6,873.5949,11.6,578,3,2905,1318.0752,27,1222.8162,3548.7086,1248.2452,5620.1333,869.0348,401.5527,1571.9817,757.9859,1259.8071,801.9693,930.0441,1124.1018,1066.7017,632.2215,554.7165,1815.4486,2120.8631,1217.0695,995.5148,51,3568.6229,1214.2463,0,2091.6983,964.9978,3835.0573,2.8,1,0,24172.5138,1,0,0,0,0,0,134.56,0,0
5,1003.0986,12.3,610,2,2864,1361.106,26,1186.561,3578.8895,1263.2068,5608.164,1021.3175,401.57,1484.0541,771.594,1192.0841,797.988,922.4753,1067.1616,1009.1367,605.0248,561.8657,1739.8079,2187.6625,1236.501,998.5179,48,3599.7328,1174.9752,0,2026.5247,971.6522,3880.0273,2.9,1,0,24104.8628,1,0,0,0,0,0,151.29,0,0
3,1119.8693,12.8,611,0,3288,1493.2498,25,1342.4378,3780.2,1284.3876,5731.1858,1026.7816,426.4914,1560.5891,681.5615,1269.8268,741.8731,921.3222,1044.5579,1039.6576,589.0333,582.5015,1778.1577,2236.4153,1244.5216,995.5199,48,3681.793,1203.2688,0,2071.3357,912.8567,3992.1796,2.3,1,0,24831.8562,1,0,0,0,0,0,163.84,0,0
3,1172.5188,13.2,729,3,3953,1692.4222,30,1229.8674,3969.9766,1311.1338,5903.8604,1097.6517,445.5988,1514.9235,675.5634,1215.3781,761.6836,893.3147,1081.6954,1058.3787,648.2583,580.1076,1807.2471,2251.5288,1267.0475,997.2146,49,3764.8855,1180.1483,0,2106.1602,927.2492,4185.1973,2.7,1,0,25503.7794,1,0,0,0,0,0,174.24,0,0
3,1359.4734,11.6,737,9,3898,1991.9404,36,1181.5603,4284.6078,1307.7319,6482.5997,865.1148,473.0202,1629.2434,599.5549,1188.5979,791.8018,864.0368,1118.7506,1087.5306,673.3449,597.073,1878.758,2419.478,1310.1512,1034.7346,56,4006.747,1323.1107,0,2167.5201,988.5333,4494.0908,2.8,1,0,27363.0448,1,0,0,0,0,0,134.56,0,1
4,1520.5025,9.9,732,5,3691,2012.169,44,1092.9802,4821.2489,1249.4899,7278.8386,739.3513,447.4118,1544.6002,672.2884,1088.4135,811.9095,845.1771,958.6891,1053.7748,653.9342,554.4041,1724.757,2524.3509,1226.296,986.4677,40,4364.7748,1311.48,0,2204.7078,927.7976,4718.2546,2.4,1,0,29181.5328,1,0,0,0,0,0,98.01,0,0
4,1611.5471,8.9,632,0,3213,2059.1081,52,1064.3931,5281.2193,1216.8752,7697.2357,681.1368,417.5996,1539.532,713.5889,1089.9069,781.1702,856.9274,945.3662,1030.2408,654.3083,559.5636,1698.362,2537.1755,1291.1177,891.3011,24,4775.1769,1292.5499,0,2242.4633,898.8579,4909.8934,1.5,1,0,30681.0581,1,0,0,0,0,0,79.21,0,0
1,1560.9584,8,593,1,3549,1908.2548,58,968.0989,5512.1352,1193.6101,7792.7269,530.021,423.8399,1555.6288,528.2905,976.9569,737.2561,805.6754,893.9327,982.0585,633.3933,505.363,1826.1636,2615.4427,1206.0978,865.9932,19,5069.0572,1221.3982,0,2265.5028,884.7311,5109.5662,0.8,0,0,31746.2234,1,0,1,0,0,0,64,0,0
1,1573.4188,7.4,552,2,3730,1732.4174,63,899.9592,5605.8048,1157.4027,7859.9207,446.918,409.5537,1522.1359,494.8361,932.9178,710.2989,879.2305,858.4511,974.0341,614.1472,514.8281,1707.8718,2570.4074,1130.7611,869.6593,20,5106.6445,1223.7143,0,2217.4704,881.6492,5050.5006,0.3,0,0,31640.7561,1,0,0,0,0,0,54.76,1,0
2,1340.4543,6.8,650,3,3888,1448.2586,66,858.9356,5359.0386,1162.5337,7436.2098,470.7499,387.904,1475.7591,504.6756,827.1388,712.445,883.7227,830.8816,861.9991,617.4182,494.6407,1630.0238,2455.6342,1060.5252,838.9584,20,4857.3256,1170.7023,0,2120.6635,868.6045,4808.8484,0.1,0,0,30143.503,1,0,0,1,0,0,46.24,0,0
4,1093.5285,6.4,450,7,2203,1213.5122,69,773.8548,5052.1109,1077.9026,7038.1581,338.1966,356.4028,1337.2498,370.7613,745.7593,646.808,827.9908,749.9948,831.2198,534.401,463.4193,1539.0769,2331.7327,989.8549,714.9084,24,4735.0837,1148.4469,0,1956.9752,784.1644,4566.53,0.7,0,0,28556.9173,1,0,0,0,0,0,40.96,0,0
3,1007.3017,6,218,1,1,1133.198,72,795.5843,4769.8416,1042.4551,6682.6515,345.2279,361.9326,1342.9946,364.5329,733.1088,638.2723,801.4433,753.2118,836.5447,530.388,464.3517,1491.8109,2181.725,965.0284,680.2057,24,4525.5503,1147.0858,0,1893.2164,761.62,4431.8078,1.7,1,0,27319.5981,1,0,0,0,0,0,36,0,0
