"y","past_rent","station_dist","sub_passenger","bus_passenger","temp","station_type","m50","m30","f45","m20","f70","m45","f0","wet","f15","f50","f40","m40","m0","X8_9","m55","m5","f20","semester","m60","f30","wind","m35","f65","f60","f55","m65","f25","m70","m25","f35","dust","X17_18","cloud","most_use","X9_10","sunny","X10_11","rain","temp.sqr","X19_20","X13_14","X18_19"
2,1,611,3831,714,-3.8,0,956.6363,2276.4368,876.22,5085.1851,1261.9911,1066.8164,414.7285,60,1352.4443,814.1587,844.6088,1114.0312,509.0415,0,945.7514,1002.1198,6537.9913,0,610.5051,2207.1999,1.6,1658.1038,529.51,724.6269,779.5593,503.4408,4422.3664,822.2842,4570.0815,1439.7487,35,0,0,28197.1135,0,0,0,0,14.44,0,0,0
0,2,554,2022,548,30.1,0,1133.8685,1637.197,1242.8853,3548.0456,1436.5365,1299.8392,618.4982,61,1512.8034,1042.6979,1171.2999,1234.8154,923.0328,0,1079.7196,964.9146,4954.1977,0,748.0425,1744.0031,4.7,1506.9032,619.9569,804.661,1047.4894,480.695,3056.5915,971.6224,2782.7574,1466.4422,62,0,3,20696.1377,0,1,0,0,906.01,0,0,0
1,5,113,4825,1004,28.6,0,1234.9026,2207.2442,1184.2064,4751.5309,1245.7747,1422.1843,520.8619,48,2064.805,1079.6746,1145.0639,1343.0633,508.9406,0,1073.4528,1614.4901,6741.4608,1,679.5755,2227.7475,3.8,1909.1339,644.1481,752.0802,943.6452,467.0211,4171.7778,945.4599,3779.4206,1572.7073,18,0,4,27361.023,0,1,0,0,817.96,0,0,1
0,0,546,16,53,27.2,0,774.3035,1881.5391,788.6894,3358.6183,1210.9364,887.8834,457.9452,87,865.5195,731.3172,776.28,945.5345,364.606,0,735.3599,589.0606,5570.7845,0,530.4761,1851.6623,1.7,1309.6727,493.909,607.1936,701.3699,437.7107,3899.0527,839.5993,3724.2415,1250.4864,20,0,8,22846.0575,0,1,0,0,739.84,0,0,0
0,0,611,266,92,-8,0,707.6731,1897.0111,758.5254,3066.843,1172.3804,1001.4879,352.9673,52,801.0555,714.028,769.7496,901.8271,444.22,0,766.9387,544.6626,5039.7855,0,517.1638,1869.4065,4.6,1210.7271,516.4699,627.8985,652.8053,380.2656,3593.8553,867.6102,3456.0891,1223.0252,42,0,0,21356.7428,0,0,0,0,64,0,0,0
1,0,128,0,47,8.9,0,787.0501,1939.3876,759.4646,4011.9553,1279.8298,1014.2561,422.9211,92,1048.4715,776.9126,701.0231,887.1251,436.5242,0,724.4108,869.2849,6314.1562,1,563.145,1919.0213,1,1393.7268,505.5749,619.6382,623.2031,359.222,4079.0933,817.5576,3875.9257,1334.3939,19,0,8,24867.6601,0,0,0,0,79.21,0,0,0
6,0,232,4774,843,-1.9,0,971.1692,1718.5551,1024.3765,3954.8423,1320.4879,1130.1397,348.8987,69,1137.9297,852.4945,1034.0958,1023.6165,546.5956,1,920.8751,1076.7583,6045.7429,1,680.7343,1766.8028,2.1,1443.2722,570.8837,723.8205,789.0806,470.2268,3608.9708,906.5786,3133.5809,1347.2405,33,0,10,23019.0075,0,0,0,0,3.61,0,0,0
7,6,128,1336,365,10.1,0,812.3354,1964.6587,788.9015,4167.6021,1201.1411,1099.8222,375.5344,81,1240.7873,781.6159,735.5288,941.3706,372.2794,0,742.079,921.5757,6735.5202,1,543.5721,1863.0791,0.8,1489.5562,507.8017,630.7748,683.0907,396.5387,4147.6952,765.1934,3954.6149,1265.9897,42,0,5,25588.7161,0,0,0,0,102.01,0,0,0
0,0,554,0,160,11.1,0,837.6659,2063.8422,777.2418,5067.3237,1182.0115,975.305,354.5791,66,1686.4719,765.6547,875.4299,971.4242,422.9181,0,783.6703,1251.3524,6734.9345,1,533.9201,1918.3711,3.5,1438.0602,553.7906,621.2929,704.6162,410.5072,4291.5712,825.4639,4539.627,1301.6645,18,0,6,27355.3944,0,1,0,0,123.21,0,0,0
6,19,37,2954,582,-6.6,0,1046.9687,1684.0979,1121.0874,3874.6337,1419.8266,1197.1511,357.202,51,1146.893,990.2118,1080.2531,1095.3533,539.4024,0,1020.7687,1178.5157,5840.7656,1,711.1283,1711.365,4.1,1456.3347,578.5213,757.5185,953.0145,515.3212,3236.7133,925.5562,2965.7757,1498.1134,35,0,0,22267.7993,1,0,0,0,43.56,0,0,0
9,6,17,4585,1041,27.8,1,1210.6771,2101.1098,1311.4304,4255.5499,1375.8156,1294.5442,587.7898,73,2168.713,1066.2922,1089.1825,1310.5471,532.7779,0,1022.0047,1334.3623,6257.9361,0,666.0587,2251.1183,2.2,1920.9264,640.412,793.234,1025.3014,497.026,4235.2982,839.1825,3711.3231,1648.7087,21,0,9,26381.9705,0,1,0,0,772.84,0,0,1
4,4,83,2287,616,29.5,0,1213.5626,1609.5531,1290.7181,3701.447,1372.4852,1406.4939,562.1985,65,1341.6518,1118.462,1107.9326,1265.5895,504.0949,0,1048.487,835.7163,5436.8471,0,722.5193,1820.9636,2.8,1527.2942,595.4732,857.8488,1043.7367,585.0461,3267.5226,1014.2355,2990.1885,1348.7963,31,0,9,21702.6124,0,1,0,0,870.25,0,0,0
26,14,116,4626,943,22,1,1206.1758,2202.4816,1236.8509,4775.8282,1429.5585,1360.4522,478.7529,73,2065.5774,1070.6404,1116.6943,1380.5978,424.2223,0,1085.7878,1882.0644,6863.279,1,769.5282,2181.413,1,1871.2151,628.1176,853.4621,1013.1904,496.0253,4341.7344,949.9441,3889.5756,1665.2452,13,0,9,27790.7721,0,0,0,0,484,0,0,1
0,0,128,3289,638,-0.6,0,1007.3894,1875.934,974.1498,3403.613,1245.5964,1295.8359,471.7198,35,1883.649,942.3664,969.2102,1215.8218,557.0616,0,991.7557,1409.357,4704.006,0,676.7172,1690.6295,3.5,1536.2436,544.8541,739.6047,902.0907,457.4308,3151.479,903.6355,3038.0262,1228.5762,27,1,0,20628.5075,0,0,0,0,0.36,0,0,0
4,3,611,1,172,23,0,817.5505,1883.1337,758.9945,3901.3568,1065.9904,1006.9406,399.0972,80,1204.8933,772.4459,749.6602,885.3883,342.8855,0,833.0221,843.0849,6024.4255,1,544.8338,1809.45,1.3,1283.3129,501.8694,604.4896,610.6654,395.2299,3839.9343,747.3154,3711.5394,1255.4425,21,0,8,23708.5951,0,1,0,0,529,0,0,0
0,2,113,1934,374,23.2,0,1037.3776,2168.3212,1102.0343,4335.1574,1385.8754,1213.1293,1149.9928,52,1986.7205,975.6259,1181.4589,1287.7831,973.5726,0,831.4769,1459.9421,6023.6617,1,629.829,1930.6828,4.7,1882.6339,633.8838,690.0986,821.2377,475.2686,3915.0611,982.0987,3884.2739,1661.0837,14,0,3,25800.8757,0,1,0,0,538.24,0,0,0
0,0,611,515,75,7.2,0,752.3825,1878.567,800.8101,3464.1666,1267.6434,963.1488,308.1096,65,1160.0226,691.9476,818.5119,941.335,461.4084,0,697.6447,786.4008,5841.2726,1,515.1374,1938.5112,5,1318.8739,540.5011,591.7943,647.0416,412.3365,3888.3566,860.4851,3678.2917,1301.0026,30,0,10,23309.0422,0,1,0,0,51.84,0,0,0
5,4,37,3243,709,2.1,0,935.7923,2095.5004,1072.0105,3537.5769,1256.6777,1218.5985,890.4481,62,1718.8969,933.9219,1109.8116,1212.4077,712.4925,0,976.5153,1104.3589,5123.0752,0,576.6379,2151.8775,1.9,1706.3787,601.3118,766.8593,868.0339,478.0128,3661.8379,923.7288,3396.8804,1637.7656,56,0,2,23310.8926,0,1,0,0,4.41,0,0,0
0,0,113,312,129,23,0,824.0297,1897.2875,794.2309,3906.6179,1132.3259,956.6951,338.9447,100,1084.5342,724.8421,772.0325,903.2846,409.4909,0,784.3208,852.5294,6485.2742,1,529.0194,1924.6177,3.4,1361.0307,501.4353,669.8438,653.136,362.7492,3960.4697,771.4096,3802.4541,1287.4933,8,0,10,24625.2451,0,0,0,7.9,529,0,0,0
5,1,546,3048,799,27.7,0,1091.9635,2113.6416,1163.7025,5143.9647,1320.5515,1323.9255,470.1308,59,2446.6953,988.2027,948.1421,1304.4591,548.6578,0,1004.4496,1616.3305,7231.1937,0,672.0855,2295.6298,2.3,1750.3947,606.9824,768.9719,959.6787,503.925,4347.636,871.817,3875.592,1540.8801,69,0,5,28298.9326,0,1,0,0,767.29,1,0,0
3,1,37,775,180,15.3,0,812.7921,1906.5019,775.2536,3821.4892,1167.8677,1035.0058,442.1637,79,1087.463,784.056,774.6904,867.6755,351.3423,0,785.5747,768.1315,5897.9407,1,509.7493,1725.9437,1.4,1295.8914,507.898,612.8549,661.8925,378.1613,3857.7673,825.2769,3732.7077,1314.0077,31,0,9,23552.2496,0,1,0,0,234.09,0,0,0
2,3,113,2939,575,26.9,0,1054.1821,1606.5695,1135.4747,2983.3265,1445.5599,1147.6782,248.7844,78,852.3705,1010.383,1101.5208,1191.5635,291.1008,0,864.5807,627.1388,4682.4259,0,703.2829,1702.0147,1.1,1432.6679,574.1246,751.458,959.0006,469.7272,3028.0302,886.072,2854.9303,1347.6255,20,0,9,19637.5905,1,1,0,0,723.61,0,0,0
1,3,51,3411,576,11.7,0,813.5825,2171.6341,915.7536,4610.3051,1223.1253,1037.8687,406.3352,64,1793.565,851.046,846.9802,1008.3589,415.3666,0,794.3736,1448.7457,6136.5205,1,582.6276,2111.5669,0.8,1515.6132,614.3878,654.9108,751.0586,428.7037,4147.7245,888.1689,4209.7354,1411.2509,53,0,5,26314.3506,0,0,0,0,136.89,0,0,0
14,13,116,3283,631,12.9,1,936.843,2290.5395,1061.3931,4278.3024,1224.8659,1106.7626,926.7335,39,2181.115,953.0827,1065.2977,1243.3875,759.5556,0,898.1742,1834.7636,5886.2688,1,594.4896,2011.5781,4.4,1803.9145,607.1863,730.1542,920.816,509.67,4152.687,838.962,4063.1068,1610.151,69,0,1,26096.5481,0,1,0,0,166.41,0,0,0
6,1,83,3205,656,22.5,0,1130.7192,1657.9521,1242.7281,4672.3839,1266.4393,1336.4853,539.8517,46,1772.6486,1077.1053,1054.7173,1242.6782,599.9097,0,1022.1169,1160.1835,6542.8393,1,749.2127,1779.0824,1,1582.7321,593.9059,798.2712,1011.6337,457.9314,3121.9802,920.7509,3013.589,1444.5939,29,0,6,23815.1529,0,0,0,0,506.25,0,0,0
15,24,116,2657,607,17,1,1054.8417,2340.66,1078.3108,5093.2654,1189.2614,1235.5008,387.5185,58,2119.009,976.5965,1023.3842,1343.8126,505.5709,0,907.6589,1789.9175,7167.1793,1,710.3185,2339.6736,3.7,1799.26,606.0928,763.3756,934.5588,520.7859,4661.493,866.0344,4276.83,1610.6667,28,0,6,29289.028,0,1,0,0,289,0,0,0
5,4,83,4565,758,-4.6,0,942.497,1740.3852,895.4118,2633.0066,1358.5374,1276.3898,342.3467,65,654.0246,856.7072,913.5695,1057.9965,460.7983,1,897.8239,480.3218,4356.2759,0,661.0103,1771.8226,1.8,1426.6989,541.4515,769.5843,980.7428,503.255,3152.8935,935.1744,2876.137,1325.3847,68,0,0,19282.6044,0,0,0,0,21.16,0,0,0
0,1,113,3242,678,5,0,1119.1261,2547.9886,1121.1026,5244.2128,1280.1557,1452.0393,582.5416,67,1921.5142,1038.6649,1134.9168,1463.8452,535.0628,0,1107.7024,1432.0903,7820.0527,1,812.6253,2475.386,0.9,1969.8886,607.2127,752.8017,933.4056,499.6799,5218.3134,977.7621,4909.7039,1694.1258,48,0,0,31879.6718,0,0,0,0,25,0,0,0
0,0,113,16,52,12.6,0,857.8703,1926.2181,894.7231,3908.134,1269.1212,1095.5411,378.9988,88,1112.6729,799.5927,760.9446,989.1769,376.5455,0,791.5366,760.4582,6460.1711,1,551.6163,1931.3551,1.6,1346.2239,490.1573,610.0436,639.4663,412.4635,4016.8662,831.2074,3830.504,1432.3943,25,0,8,24851.8667,0,1,0,0,158.76,0,0,0
4,2,51,3184,708,16.9,0,1111.5449,1641.2654,1147.261,4636.1833,1377.5479,1356.4822,479.125,27,1817.1149,1022.0467,1070.177,1176.0255,511.6339,0,1034.3634,1311.3038,6370.7964,1,696.127,1755.9446,3.1,1537.0377,576.0997,731.3141,1048.2484,544.9549,3040.0732,908.7851,2900.0481,1472.587,38,0,0,23353.9357,0,1,0,0,285.61,0,0,0
3,3,113,4617,767,15.4,0,1164.7052,1809.1628,1180.4478,4526.3883,1233.7101,1320.2792,737.632,59,3307.7603,1085.0131,1063.7313,1222.4516,533.6825,0,1020.6782,2043.8239,6126.1951,1,678.5835,1769.7094,3,1672.5355,617.0974,730.2792,997.7113,502.3353,3471.9529,1004.0961,3301.5879,1547.8912,11,1,9,24225.4231,0,1,0,0,237.16,0,0,0
3,6,51,3328,897,18.9,0,1010.2722,2438.358,1245.7034,5233.3231,1402.2096,1394.0293,559.179,65,2155.6055,1006.8375,1123.7175,1351.1962,408.2201,0,1045.2193,1601.3185,7498.5112,1,690.2494,2284.559,1.2,1830.3564,642.5932,784.6124,918.9138,508.0048,4651.5863,934.9175,4297.9845,1816.466,31,0,9,30051.1445,0,1,0,0,357.21,1,0,0
0,0,554,637,334,-11.3,0,778.2652,1956.52,885.3994,4017.9997,1197.7159,1048.0483,371.8218,58,1074.0846,762.4026,736.6608,951.6796,358.5204,0,844.0392,834.684,6278.6622,0,535.0564,2051.9155,5.4,1551.7915,475.4439,615.8164,675.1412,391.3484,4136.8337,801.618,3870.4359,1355.3154,20,0,1,25219.4739,0,0,0,0,127.69,0,0,0
3,4,17,2215,518,0.6,1,1103.4022,1635.4724,1169.1945,4838.528,1288.5764,1277.8488,279.0557,30,1663.9818,1019.3092,1199.3399,1165.903,423.8306,0,1048.7856,1406.9563,6498.9775,1,702.8828,1802.0417,3.3,1455.4333,670.4462,859.4515,989.5843,524.0031,3174.805,997.6948,3072.0153,1446.3064,56,0,0,23923.5796,0,0,0,0,0.36,0,0,0
1,1,113,2758,540,12.2,0,854.7969,2138.9613,882.1824,4800.3961,1288.3388,1040.2684,420.553,60,1445.4624,885.0367,834.9597,979.3697,534.2336,0,937.9068,1184.3521,6688.9812,1,602.6489,1993.7436,0.1,1509.5145,574.739,709.6844,762.6999,420.2912,4340.1977,809.7932,4104.6998,1356.4958,18,0,0,26932.99,0,0,0,0,148.84,0,0,0
0,0,83,0,24,11.5,0,796.3035,1845.3458,754.3209,3831.219,1177.1536,974.6738,305.4765,63,1142.8507,783.8886,781.7889,846.9074,467.7087,0,727.9417,892.3232,6089.7369,1,514.2507,1944.3816,0.6,1331.6966,525.9194,626.0287,666.3393,410.6172,3946.8851,832.7619,3732.0689,1307.1203,54,0,9,24028.4542,0,0,0,0,132.25,0,0,0
0,0,83,8,38,25.5,0,739.7241,1900.6445,747.3558,3343.9907,1233.4583,879.5121,413.3231,96,899.2513,705.364,799.4155,872.29,403.0047,0,722.3185,562.1599,5463.0036,0,510.1872,1885.3698,3.2,1352.445,485.9079,674.7921,651.6977,415.9591,3932.5821,758.3298,3599.3979,1222.1768,17,0,10,22699.6104,0,0,0,0.6,650.25,0,0,0
2,3,51,0,64,6.7,0,781.9729,1988.7227,814.9298,4260.9131,1213.5052,1049.01,350.4592,62,1212.7763,743.7441,738.6396,907.896,382.512,0,789.7626,893.1291,6567.3863,1,542.1702,1948.0466,1.9,1362.5649,494.2361,657.1353,719.757,445.6926,4161.5771,803.0079,3785.9124,1340.3401,18,0,1,25415.4632,0,1,0,0,44.89,0,0,0
2,3,128,2693,568,30.3,0,994.0736,1663.6314,1037.4288,3035.2683,1360.7803,1088.3615,398.5301,71,897.3997,938.3969,1010.0844,1080.2124,473.0989,0,951.3629,645.8588,4611.9916,0,673.829,1658.2143,2.3,1455.0828,568.0131,744.9787,887.6055,528.9006,2991.8312,862.8236,2786.8015,1400.4754,15,0,3,19603.2965,1,1,0,0,918.09,0,0,0
14,5,116,2448,609,29.4,1,1203.3109,1666.7109,1280.9643,3526.2151,1367.485,1282.3964,427.2521,67,1419.1611,1108.189,1115.7119,1219.2732,508.5202,0,1060.2546,847.165,4797.0182,0,705.2635,1703.4515,1.8,1541.2838,612.3452,756.9635,1064.7494,532.5312,2938.1167,1014.8754,2796.728,1299.3776,22,0,5,20268.9018,0,1,0,0,864.36,0,0,0
2,2,611,4332,1184,-1.3,0,1190.2626,2249.6711,1126.2757,4771.7069,1273.6958,1377.6073,677.836,93,1982.6171,1073.5782,1055.6118,1255.8259,541.6881,0,1120.5844,1622.7719,6905.5038,1,778.5709,2359.3884,2.5,1803.4012,600.9102,863.9758,1019.6503,484.54,4228.0341,918.166,3938.2116,1549.3571,36,0,10,27805.2742,0,0,0,0,1.69,0,0,1
0,2,546,3334,649,5,0,1033.3792,1800.6834,1106.2677,3629.2681,1317.4866,1247.1228,460.0311,28,1714.2352,1038.3297,1032.0144,1233.7963,542.2916,0,1047.1533,1339.4708,5164.1337,0,751.9622,1722.2748,2.4,1591.8793,605.3587,808.6548,949.3778,510.7406,3310.4232,946.9127,3142.4299,1416.1321,24,1,0,21777.2245,0,1,0,0,25,0,0,0
14,9,116,3713,641,15.1,1,1127.7931,1773.9184,1185.228,4607.6605,1288.976,1279.7237,458.2765,50,2063.126,949.8421,1034.0312,1250.5583,479.0587,0,953.8378,1762.1583,6202.8863,1,717.8759,1725.3767,3.2,1602.0763,617.9823,756.1947,1007.788,511.5162,3434.668,998.5722,3210.222,1550.3058,18,1,8,24107.114,0,1,0,0,228.01,0,0,0
12,9,83,3094,627,20.4,0,1077.6979,2181.9972,937.5827,5120.5943,1264.0736,1169.4083,520.3241,76,2020.8528,960.012,1000.4606,1119.241,574.1006,0,951.8754,1755.1479,6997.8679,1,686.1796,2130.7712,2.4,1690.452,600.7955,727.0003,850.9127,487.9424,4368.5084,875.2797,4015.3227,1553.3181,11,0,0,28058.8318,0,1,0,0,416.16,0,0,0
19,4,37,4677,721,21.5,0,1088.7245,1716.7855,1084.5515,3977.9096,1399.0364,1294.6268,426.329,87,1393.5624,1018.0782,1023.7136,1218.8079,609.4629,1,997.7051,1227.3897,5961.8839,1,673.3939,1730.4998,2.8,1478.873,571.5069,712.2697,838.9432,497.0296,3492.6183,983.3805,3031.785,1367.3409,16,0,6,22757.696,0,1,0,0,462.25,0,0,0
2,0,113,3630,654,-0.4,0,1065.7813,1699.5822,1026.0213,3736.9267,1276.415,1269.0243,579.4513,29,2189.9791,882.2542,892.226,1295.1382,470.0364,0,951.0715,1558.3154,5033.8087,0,702.3097,1704.994,2.8,1699.7198,591.7059,746.8165,896.1653,507.3438,3154.2415,886.4459,3008.4172,1383.1168,35,1,0,21420.8069,0,0,0,0,0.16,0,0,0
0,0,113,674,131,3.8,0,797.7428,1911.7491,779.1968,3306.2775,1174.8672,1000.0167,367.3173,79,846.1426,753.7187,756.4297,911.0973,350.4509,0,710.3782,688.4902,5605.3182,1,512.5964,1724.4349,1.3,1304.2655,482.5924,621.2251,596.8742,365.0092,3711.9116,803.598,3500.032,1257.4723,16,0,0,22321.4611,0,1,0,0,14.44,0,0,0
0,0,83,1037,374,-7,0,828.9016,2019.5067,830.8781,3008.1216,1197.7758,1102.3111,449.8361,46,751.2015,919.045,841.607,1044.2321,472.161,0,849.9867,635.5926,5112.379,0,621.4771,1999.6672,3.1,1402.4515,604.3821,669.5218,735.8966,455.4868,3919.5309,896.3876,3541.3337,1321.5635,26,0,0,22324.5541,0,0,0,0,49,0,0,0
15,0,116,3376,624,-1.1,1,994.0709,1860.3237,1030.6647,3628.6017,1346.4811,1179.9487,624.7258,31,1913.2989,1042.3662,945.6885,1242.0451,600.7259,0,998.9065,1444.764,5212.6233,0,703.2146,1796.5114,2.9,1579.3237,626.6383,744.4942,934.7964,475.1639,3403.9411,953.8153,3125.3523,1320.9339,45,1,0,21927.6111,0,0,0,0,1.21,0,0,0
0,0,554,4783,524,2.3,0,855.8796,2382.8284,981.712,4672.5124,1235.3651,1144.4296,488.5478,41,1851.3681,901.1634,901.2664,1160.7246,490.3419,0,853.4485,1685.3233,6739.431,0,600.0657,2072.244,0.7,1570.3802,569.0321,756.012,849.0418,501.4374,4575.9297,872.9802,4559.1047,1490.5537,88,0,9,28062.9841,0,0,0,0,5.29,0,0,0
0,0,611,3882,432,2.3,0,812.0793,2188.7668,828.4959,4328.3219,1170.1756,1093.5447,536.1137,53,1807.5304,848.714,889.1666,1041.3291,522.4703,0,799.1167,1681.2758,6281.542,0,552.4116,2135.145,2.1,1485.8246,541.339,697.5059,788.4472,423.357,4210.5786,837.1078,4242.9925,1380.5546,99,0,0,26253.726,0,1,0,0,5.29,0,0,0
7,3,116,2461,486,27.7,1,936.4644,1947.6578,1068.9638,3565.3997,1362.923,1201.687,757.7954,80,1253.0075,989.9825,1143.8013,1222.2383,773.9504,0,886.0969,791.0944,4752.5551,0,655.9323,1958.3149,0.9,1584.1354,566.6666,788.9831,1001.9793,450.5509,3502.4514,892.2698,3328.8752,1556.7762,21,0,9,22196.1657,0,0,0,0,767.29,0,0,0
6,15,37,2709,555,16.3,0,1055.9344,1648.7332,1039.0771,3651.7164,1355.5361,1332.1082,307.9707,67,1432.3629,981.3914,1083.7908,1100.6706,484.192,0,906.7562,1233.1723,5370.8659,1,616.8878,1627.0762,4.2,1469.6099,626.4987,787.4528,926.6974,496.207,3044.1687,936.3245,2939.6776,1455.2731,33,0,9,21207.121,1,1,0,0,265.69,0,0,0
2,0,116,2578,509,-5.1,1,925.3733,2414.0499,909.8964,4552.9316,1227.925,1160.7459,654.0785,41,1966.7499,946.9674,917.2256,1193.7879,562.4713,0,866.8686,1620.1831,6449.1476,0,647.213,2019.6272,4.5,1634.3185,576.8371,745.5514,865.2159,460.7429,4564.0448,891.7242,4754.7698,1359.0149,29,0,0,27747.9043,0,0,0,0,26.01,0,0,1
12,11,611,2183,477,25.8,0,1166.7395,1848.8033,1201.3866,4610.4609,1314.7032,1389.0432,403.9855,37,1987.6094,1133.358,1136.8706,1288.3939,597.7553,0,1035.2522,1863.7259,5883.5415,1,690.4072,1811.8848,3.1,1577.2689,679.911,837.3277,1133.761,500.0588,3202.5719,982.4521,3039.8895,1512.7208,49,0,0,23487.1416,0,1,0,0,665.64,0,0,0
2,3,546,1889,490,26.6,0,1090.5191,1727.1478,1099.256,3132.4494,1267.9891,1240.2453,398.4184,79,1129.4269,1037.3014,1128.9075,1262.9298,610.4483,0,1020.5518,994.6563,4795.8718,0,681.572,1773.6797,3,1409.4833,610.5721,747.2233,974.711,499.5371,2887.8901,907.4802,2671.9622,1489.7026,24,0,10,19888.1869,0,1,0,0,707.56,0,1,0
2,0,37,850,190,2.2,0,730.9285,1870.7446,779.4288,3394.2556,1174.5418,1128.5496,345.1834,50,1118.7158,732.266,839.3245,905.8511,459.4855,0,700.3129,793.4643,5586.238,1,602.9027,1947.6633,2.2,1274.0717,549.2771,640.2861,671.3969,459.3616,3764.3206,899.1248,3652.7937,1268.4096,38,0,9,22758.4971,0,1,0,0,4.84,0,0,0
15,2,232,2980,606,28.8,0,1159.5565,1604.7739,1082.1544,3073.689,1489.8286,1282.4645,489.0064,79,955.7333,997.9183,1088.5713,1214.8787,581.076,0,957.2227,836.3309,4662.9475,0,690.3187,1712.9292,1.7,1481.4301,635.9628,787.1669,996.7101,535.5956,3106.8127,972.44,2799.1094,1469.9994,30,0,8,19911.6912,1,1,0,0,829.44,0,0,0
20,6,83,4496,990,14.2,0,1230.6524,2224.1177,1250.0239,5039.4596,1310.4539,1380.1173,452.503,48,1861.3201,1157.3162,1133.7457,1309.6674,544.7395,0,998.3922,1450.6624,6884.4579,1,707.2847,2168.6583,2.1,1849.2157,599.114,750.8475,944.126,510.8942,4159.4778,827.9575,3672.9822,1614.8374,20,0,0,27613.2066,0,1,0,0,201.64,0,0,1
4,6,611,1625,420,22.9,0,897.331,1988.5469,815.1453,4337.233,1160.6031,1075.5448,402.7542,62,1382.373,770.2631,762.0392,1019.0255,330.8921,0,785.7325,1047.9061,6594.657,1,545.7095,1984.5827,4.9,1450.0356,532.6044,598.032,659.3638,424.7691,4072.3251,803.0315,3837.1228,1361.4718,26,0,8,25625.9749,0,1,0,0,524.41,0,0,0
3,9,17,3127,820,26.7,1,911.0633,2339.2165,967.1534,4752.0652,1322.9138,1237.3994,816.2184,83,1877.6986,907.6596,1033.5443,1218.1347,711.2134,0,904.5452,1393.0927,6276.7185,0,634.2224,2137.0644,1.5,1640.2909,554.3054,741.527,834.8427,410.0504,4154.0871,863.1093,4169.1413,1457.8498,22,0,8,26926.4337,0,1,0,0,712.89,1,0,0
2,0,546,1768,414,9.1,0,903.6315,2075.719,910.0603,3295.4225,1190.9303,1004.5291,899.0904,36,1474.0698,890.7733,953.3444,1067.4437,755.6685,0,774.8828,976.0692,5055.7978,0,586.2782,1991.5065,2.6,1527.9979,540.3071,657.7315,828.9135,415.09,3746.8507,843.1625,3837.7191,1371.9329,55,0,10,22902.9464,0,1,0,0,82.81,0,0,0
0,1,51,2578,509,-5.1,0,925.3733,2414.0499,909.8964,4552.9316,1227.925,1160.7459,654.0785,41,1966.7499,946.9674,917.2256,1193.7879,562.4713,0,866.8686,1620.1831,6449.1476,0,647.213,2019.6272,4.5,1634.3185,576.8371,745.5514,865.2159,460.7429,4564.0448,891.7242,4754.7698,1359.0149,29,0,0,27747.9043,0,0,0,0,26.01,0,0,1
0,0,546,0,17,-9,0,759.0226,1806.4291,726.8335,3018.4928,1179.3603,1010.7662,352.5906,51,789.2725,736.6909,779.7227,887.0221,396.003,0,735.4353,491.7544,5116.3844,0,526.6654,2000.4178,3.4,1234.2647,527.8025,655.8124,668.8665,443.7605,3841.9753,836.7074,3658.7709,1325.8057,28,0,0,22002.5407,0,0,0,0,81,0,0,0
0,1,113,375,181,23.5,0,787.3556,1913.9165,723.7018,3836.245,1147.4312,956.361,376.8911,72,1045.4327,768.8834,741.6167,1004.3677,374.0612,0,813.5506,751.1783,6011.6555,0,590.4259,1955.2003,2.2,1441.1506,488.1121,634.0698,730.1942,423.5946,4019.7,839.5877,3828.4577,1284.5744,12,0,6,24290.9,0,1,0,0,552.25,0,0,0
0,0,51,5175,872,-2.1,0,879.767,2032.5184,918.5907,3101.0213,1276.5386,1121.3306,368.5397,43,1060.5967,848.585,848.7995,1086.5001,516.9718,0,879.4261,708.3599,4544.9877,0,637.8643,2016.7677,2.5,1502.1892,572.4302,670.1338,824.3075,429.6351,3380.2075,835.8054,3325.9027,1285.6515,33,0,4,21189.246,0,0,0,0,4.41,0,0,0
15,2,128,4063,904,18.9,0,1125.1625,2197.8223,1152.9186,4500.1282,1277.0422,1503.3734,451.4233,35,1695.2212,996.0163,1088.4755,1262.7655,521.5525,0,962.7226,1446.6266,6415.6628,1,680.5124,2253.384,4.6,1846.5139,675.7769,795.9732,935.0089,516.7871,4233.3552,924.2851,3676.3025,1647.1573,74,0,0,26770.3262,0,1,0,0,357.21,0,0,1
0,2,546,3757,725,5.2,0,1002.5792,2296.8783,1203.6543,4313.3785,1202.067,1283.8218,870.1764,67,2185.615,1009.4337,1187.3062,1299.6906,598.2926,0,937.6066,1403.2822,6690.2254,1,692.6401,2266.1278,2.4,1751.6051,637.2555,881.6643,899.3867,545.7804,4488.3807,822.0819,4129.7383,1676.7807,58,1,5,27613.1148,0,1,0,0,27.04,0,0,0
2,4,37,2148,461,22.4,0,1179.7935,1640.032,1221.5714,4334.6046,1299.2969,1408.5441,359.8755,19,2049.8552,1173.5983,1192.0207,1235.3662,485.9926,0,1009.0411,1790.4866,5920.0732,1,704.8554,1647.742,2.1,1593.5841,647.1503,802.4563,1113.4334,511.0223,3111.6503,999.4147,2962.0326,1448.5986,203,0,0,22658.3174,0,1,0,0,501.76,0,1,0
