"y","past_rent","station_dist","sub_passenger","bus_passenger","temp","station_type","m50","m30","f45","m20","f70","m45","f0","wet","f15","f50","f40","m40","m0","X8_9","m55","m5","f20","semester","m60","f30","wind","m35","f65","f60","f55","m65","f25","m70","m25","f35","dust","X17_18","cloud","most_use","X9_10","sunny","X10_11","rain","temp.sqr","X19_20","X13_14","X18_19"
4,2,116,1384,272,27.9,1,817.0456,1768.0345,824.5557,3226.186,1180.8316,952.3458,395.7862,79,891.4767,751.2094,719.7187,946.1333,447.3151,0,820.1109,555.1915,4808.7163,0,550.0049,1687.9541,0.8,1354.9093,500.5282,636.7709,731.2545,391.6173,3387.244,670.853,3197.3071,1170.3729,43,0,1,20600.7242,1,0,0,0,778.41,0,0,0
0,0,554,3037,688,24,0,935.397,2398.7052,953.0138,4508.0292,1264.6377,1197.6761,787.2916,92,1969.6035,864.6457,997.192,1222.1586,686.837,0,909.7677,1477.6605,6543.9319,0,588.0031,2119.2366,1.6,1708.4645,549.8102,703.2013,823.0715,461.5381,4475.2048,888.6796,4298.545,1431.9748,26,0,9,27484.092,0,0,0,26.2,576,0,0,1
0,0,113,2924,597,1.4,0,912.9314,2511.7143,1018.1777,5110.1827,1245.6468,1236.9849,684.358,48,2700.9713,979.4042,912.8821,1146.4246,525.7453,0,937.343,2038.1945,7330.97,0,631.6124,2258.4784,1.7,1790.0681,604.0219,788.5421,960.3255,502.7228,4694.1151,856.7169,4724.3478,1478.4659,69,0,9,29898.3423,0,1,0,0,1.96,0,0,1
3,4,51,0,83,17.1,0,855.5917,1911.8672,861.8023,4231.6773,1187.6964,1084.0825,335.5108,68,1244.4743,782.6535,791.6542,955.989,400.7753,0,834.4338,839.879,6469.4553,1,590.9502,1949.6333,2,1392.0062,521.2713,677.0987,698.483,396.3434,4109.8019,773.7652,3845.5522,1361.178,17,0,0,25271.1714,0,1,0,0,292.41,0,0,0
4,3,116,3416,709,-3.4,1,972.1456,2395.9771,939.5968,5271.1143,1266.7101,1147.5533,448.6008,60,1698.4614,909.4096,924.896,1170.8077,489.945,0,982.1065,1202.5721,6911.2232,0,648.9323,2226.6979,0.7,1700.6141,556.4983,715.4094,837.5739,517.7732,4720.0715,835.1736,4621.5134,1507.9682,36,0,0,29355.1797,0,0,0,0,11.56,0,0,0
1,0,128,819,171,-1.9,0,783.0422,1866.3833,770.884,3215.302,1160.531,1003.3846,394.9578,43,1034.5045,720.455,701.6038,937.125,458.4149,1,738.5064,791.6674,5251.7363,1,573.5354,1821.7624,2.5,1268.1566,546.2643,611.0338,700.8357,394.7027,3474.5971,793.9189,3530.5476,1252.818,65,0,0,21681.3033,0,0,0,0,3.61,0,0,0
11,13,232,2918,604,17.2,0,1102.822,1614.2147,1081.0409,3874.8447,1432.0511,1363.6493,186.1051,45,1365.9804,991.5052,1026.2435,1193.741,399.7173,0,974.1238,1199.9215,5476.7116,1,648.7703,1639.3462,2.3,1605.7964,604.2485,766.3521,903.1037,576.7273,3142.9552,991.3131,2864.7782,1448.1043,81,0,0,21666.7513,1,1,0,0,295.84,0,0,0
0,2,611,685,106,4.8,0,808.2617,1918.0128,824.0117,3902.7385,1283.3039,1074.8137,368.3964,73,1083.1156,787.221,794.5834,877.2955,422.2016,0,777.8345,799.1113,6319.8966,1,552.9455,1959.6022,0.5,1342.2471,517.4221,651.3623,695.6345,404.703,4089.4077,851.8756,3668.5998,1318.9524,13,0,0,24519.4571,0,0,0,0,23.04,0,0,0
14,10,83,4717,835,8.1,0,901.6214,1739.6454,1034.3946,3730.9806,1270.3409,1224.6363,361.6684,79,1272.0683,994.7131,938.7974,1019.9126,475.4025,1,941.1867,978.3554,5859.6271,1,556.9978,1705.2579,2.5,1401.8938,565.5913,729.1394,766.2263,413.1675,3523.5363,906.0443,3146.8383,1310.1297,59,0,5,22417.9091,0,1,0,0,65.61,0,0,0
5,2,51,3454,654,18.6,0,971.4601,2293.3125,925.6192,5485.129,1258.0425,1340.074,446.5148,54,2665.2101,1044.7896,1019.9199,1230.9459,491.5577,0,885.6762,2391.3416,7666.4654,1,612.265,2108.4982,3.3,1725.7525,603.0883,731.6969,851.8117,471.5296,4350.5403,912.1608,4238.3708,1528.5733,64,0,9,29396.642,0,1,0,0,345.96,0,0,0
13,11,116,3013,510,28.4,1,1040.5169,2642.3331,1249.7906,5908.9941,1481.9827,1328.9806,711.1109,46,2367.2804,1032.313,1096.326,1175.2997,775.4551,0,1031.6898,2175.3787,7584.1001,1,640.8721,2274.3605,2.3,1772.8326,678.1429,819.0417,991.185,526.6078,4930.2488,1067.4524,5008.8767,1674.4209,53,0,8,31796.1668,0,1,0,0,806.56,1,0,0
3,7,37,2566,588,4.5,0,935.7584,2217.0294,929.9841,4467.3655,1203.4069,1364.868,471.764,66,2100.9999,1006.5185,958.02,1280.8167,458.8891,0,852.5275,1779.5022,6307.7359,0,732.9177,2061.2633,3.1,1704.2499,602.0851,725.2061,891.5805,412.4264,4183.1655,900.9131,4033.3592,1433.302,25,0,0,26407.4707,0,1,0,0,20.25,0,0,0
0,0,611,879,163,-7,0,831.3651,1804.4586,754.2506,2867.3304,1155.3235,967.8333,335.3666,64,655.2588,719.6343,777.0247,889.2484,439.8354,0,772.3559,504.4925,4814.3606,0,568.9924,1972.0665,1,1275.977,534.6208,688.1315,703.2011,382.021,3746.7603,826.9774,3512.3122,1215.5581,22,0,0,21208.8237,0,0,0,0,49,0,0,0
0,0,546,536,80,-11.1,0,771.6888,1850.3453,745.0904,2982.5559,1252.1693,1007.6415,281.6306,59,719.5557,762.4756,832.122,897.7761,479.3826,0,705.9287,536.5186,5264.0091,0,554.685,1924.9918,2.3,1339.105,512.0684,620.8906,727.0797,410.8013,3817.2307,793.1512,3566.6039,1267.9557,27,0,0,22012.7974,0,0,0,0,123.21,0,0,0
1,0,232,2253,502,-4.9,0,1193.3194,1802.8675,1166.9254,3165.7141,1424.045,1369.3778,508.5437,40,1616.6071,1046.9888,1172.2716,1195.3039,545.191,0,1106.6164,1016.3461,4748.4104,0,769.5238,1798.3919,4.1,1568.9446,677.1055,803.7552,993.096,547.315,3085.2599,955.6976,2841.5365,1458.6733,26,0,0,20469.7982,0,0,0,0,24.01,0,0,0
3,5,116,1558,367,-1.4,1,998.1332,1610.4039,1195.9802,2723.7143,1301.9285,1287.1708,392.5294,55,1132.4449,992.4871,1138.8127,1188.6812,487.4597,0,1111.7106,689.9313,4165.5035,0,662.0803,1852.0467,2.7,1527.0036,625.1375,788.823,929.4493,495.2602,2943.3771,904.4207,2749.2994,1417.7758,37,0,0,18989.1243,0,0,0,0,1.96,0,0,0
4,3,611,1793,407,7.2,0,1113.3178,1814.2328,1139.7516,3136.2933,1399.6151,1238.9569,583.3808,57,1308.0699,996.6914,1238.2153,1178.0879,603.0234,0,1122.9235,638.6193,4758.009,0,751.6976,1698.6749,4.5,1542.5753,584.4554,747.7128,1021.4051,543.4374,3004.2569,883.6907,2852.379,1387.5926,88,0,4,20194.0138,0,1,0,0,51.84,0,1,0
4,2,232,1814,437,-7.6,0,1015.5667,1559.7893,1131.3949,3249.9428,1367.9326,1235.3005,419.1327,66,1039.6978,1018.1117,1104.7398,1172.1647,570.3871,0,1047.8555,753.6803,4964.6284,0,706.8162,1659.6722,4.1,1501.0046,579.6011,770.7489,930.0887,542.1945,2920.5134,938.8569,2790.9569,1440.3138,27,0,2,20086.8214,0,0,1,0,57.76,0,0,0
0,0,116,0,0,-11.4,1,869.4371,1901.5069,862.3208,3837.4729,1222.8847,1068.5864,404.0711,44,1020.5024,740.2145,775.751,953.3644,413.0586,0,789.9657,675.326,5888.3317,0,529.83,1947.7949,2.7,1440.6073,485.2441,641.3164,612.5008,395.905,4025.8366,753.363,3930.0795,1293.3692,23,0,0,24264.999,0,0,0,0,129.96,0,0,0
5,4,83,3867,909,7.1,0,993.8255,2176.9604,1169.4403,4758.8365,1143.9227,1343.8156,462.317,43,2318.4248,984.1597,1100.7288,1341.0136,419.0226,0,906.0185,1828.8667,6544.7919,1,711.2253,2168.3855,3,1702.1712,570.0325,759.0024,861.3684,505.249,4008.092,972.3551,3786.9514,1552.9567,30,0,10,26699.1456,0,1,0,0,50.41,0,0,1
3,6,232,3589,661,7.8,0,1074.3503,1905.8645,1080.2417,4351.2296,1138.2383,1318.2444,460.2593,38,2078.8977,971.797,1072.5259,1244.5691,449.4182,0,995.9371,1675.4091,5985.11,1,691.7091,1744.4945,3.5,1677.0464,582.9778,724.4001,890.4395,489.779,3445.7943,958.6095,3264.5375,1536.4017,57,1,10,23910.4785,0,1,0,0,60.84,0,0,0
0,0,113,0,43,23.8,0,769.3334,1943.3849,795.4325,3861.6399,1186.18,863.3873,388.8379,89,1005.6318,747.1513,756.6879,864.7701,381.9145,0,804.2282,745.9089,5635.1051,0,539.1196,1798.8202,0.4,1388.5383,499.4104,644.9143,691.567,362.5975,4005.1187,757.9154,3862.3012,1315.8851,46,0,8,23810.7934,0,0,0,0,566.44,0,0,0
1,0,113,1856,507,2.8,0,1141.7671,1639.3873,1152.1156,2948.9347,1335.756,1348.6224,696.3489,31,1562.5994,1039.1849,1131.1083,1218.2919,540.113,0,1085.1446,927.6003,4588.4278,0,754.8811,1705.1164,4.2,1595.6954,675.4948,802.4767,950.2714,509.4384,2929.4599,958.0808,2735.4908,1441.1287,59,0,0,19583.641,0,1,0,0,7.84,0,0,0
10,7,116,2916,667,29.6,1,1163.5531,1604.1923,1163.3696,3411.5614,1330.0989,1134.51,668.3494,60,1730.9388,1023.3646,1135.165,1183.7041,560.8301,0,886.0007,1060.0371,4993.8593,0,679.486,1789.042,2.8,1525.2487,606.1754,757.1064,922.9982,464.0776,3017.0934,881.5146,2826.0655,1313.7428,33,0,9,20480.8054,0,1,0,0,876.16,0,0,0
1,10,116,0,63,23.8,1,789.144,1909.7306,741.5412,3638.7592,1189.6544,985.8461,387.6863,87,982.5439,796.1073,737.8756,918.5344,383.0391,0,776.7405,676.1254,5630.3096,0,533.3283,1913.856,1.6,1376.9556,472.8298,625.9556,716.502,414.422,4044.4872,776.8391,3622.1862,1380.7885,21,0,0,23517.0729,0,1,0,0,566.44,0,0,0
0,0,546,2630,567,26.8,0,1111.0789,1695.9068,1213.5257,3429.4001,1329.2943,1157.0694,757.8784,92,1435.2034,1040.2136,1192.2498,1133.8854,553.9584,0,1021.7615,970.7522,4920.9213,0,652.4674,1723.5052,3.8,1475.0976,610.8512,739.0534,922.2109,493.9418,3082.422,897.8079,2938.916,1265.8985,22,0,10,20532.0675,0,0,0,2.3,718.24,0,0,0
0,0,128,0,50,-3.3,0,708.6062,1809.7286,639.1696,2461.3111,1078.2932,959.5482,386.2022,62,570.7158,712.6012,701.426,879.6008,442.0473,0,681.2875,372.4509,4200.9515,0,535.0829,1759.9288,1.7,1225.0692,492.6002,604.4684,637.4414,366.1739,3409.5163,780.8228,3257.8847,1181.0871,22,0,8,19305.4773,0,0,0,0,10.89,0,0,0
2,7,17,2580,543,6.5,1,1008.1219,1676.3601,1061.6295,3502.3936,1362.5261,1251.1214,334.384,42,1301.4795,991.2404,1077.9965,1114.5745,564.6575,0,997.8776,1199.7642,5064.2155,1,673.8525,1734.1433,1.9,1514.6241,626.1871,714.8575,935.0451,534.1979,3017.7543,987.689,2948.2093,1388.6746,22,0,4,20846.3748,1,1,0,0,42.25,0,0,0
0,0,128,2554,431,0.2,0,847.4551,2006.6552,940.7,3248.143,1251.8252,1112.3885,756.9656,29,1690.8551,873.9035,883.3009,1237.2743,651.5854,0,938.0258,1189.5248,4696.6257,0,630.4562,1830.5571,4.5,1461.3259,606.023,670.2714,841.6548,471.6931,3395.6962,922.3904,3367.7487,1341.9961,18,0,0,21348.7479,0,0,0,0,0.04,0,0,0
1,0,51,910,197,3.3,0,754.887,1857.1381,780.5758,3517.1373,1231.5945,1033.9393,355.062,58,1085.7827,757.7924,794.5149,931.7791,430.6559,0,730.9314,870.8941,5883.2235,1,542.7527,1960.139,2,1260.7222,550.4592,592.9468,770.5194,421.6658,3901.9097,889.8235,3510.5255,1279.1558,26,0,0,23169.9511,0,1,0,0,10.89,0,0,0
0,0,546,707,90,26.7,0,851.1823,1865.3441,778.0785,3467.9215,1202.8114,945.3069,333.8917,79,897.3581,751.8897,732.1,993.9115,458.0796,0,798.5034,600.9895,5671.2951,0,584.2482,2052.8308,0.7,1383.5015,544.8095,625.4308,721.8149,423.3948,3907.1176,709.7089,3610.2695,1312.0696,21,0,10,23270.3497,0,0,0,0,712.89,0,0,0
8,7,37,2875,688,12.3,0,1021.5243,2221.7158,1103.0879,5190.6554,1324.6057,1283.8034,397.4071,77,1796.1797,981.0471,1003.3992,1262.2523,518.5172,0,1064.4882,1416.4097,7596.1353,1,672.3817,2196.6673,1,1898.4612,598.4573,734.5937,911.0744,460.7749,4518.6193,840.1906,4160.0997,1501.6943,81,0,7,29284.0483,0,0,0,0,151.29,0,0,0
2,1,37,0,35,-6.2,0,682.6853,1868.6205,759.1109,2998.2926,1153.826,1011.773,357.4981,56,799.0811,741.6373,794.9505,954.5962,448.9058,0,748.0896,530.1364,5082.614,0,544.437,1873.422,3.2,1235.7983,521.9664,620.3202,652.0776,396.9367,3619.7477,848.8259,3576.5725,1243.5398,24,0,0,21498.6074,0,0,0,0,38.44,0,0,0
5,2,37,2942,619,26.7,0,1188.916,1698.2055,1255.0471,3543.6874,1362.6565,1286.0094,422.7196,84,1301.1027,1027.2785,1117.9808,1179.9701,483.1206,0,999.5654,922.2118,5118.0363,0,668.4982,1735.5115,6,1579.6546,612.6046,828.8324,935.4846,493.4197,3192.4773,894.5537,2877.7968,1378.7958,8,0,10,21124.1652,0,1,0,0,712.89,0,0,0
0,0,232,4060,1037,24.4,0,1178.8204,2036.2238,1257.619,3995.8898,1183.7417,1330.3032,537.7266,97,1868.0005,971.9462,1059.1559,1258.9916,444.3928,0,955.9596,1078.3677,5904.8603,0,673.7202,2182.6048,0.4,1699.9342,616.9172,775.3931,891.8104,440.7433,3943.7921,922.3969,3297.8986,1614.5644,5,0,10,24675.768,0,0,0,14.1,595.36,0,0,1
3,2,128,1685,410,21.5,0,1114.0357,1647.7303,1196.4388,4565.0744,1331.0266,1370.5373,372.982,84,1614.9534,1122.5058,1246.208,1165.3438,561.6327,0,1108.849,1343.9945,6201.0498,1,755.7383,1759.584,1.3,1448.8633,598.5317,775.3916,940.8993,540.6264,3056.256,943.5532,2888.8763,1336.8635,14,0,10,22904.2976,0,1,1,0,462.25,0,0,0
7,1,17,2570,611,20.4,1,1192.8458,1776.2707,1226.3295,4855.4153,1293.0889,1311.2848,588.587,45,1675.2134,1090.4855,1110.4412,1122.7938,513.7745,0,1150.5452,1504.8127,6722.9542,1,704.6056,1848.5663,2.7,1492.0029,629.1786,824.1273,996.6722,575.6929,3024.7205,983.5374,2943.9708,1441.9335,34,0,0,24105.8342,0,1,0,0,416.16,0,0,0
1,3,116,0,50,27.6,1,784.3776,1940.1632,736.7177,3515.3042,1238.4389,892.0124,403.3125,78,976.5583,718.4951,744.5207,868.3998,418.2502,0,743.7973,677.4776,5684.9479,0,560.6922,1925.3085,1,1315.774,520.9111,657.5375,652.0948,394.3797,4037.1182,771.7783,3650.0538,1217.3028,33,0,10,23285.9726,0,0,0,0,761.76,0,0,0
6,7,37,2699,600,6.1,0,929.2749,2278.9822,1097.7491,3823.8634,1145.4868,1155.8846,796.9614,24,1713.8383,886.9698,989.493,1132.2919,642.6929,0,873.9639,1503.8502,5695.2589,1,636.7561,2037.0505,6.8,1615.2539,532.8534,714.5537,917.8246,455.8338,4174.1563,953.9572,3888.237,1484.3786,47,0,1,24997.1808,0,1,0,0,37.21,0,0,0
1,1,232,3775,628,25.3,0,1034.3738,2572.7129,990.2724,5916.9328,1322.0909,1230.1338,523.9531,56,2134.1948,860.3806,985.6606,1269.7374,592.252,0,926.3283,2003.9095,8003.0016,1,610.1289,2422.3427,3,1788.5396,584.6271,722.6606,870.8291,493.0737,5121.15,940.1184,5264.113,1494.2375,19.5,0,2,32583.0301,0,1,0,0,640.09,0,0,0
0,3,128,2774,490,2.9,0,907.9041,2541.9334,1030.8118,5085.2071,1273.5027,1169.1975,431.5685,39,2281.4721,902.7721,955.131,1239.3408,555.5753,0,893.515,2095.2776,7225.569,0,609.5805,2088.475,3.2,1666.8526,569.1454,770.0735,841.239,472.9198,4929.4341,866.6557,5012.1356,1529.005,88,0,8,30078.6118,0,1,0,0,8.41,1,0,0
1,1,83,954,235,17.9,0,820.8673,1850.9115,783.3936,3617.9264,1244.0836,1028.1068,393.5301,97,1038.773,806.4538,870.0068,999.4635,430.2502,0,775.2452,744.7164,5990.386,1,575.7846,1883.5496,3.4,1318.1729,558.8331,640.2438,638.686,395.2998,3919.7743,788.9875,3534.2172,1298.9591,24.5,0,10,23413.897,0,0,0,1.3,320.41,0,0,0
4,3,232,2956,687,14.5,0,1020.5667,2264.8902,1089.7857,5418.2527,1198.8267,1326.5521,453.0844,75,1723.2043,918.5906,984.3109,1292.9539,482.663,0,902.0476,1367.0562,7618.7735,1,729.3495,2221.3957,1.3,1677.5443,561.9237,758.1662,846.7396,459.9851,4496.6012,943.615,4243.6834,1550.3496,55,0,4,29491.4906,0,1,0,0,210.25,0,0,0
0,0,116,725,127,-5.4,1,631.9558,1316.1836,713.75,1914.6359,1106.9512,908.9561,350.3892,59,466.1775,673.5464,665.7695,775.1679,406.7064,0,737.743,379.6563,2874.1192,0,484.8911,1233.2969,1.1,1038.3869,475.1921,609.1058,638.9012,384.7885,2159.8917,756.224,2068.3617,867.45,39,0,0,13472.3259,1,0,0,0,29.16,0,0,0
5,1,83,3953,729,13.2,0,1058.3787,2251.5288,1229.8674,3969.9766,1180.1483,1311.1338,1097.6517,30,1692.4222,1081.6954,1215.3781,1267.0475,675.5634,0,927.2492,1172.5188,5903.8604,1,648.2583,2106.1602,2.7,1807.2471,580.1076,761.6836,997.2146,445.5988,4185.1973,893.3147,3764.8855,1514.9235,49,0,0,25503.7794,0,1,0,0,174.24,0,0,0
2,4,37,3382,514,23.2,0,1091.4623,2607.9579,1078.2794,6012.8139,1320.5718,1244.3877,623.8558,80,2140.3912,926.518,1001.1374,1193.0491,545.6148,0,848.5543,1805.198,7879.0347,1,640.0419,2230.2814,3,1873.609,602.8412,717.3342,898.1408,505.9944,5009.2674,864.9086,5140.0259,1614.0757,21,0,6,32367.0659,0,1,0,0,538.24,0,0,0
5,5,611,1627,371,26.5,0,1119.9971,1590.0471,1158.6491,3394.1562,1477.4351,1189.0396,468.8495,69,989.5935,1044.2642,1110.2263,1142.791,581.3024,0,1038.0261,925.8861,4474.6377,0,729.0655,1616.4076,2.1,1526.8058,601.8066,780.2386,970.7488,450.9269,2978.2674,945.9779,2723.537,1445.0434,16,0,9,19748.9022,0,1,1,0,702.25,0,0,0
2,2,611,2344,493,9.2,0,940.8047,2235.7937,947.8337,3863.9015,1216.0889,1105.9173,1027.5036,34,1951.003,900.3593,896.4346,1076.7014,709.9506,0,834.8892,1403.861,5680.9069,0,617.5933,2093.9553,2.7,1476.731,552.9321,740.533,852.4796,448.3896,4019.1835,896.616,4082.0877,1392.8863,70,0,8,24845.4459,0,1,0,0,84.64,0,0,0
11,6,116,1709,360,23.2,1,1141.4603,1634.4516,1225.4143,4044.5649,1338.7924,1286.1977,391.4281,64,1385.3083,1114.8409,1187.048,1172.7764,646.8322,0,1148.8739,1637.3105,5479.8255,1,731.3735,1720.8136,2,1445.271,653.2119,821.1446,974.9858,549.1223,3080.936,971.7211,2966.8367,1371.8429,71,0,1,21744.5422,0,1,1,0,538.24,0,0,0
3,0,611,2783,560,9.9,0,980.6494,2151.2974,1117.8202,4443.4329,1184.0102,1049.1033,974.1459,79,1897.8749,985.405,968.8382,961.495,766.9097,0,904.6778,1653.2465,6491.7995,1,641.9931,2053.0449,3.1,1532.5192,600.4604,682.3488,796.6067,463.5737,3971.2155,928.0061,3841.633,1332.2948,18,0,9,25817.2372,0,1,0,0,98.01,0,0,0
4,9,232,1695,411,25.1,0,1096.8305,1513.051,1343.7357,3115.7563,1384.1551,1163.861,609.8866,80,1131.2057,1041.3448,1241.5963,1104.6621,666.2319,0,895.2518,975.692,4478.4841,0,697.0872,1694.3222,2.1,1539.6026,603.8833,757.5731,978.5251,482.5177,2923.4968,911.2973,2726.8354,1337.5762,26,0,9,19329.1246,0,1,1,0,630.01,0,0,0
1,2,83,2508,449,2.3,0,1004.6671,1753.2823,1234.6698,4746.8692,1257.3891,1292.3914,450.0424,65,1760.6008,1015.3917,1197.9538,1135.736,585.1348,0,1107.2141,1319.5763,6599.922,1,682.0631,1797.3577,2.6,1466.1164,628.9003,715.8396,928.978,543.2672,3285.4434,954.4577,3112.2931,1428.8242,440,0,6,24190.1083,0,1,0,0,5.29,0,0,0
12,2,83,4088,799,-8,0,1035.3198,1791.3511,939.9325,2903.5481,1279.4694,1266.2471,386.8804,56,780.8194,837.6349,998.3451,1063.0916,466.8647,1,915.5614,572.3443,4730.3311,0,635.7582,1800.2983,1.3,1454.062,613.9749,747.8595,815.7906,481.0368,3386.4752,910.8859,2999.146,1329.6158,30,0,0,20394.8276,0,0,0,0,64,0,0,0
0,1,554,3042,472,9.1,0,885.1839,2297.8985,829.4091,5126.5954,1264.9887,980.4608,450.2004,61,2331.542,816.6624,754.4235,966.622,531.3193,0,860.0285,2189.5345,7299.8828,1,580.2913,2021.649,2.8,1584.6826,582.9275,659.4757,721.8189,465.9937,4376.474,861.7782,4474.7297,1352.1397,25,0,0,28534.0517,0,1,0,0,82.81,0,0,0
0,0,17,709,113,14.3,1,798.3312,1883.7969,788.1738,3951.8775,1196.4881,1023.4994,320.0751,69,1205.1732,787.5706,812.0107,940.5754,385.917,0,722.604,949.3318,6173.4151,1,559.9088,1984.916,5.2,1428.0173,517.642,639.5855,692.0448,400.5703,3952.4024,853.1956,3717.5574,1376.7018,68,0,9,24468.6844,0,1,0,0,204.49,0,0,0
0,1,546,1818,369,22.3,0,817.0368,1764.774,785.3021,3337.6564,1100.9728,1051.5268,488.0293,59,1139.1401,857.9176,948.1771,975.4727,424.6574,0,784.2007,750.6765,5154.7878,0,560.5704,1860.2415,2.1,1354.4907,523.4917,632.388,728.3226,371.7862,3460.7128,731.0386,3284.2492,1294.0343,26,0,4,21510.9467,0,1,1,0,497.29,0,0,0
0,0,232,14,54,-8.5,0,822.8264,1925.2557,829.7095,3642.9927,1234.203,1026.243,396.9353,59,942.5639,711.1979,826.3202,965.4973,467.8007,0,781.9215,693.8403,6187.0148,0,520.1788,2006.6493,2,1437.7318,520.9041,600.6278,669.7079,405.1136,4056.3176,783.403,3775.4416,1375.5359,23,0,0,24406.9394,0,0,0,0,72.25,0,0,0
3,4,232,605,296,22.2,0,845.1198,1959.1755,836.4078,4285.086,1133.2734,983.0789,381.972,72,1285.6885,763.3062,747.0403,1010.1406,428.051,0,766.9597,939.0783,6594.5699,1,551.9936,1965.6607,1.9,1354.6148,489.1321,689.3068,661.9723,386.2741,4080.5123,808.3663,3827.8982,1359.3712,22,0,0,25426.8886,0,1,0,0,492.84,0,0,0
0,1,611,3606,806,18.1,0,1146.344,1793.7473,1113.6672,4436.3099,1282.0978,1263.5569,431.2338,98,1741.3948,977.9071,1074.1013,1224.032,523.1471,0,1065.7321,1257.1248,6333.3046,1,704.7238,1750.5828,4.8,1453.5677,582.5416,813.335,902.8776,486.0988,3265.0592,898.6341,3133.6655,1354.8776,24.5,1,10,23521.1146,0,0,0,6.2,327.61,0,0,0
0,0,546,1373,292,5.7,0,847.8133,1850.0477,966.1094,3047.3487,1228.4996,1082.0517,389.5371,82,863.557,837.6647,921.5244,991.2694,494.6431,0,859.8304,600.5563,4589.8018,0,658.9981,1866.2194,3.1,1350.6488,599.3392,687.7563,827.3567,416.2229,3271.2268,861.1681,3262.6557,1208.4214,58,0,9,20446.3703,0,1,1,0,32.49,0,0,0
0,0,116,2264,496,23.1,1,958.2028,2013.3799,876.3102,4470.5133,1239.293,1088.362,427.8286,96,1410.3841,834.2196,810.2126,976.8777,495.7453,0,785.1325,1103.8652,6766.6804,1,635.8489,2078.3319,4.6,1394.917,561.8626,725.1565,812.162,419.5906,4077.3977,825.4248,3912.6031,1372.5757,6,0,10,26086.399,0,0,0,5.6,533.61,0,0,0
11,9,116,2450,654,19.1,1,1299.5001,1671.1317,1384.8713,4851.2869,1424.6238,1359.1368,346.7755,76,1802.7421,1106.0665,1245.5469,1164.5914,449.9609,0,1070.5076,1502.5569,6451.6845,1,744.8328,1819.3348,3.3,1526.609,661.4722,850.1457,1104.7691,506.9335,3265.4025,1011.3225,3031.5515,1464.0184,20,0,10,24081.0193,0,1,0,0,364.81,0,0,0
2,2,83,700,125,8.3,0,840.2831,1925.5896,835.2722,3816.1107,1286.9148,1046.0893,373.4827,71,1030.0073,799.6501,760.4609,965.78,424.7007,0,759.2653,785.8507,6307.9943,1,543.3963,1950.4616,2.8,1350.6247,566.36,633.1884,636.6111,381.2723,4039.8576,824.2078,3802.1917,1370.1176,7,0,0,24562.9478,0,1,0,0,68.89,0,0,0
0,0,611,817,219,-0.4,0,829.5497,1402.0227,840.7319,1693.1523,1099.0999,998.6954,474.9599,68,593.6533,765.1639,812.5744,892.4701,602.7902,0,764.9576,519.5622,2798.0484,0,568.4782,1169.2812,3.6,1094.2047,484.1087,622.2284,779.9225,372.8609,2042.7759,810.0721,1969.9778,1051.5858,65,0,8,13221.0488,0,0,0,0,0.16,0,1,0
0,0,51,1682,411,1.9,0,1169.9587,1772.9483,1117.0662,3006.6988,1430.5004,1240.5149,417.2848,34,1048.2264,985.0373,1146.3429,1228.9731,470.5877,0,1162.9192,681.854,4322.8616,0,776.1683,1744.3566,2.6,1517.7768,575.5034,752.4083,1058.8423,570.9886,2976.2529,1022.3087,2854.1904,1349.1402,22,0,8,19544.2256,0,1,0,0,3.61,0,1,0
0,0,17,2599,533,23.2,1,1047.1717,2150.654,1013.2987,4522.232,1218.6261,1193.9523,825.1611,97,1836.1341,898.041,923.7534,1028.8973,752.9082,0,923.1732,1392.7369,6642.2376,1,658.174,2144.6866,3.2,1530.7011,627.9307,730.423,893.1322,435.7907,4023.974,862.3789,3964.2397,1452.5582,18,1,10,26431.2832,0,0,0,0.1,538.24,0,0,0
0,0,611,847,184,2.6,0,785.1732,1859.0101,801.3469,3478.4137,1244.0867,1007.274,382.3154,91,1058.9104,699.8604,836.8532,961.9516,531.0701,0,723.9156,727.2682,5675.0514,1,549.2635,1912.1888,0.7,1313.8894,585.8917,617.7622,685.5433,473.548,3878.7955,870.281,3599.485,1284.8935,19,0,4,23001.7274,0,0,0,0,6.76,0,0,0
0,1,128,540,84,-7.1,0,733.1088,1880.1887,703.1859,2898.2217,1214.5324,1039.8669,332.8881,67,639.1182,729.4816,838.318,910.017,449.3361,0,689.7573,472.1064,5178.4969,0,538.7851,1921.1363,4.6,1255.8083,507.3232,602.1942,706.026,395.043,3764.7226,754.1028,3611.3651,1189.9276,40,0,0,21699.8672,0,0,0,0,50.41,0,0,0
6,9,37,2793,580,29.1,0,930.6628,2045.065,886.4737,4222.6053,1360.2708,1067.4365,358.1818,75,1259.6902,853.9909,849.1843,1042.7141,529.2495,0,830.7893,858.9426,6219.9634,0,642.6472,2155.1781,1.1,1599.1327,590.5779,707.3056,885.8082,445.0113,4144.6107,848.47,3941.1744,1303.8378,29,0,9,25631.5674,0,1,0,0,846.81,0,0,0
